Wavelength(A), Flux
4007.832898172324, 1.6071103850324064
4023.498694516971, 1.5289661644082049
4031.331592689295, 1.4377525270942426
4046.997389033943, 1.3465729247195757
4070.496083550914, 1.2423919755337405
4086.1618798955615, 1.1512123731590735
4109.660574412533, 1.112208332725567
4133.159268929504, 1.0992750557929902
4156.657963446475, 1.0863417788604135
4195.822454308094, 1.0865119535568946
4227.154046997389, 1.0736127115636132
4258.485639686684, 1.073748851320798
4281.984334203656, 1.0738509561386875
4313.31592689295, 1.060951714145407
4352.480417754569, 1.0089803618400257
4360.313315926893, 0.9829436332783903
4391.644908616188, 1.0091505365365068
4415.14360313316, 1.0744295501067231
4438.642297650131, 1.1397085636769404
4454.308093994779, 1.2049535423078606
4469.973890339425, 1.322340047940643
4477.80678851175, 1.426657136883664
4509.1383812010445, 1.5701824758959697
4532.637075718016, 1.6745676347175822
4571.801566579635, 1.7659854816673226
4610.966057441254, 1.7661556563638037
4634.464751958225, 1.6750100889284338
4657.963446475196, 1.5968999032435294
4681.462140992167, 1.518789717558625
4704.960835509139, 1.427644150123255
4736.292428198433, 1.2974264723757845
4767.624020887729, 1.20631493987971
4814.621409921671, 1.1804483860145574
4845.953002610966, 1.206655289272673
4877.284595300262, 1.2458975742812548
4932.1148825065275, 1.2982773458581907
4979.11227154047, 1.2333046467416402
5026.109660574412, 1.2074380928764867
5073.107049608356, 1.2597838295141264
5112.271540469974, 1.312095531212469
5143.603133159269, 1.3904439614724486
5182.7676240208875, 1.4688264266717228
5221.9321148825065, 1.5341735101205316
5276.762402088772, 1.5474471364460713
5347.258485639686, 1.534718069149272
5402.088772845953, 1.4958501684729493
5464.751958224543, 1.4309455392349921
5519.582245430809, 1.3660068750577379
5590.078328981723, 1.2881008990086098
5652.741514360314, 1.2231962697706535
5707.57180156658, 1.18432836909433
5746.736292428199, 1.2105693072917418
5793.733681462141, 1.2368442804284498
5856.396866840731, 1.2762227051942174
5911.227154046997, 1.2894963315197563
5966.057441253264, 1.2766991943443644
6013.054830287207, 1.2769034039801426
6060.052219321149, 1.2771076136159198
6114.882506527415, 1.264310476440528
6161.879895561357, 1.2384439225753745
6201.0443864229765, 1.225578715521391
6224.543080939948, 1.2778223473411412
6248.041775456919, 1.317030597410426
6287.206266318538, 1.3432715356078395
6310.704960835509, 1.4085505491780559
6357.702349869452, 1.4608962858156955
6420.365535248042, 1.4611685653300652
6483.028720626631, 1.4875116083453666
6577.023498694517, 1.5009554093673874
6624.0208877284595, 1.4490180920013023
6655.352480417754, 1.3970127047566256
6718.015665796345, 1.3581788390195983
6772.84595300261, 1.332346320093741
6812.01044386423, 1.2803749677883607
6866.840731070496, 1.2806132123634342
6929.503916449086, 1.2808854918778039
7000, 1.294227188081936
7046.997389033942, 1.3074667794681796
7086.1618798955615, 1.3337077176655914
7125.3263707571805, 1.3729840376134694
7172.323759791123, 1.4122943925006437
7234.986945169712, 1.399531290264548
7289.817232375979, 1.412804916590087
7344.647519582245, 1.3869723976642305
7399.477806788511, 1.348104496987908
7430.809399477806, 1.2960991097432295
7462.140992167101, 1.2310583407480875
7493.472584856397, 1.1529821900024801
