MJD,MAG,MAGERR,FLT,TELESCOPE,INSTRUMENT,ULIM
59202.09551189815,18.7932639950122,1.086,rp,Sinistro,,0.0
59208.07233400463,18.3965143863565,1.086,gp,Sinistro,,0.0
59208.07433010418,17.9178433838931,1.086,ip,Sinistro,,0.0
59208.07333239582,18.5526484915632,1.086,rp,Sinistro,,0.0
59208.06814390048,18.4746510736456,1.086,up,Sinistro,,0.0
59213.44986959492,17.2131292246308,1.086,up,Sinistro,,0.0
59214.05229620369,18.2949295509198,1.086,rp,Sinistro,,0.0
59214.05328909722,18.206579322406,1.086,ip,Sinistro,,0.0
59214.05129569445,17.8204057193253,1.086,gp,Sinistro,,0.0
59214.04850540508,17.3702425343414,1.086,up,Sinistro,,0.0
59220.37174260418,18.2090797788658,1.086,rp,Sinistro,,0.0
59220.37075010418,18.41447611709561,1.086,gp,Sinistro,,0.0
59220.37273569445,18.0033318851285,1.086,ip,Sinistro,,0.0
59220.36719239582,18.04030674173,1.086,up,Sinistro,,0.0
59226.10814409723,17.9220145013892,1.086,rp,Sinistro,,0.0
59226.109145,17.109858921519198,1.086,ip,Sinistro,,0.0
59226.10714269675,17.6489310077618,1.086,gp,Sinistro,,0.0
59226.1041625,18.4078270543579,1.086,up,Sinistro,,0.0
59227.71533390047,18.6993630936169,1.086,rp,Sinistro,,0.0
59227.71433790509,18.8087044324355,1.086,gp,Sinistro,,0.0
59227.71212269675,18.3775291776138,1.086,up,Sinistro,,0.0
59227.71633760418,18.462492399428506,1.086,ip,Sinistro,,0.0
59232.37050709489,17.7591288509799,1.086,up,Sinistro,,0.0
59232.375659305566,16.923292554036,1.086,rp,Sinistro,,0.0
59232.374665798605,17.3535882930532,1.086,gp,Sinistro,,0.0
59232.37664530093,16.6788875714515,1.086,ip,Sinistro,,0.0
59236.05943780094,17.9242980187444,1.086,up,Sinistro,,0.0
59236.06363390048,17.2625340887342,1.086,ip,Sinistro,,0.0
59236.0626307986,18.1112190318544,1.086,rp,Sinistro,,0.0
59236.06163450232,18.1616006068464,1.086,gp,Sinistro,,0.0
59245.4224962963,18.6911723787727,1.086,gp,Sinistro,,0.0
59245.420293101866,18.3943302744301,1.086,up,Sinistro,,0.0
59245.42349489582,18.6248432496316,1.086,rp,Sinistro,,0.0
59245.42449359952,18.521966649980897,1.086,ip,Sinistro,,0.0
59252.058104803225,18.1364163676221,1.086,rp,Sinistro,,0.0
59252.05251640046,18.8019672585073,1.086,up,Sinistro,,0.0
59252.05910180557,17.5705839224854,1.086,ip,Sinistro,,0.0
59252.05711939815,18.1230569636727,1.086,gp,Sinistro,,0.0
58883.11695989584,15.663,0.0160988824456855,V,Sinistro,,0.0
58883.00979730325,18.1394372744278,1.086,gp,Sinistro,,0.0
58883.00615950232,18.0780004401052,1.086,B,Sinistro,,0.0
58880.12087890048,17.6328635359133,1.086,rp,Sinistro,,0.0
58880.11724700232,17.258662588199506,1.086,V,Sinistro,,0.0
58879.07545939816,16.0225461643446,1.086,V,Sinistro,,0.0
58879.076275694446,17.2282616375138,1.086,gp,Sinistro,,0.0
58879.07363840278,16.468558834586002,1.086,B,Sinistro,,0.0
58878.06517450232,15.3937893528231,1.086,ip,Sinistro,,0.0
58878.058871805566,16.787277324596,1.086,B,Sinistro,,0.0
58878.06251870369,16.8953364419088,1.086,gp,Sinistro,,0.0
58878.060043194426,16.1573157054604,1.086,V,Sinistro,,0.0
58877.02907379631,18.2858916910591,1.086,rp,Sinistro,,0.0
58873.08990239582,18.6235735956458,1.086,B,Sinistro,,0.0
58873.09271359952,17.9282677398418,1.086,V,Sinistro,,0.0
58871.31491950232,14.2886,0.0105053222701638,V,Sinistro,,0.0
58871.318571203694,14.1884,0.0122199327330391,rp,Sinistro,,0.0
58869.35681829861,14.0426,0.0105728600198811,V,Sinistro,,0.0
58857.72217719907,16.9746753674195,1.086,ip,Sinistro,,0.0
59257.33226810185,19.2189440857271,1.086,gp,Sinistro,,0.0
59257.33005359952,18.370768953539,1.086,up,Sinistro,,0.0
59257.333271805546,19.1680117335559,1.086,rp,Sinistro,,0.0
59257.33427480325,19.0213530403592,1.086,ip,Sinistro,,0.0
59262.224542199074,18.3730046355938,1.086,gp,Sinistro,,0.0
59262.22661810186,18.3717619877586,1.086,ip,Sinistro,,0.0
59262.21783060184,18.188316957150302,1.086,up,Sinistro,,0.0
59262.22555109952,18.5826917157137,1.086,rp,Sinistro,,0.0
59267.12203140046,17.3448424454402,1.086,rp,Sinistro,,0.0
59267.11713299768,17.5422616936726,1.086,up,Sinistro,,0.0
59267.12303060183,16.9467728771314,1.086,ip,Sinistro,,0.0
59267.12103950232,17.4550886387729,1.086,gp,Sinistro,,0.0
58869.35282000001,15.1122,0.0122557578305056,B,Direct/4Kx4K,,0.0
58869.34804,14.0895,0.016112773069835,i,Direct/4Kx4K,,0.0
58870.31922000001,14.2307,0.0141740079017898,V,Direct/4Kx4K,,0.0
58870.31588,14.1215,0.0094009319218894,i,Direct/4Kx4K,,0.0
58872.35361000001,15.0865,0.01332593276285,g,Direct/4Kx4K,,0.0
58884.36979,15.4579,0.0169260888571459,i,Direct/4Kx4K,,0.0
58894.32212,16.9893,0.0542163849772373,B,Direct/4Kx4K,,0.0
58896.29095,15.6847,0.0329814523027716,i,Direct/4Kx4K,,0.0
58897.31029,16.2435,0.0751348188325493,r,Direct/4Kx4K,,0.0
58897.31243,15.9887,0.0107882484213147,i,Direct/4Kx4K,,0.0
58897.31432000001,16.5341,0.0089512703567706,g,Direct/4Kx4K,,0.0
58897.31652000001,18.0582,0.021616681058849,u,Direct/4Kx4K,,0.0
58897.32403,16.2033,0.112112938419257,V,Direct/4Kx4K,,0.0
58897.32598,16.8746,0.0121642704672331,B,Direct/4Kx4K,,0.0
58912.26564,16.5153,0.114135359328299,r,Direct/4Kx4K,,0.0
58921.250620000006,18.0801,0.0670821138605515,u,Direct/4Kx4K,,0.0
58921.2622,17.3321,0.0945517847531182,B,Direct/4Kx4K,,0.0
58921.25843,16.9054,0.0357597290817478,V,Direct/4Kx4K,,0.0
58923.27495,16.5969,0.0121671689394041,i,Direct/4Kx4K,,0.0
58923.28922000001,17.2393,0.0228155333270998,B,Direct/4Kx4K,,0.0
58923.28696000001,16.745,0.0146710599480746,V,Direct/4Kx4K,,0.0
58885.38447000001,16.3680730862346,1.086,g,Direct/4Kx4K,,0.0
58942.51446837963,17.5474,0.0386301,r,GPC1,,0.0
58942.517165023135,16.958,0.0493714,z,GPC1,,0.0
58976.4222835648,18.2901,0.156813,r,GPC1,,0.0
58954.18390324072,19.039233619681,1.086,i,Direct/2Kx2K,,0.0
58954.155393402776,18.8464411574353,1.086,B,Direct/2Kx2K,,0.0
58880.43911157407,18.1629065080092,1.086,V,Direct/2Kx2K,,0.0
58880.43696956018,18.8289463977953,1.086,B,Direct/2Kx2K,,0.0
58880.443395023154,17.5791152796339,1.086,i,Direct/2Kx2K,,0.0
58880.441253125,18.4025544583836,1.086,r,Direct/2Kx2K,,0.0
58963.19397152778,18.3539792898302,1.086,B,Direct/2Kx2K,,0.0
58963.21081608796,18.5220030087622,1.086,i,Direct/2Kx2K,,0.0
58963.20010729168,17.9922643923057,1.086,V,Direct/2Kx2K,,0.0
58904.35018055557,19.2419720190868,1.086,i,Direct/2Kx2K,,0.0
58904.34589733796,18.4789583944535,1.086,V,Direct/2Kx2K,,0.0
58904.348038773154,19.0651265434467,1.086,r,Direct/2Kx2K,,0.0
58900.3797601852,18.5824120319293,1.086,V,Direct/2Kx2K,,0.0
58900.38404328704,18.4723731044812,1.086,i,Direct/2Kx2K,,0.0
58899.32207974537,18.9391921945341,1.086,V,Direct/2Kx2K,,0.0
58895.43777175926,19.337110348567705,1.086,r,Direct/2Kx2K,,0.0
58895.42540266204,19.0739013776644,1.086,V,Direct/2Kx2K,,0.0
58895.43348865741,19.1312121307669,1.086,B,Direct/2Kx2K,,0.0
58895.43563009259,18.8281508472016,1.086,V,Direct/2Kx2K,,0.0
58895.43991296296,19.0703848234081,1.086,i,Direct/2Kx2K,,0.0
58895.427543981474,16.3155,0.166374306910653,r,Direct/2Kx2K,,0.0
58963.206069097214,19.44406468520469,1.086,r,Direct/2Kx2K,,0.0
58954.17933101853,19.888236133882803,1.086,r,Direct/2Kx2K,,0.0
58856.69851079861,15.3525,0.0398688161349193,ip,Sinistro,,0.0
58935.63823969906,15.6337161706532,0.362,up,Sinistro,,0.0
58935.641231400456,16.7569221225265,0.362,ip,Sinistro,,0.0
58935.6176117014,15.5195901249701,0.362,up,Sinistro,,0.0
58868.27386299769,13.8276,0.0077746491239155,rp,Sinistro,,0.0
58874.2850725,14.7664,0.0733194692356676,ip,Sinistro,,0.0
58943.46206930556,15.9797696597998,0.362,ip,Sinistro,,0.0
58929.50071060184,13.0190193865428,1.086,ip,Sinistro,,0.0
58884.37010370369,16.3153,0.300107904276112,gp,Sinistro,,0.0
58867.3008770949,14.2082,0.0152491586981053,gp,Sinistro,,0.0
58861.68584540508,14.239,0.0124597913305159,ip,Sinistro,,0.0
58929.49972540508,13.408114964785,1.086,rp,Sinistro,,0.0
58872.289974201376,14.3043,0.0112290349095548,ip,Sinistro,,0.0
58906.10186420138,15.8537,0.021215848816392,ip,Sinistro,,0.0
58935.639228298605,17.2005213081658,0.362,gp,Sinistro,,0.0
58856.4111962963,16.9454,0.283146655540905,rp,Sinistro,,0.0
58857.30337739582,15.5238,0.0143755008608396,rp,Sinistro,,0.0
58929.4969775,17.5731,0.0920064785762394,up,Sinistro,,0.0
58935.64023049769,16.8468481507792,0.362,rp,Sinistro,,0.0
58929.49872810185,16.3589,0.0467680497882903,gp,Sinistro,,0.0
58943.45874420138,15.3047516419339,0.362,up,Sinistro,,0.0
58864.754942997686,13.8735,0.0112378334210826,rp,Sinistro,,0.0
58881.996881898136,15.4331,0.094227511566421,ip,Sinistro,,0.0
58943.46105379631,16.4890842717411,0.362,rp,Sinistro,,0.0
58943.46005349537,17.1381887244898,0.362,gp,Sinistro,,0.0
58919.14211700232,16.5275,0.0325810144102359,gp,Sinistro,,0.0
58861.04904650463,14.7377,0.0307800259908922,up,Sinistro,,0.0
58857.301418298615,16.0426,0.0898033406950989,up,Sinistro,,0.0
58860.04794810185,15.1241,0.0591135889622682,gp,Sinistro,,0.0
58856.3068305,16.2866,0.0181464,gp,Siding Spring 1m,,
58856.3078301,16.3125,0.020332,rp,Siding Spring 1m,,
58856.308809,17.7549,0.114175,ip,Siding Spring 1m,,
58856.327614600006,16.2537,0.0139388,gp,Siding Spring 1m,,
58856.3302329,16.2681,0.0147407999999999,gp,Siding Spring 1m,,
58856.3330164,16.4827,0.016655,rp,Siding Spring 1m,,
58856.334712,16.480999999999998,0.017561,rp,Siding Spring 1m,,
58856.33656919999,16.8048,0.0257865,ip,Siding Spring 1m,,
58856.3382525,16.712,0.0248182,ip,Siding Spring 1m,,
58856.3489274,16.3049,0.0155657,gp,Siding Spring 1m,,
58856.3677439,16.2996,0.0208396,gp,Siding Spring 1m,,
58856.36874430001,15.8712,0.020332,rp,Siding Spring 1m,,
58856.369738,16.387,0.0345824,ip,Siding Spring 1m,,
58856.4102006,16.0143,0.0172710999999999,gp,Siding Spring 1m,,
58856.4111963,16.1207,0.0194007,rp,Siding Spring 1m,,
58856.4121912,16.3621,0.0248182,ip,Siding Spring 1m,,
58856.69751290001,16.2458,0.0250677,rp,Siding Spring 1m,,
58856.6985108,15.9858,0.0593375,ip,Siding Spring 1m,,
58856.730014,16.0388,0.0124213999999999,gp,Siding Spring 1m,,
58856.73264800001,16.0196,0.0131639999999999,gp,Siding Spring 1m,,
58856.7354329,16.0688,0.0157603999999999,rp,Siding Spring 1m,,
58856.7371386,16.0735,0.0157603999999999,rp,Siding Spring 1m,,
58856.7390531,16.3229,0.0523827,ip,Siding Spring 1m,,
58856.7407471,16.3037,0.017203,ip,Siding Spring 1m,,
58857.30239219999,15.7991,0.0131639999999999,gp,Siding Spring 1m,,
58857.30337740001,15.7746,0.0131677,rp,Siding Spring 1m,,
58857.30436259999,16.1713,0.0190773,ip,Siding Spring 1m,,
58857.3174957,15.8214,0.0131639999999999,gp,Siding Spring 1m,,
58857.3184926,15.8408,0.0123445999999999,rp,Siding Spring 1m,,
58857.3194778,16.0583,0.0162771,ip,Siding Spring 1m,,
58857.346904,15.8575,0.0139388,gp,Siding Spring 1m,,
58857.3479033,15.8078,0.0123445999999999,rp,Siding Spring 1m,,
58857.3488885,15.9831,0.0144548,ip,Siding Spring 1m,,
58857.3630897,15.6833,0.113324,gp,Siding Spring 1m,,
58857.3658834,15.9892,0.177148,rp,Siding Spring 1m,,
58857.71319,15.6841,0.0172710999999999,gp,Siding Spring 1m,,
58857.7158125,15.6451,0.0164101,gp,Siding Spring 1m,,
58857.71860680001,15.5703,0.0140139,rp,Siding Spring 1m,,
58857.7202993,15.4217,0.0140139,rp,Siding Spring 1m,,
58857.7221772,15.5438,0.0200235,ip,Siding Spring 1m,,
58857.72386950001,15.6286,0.0219304,ip,Siding Spring 1m,,
58858.29968819999,15.3368,0.0124213999999999,gp,Siding Spring 1m,,
58858.299862,15.4162,0.0104542,gp,Siding Spring 1m,,
58858.3010161,15.3019,0.00940152,rp,Siding Spring 1m,,
58858.3013919,15.2909,0.00879708,rp,Siding Spring 1m,,
58858.3023586,15.5244,0.0101952,ip,Siding Spring 1m,,
58858.3027366,15.5196,0.0101952,ip,Siding Spring 1m,,
58858.3062284,15.4012,0.0104542,gp,Siding Spring 1m,,
58858.3075632,15.3241,0.00940152,rp,Siding Spring 1m,,
58858.308905,15.5513,0.0109974,ip,Siding Spring 1m,,
58858.3382789,15.3553,0.0117171,gp,Siding Spring 1m,,
58858.3396234,15.2415,0.0107884,rp,Siding Spring 1m,,
58858.34096980001,15.4151,0.0126863,ip,Siding Spring 1m,,
58859.0506027,15.1026,0.00991417,gp,Siding Spring 1m,,
58859.0519359,15.1302,0.00879708,rp,Siding Spring 1m,,
58859.05326880001,15.2069,0.0101952,ip,Siding Spring 1m,,
58859.29702200001,14.9928,0.0104542,gp,Siding Spring 1m,,
58859.2983551,14.9067,0.00879708,rp,Siding Spring 1m,,
58859.29968819999,15.1182,0.00943093,ip,Siding Spring 1m,,
58859.6886377,14.8643,0.0104542,gp,Siding Spring 1m,,
58859.6899827,14.7855,0.00940152,rp,Siding Spring 1m,,
58859.69132790001,14.9892,0.0101952,ip,Siding Spring 1m,,
58860.04794809999,14.7059,0.00944938,gp,Siding Spring 1m,,
58860.04928099999,14.6568,0.00826974,rp,Siding Spring 1m,,
58860.0506256,14.8175,0.00871449,ip,Siding Spring 1m,,
58860.0706904,14.6277,0.00879151,gp,Siding Spring 1m,,
58860.07331,14.6382,0.00879151,gp,Siding Spring 1m,,
58860.0760803,14.6524,0.00783509,rp,Siding Spring 1m,,
58860.0777727,14.6413,0.00783509,rp,Siding Spring 1m,,
58860.0796389,14.868,0.00747947,ip,Siding Spring 1m,,
58860.08131950001,14.8328,0.00747947,ip,Siding Spring 1m,,
58861.0471037,14.5148,0.00871449,ip,Siding Spring 1m,,
58861.0503794,14.3547,0.00991417,gp,Siding Spring 1m,,
58861.05171740001,14.3716,0.00826974,rp,Siding Spring 1m,,
58861.0530556,14.5771,0.00871449,ip,Siding Spring 1m,,
58861.2915275,14.4328,0.00991417,gp,Siding Spring 1m,,
58861.29286059999,14.3269,0.00783509,rp,Siding Spring 1m,,
58861.2941936,14.5449,0.00805868,ip,Siding Spring 1m,,
58861.3463657,14.3066,0.00879151,gp,Siding Spring 1m,,
58861.3480572,14.3287,0.00879151,gp,Siding Spring 1m,,
58861.34990750001,14.3334,0.00783509,rp,Siding Spring 1m,,
58861.3509095,14.3822,0.00783509,rp,Siding Spring 1m,,
58861.35208130001,14.6189,0.00805868,ip,Siding Spring 1m,,
58861.3530852,14.5879,0.00747947,ip,Siding Spring 1m,,
58861.6831589,14.2598,0.0124213999999999,gp,Siding Spring 1m,,
58861.6845061,14.3051,0.00879708,rp,Siding Spring 1m,,
58861.6858454,14.4377,0.00871449,ip,Siding Spring 1m,,
58862.3614383,14.1339,0.00879151,gp,Siding Spring 1m,,
58862.36313080001,14.1283,0.00879151,gp,Siding Spring 1m,,
58862.364997,14.1972,0.00783509,rp,Siding Spring 1m,,
58862.36600549999,14.2112,0.00783509,rp,Siding Spring 1m,,
58862.3671762,14.3133,0.00747947,ip,Siding Spring 1m,,
58862.36818480001,14.3182,0.00747947,ip,Siding Spring 1m,,
58864.31037130001,13.9037,0.0328084,rp,Siding Spring 1m,,
58864.3117174,14.1045,0.0277298,ip,Siding Spring 1m,,
58864.75359380001,14.05,0.00907142,gp,Siding Spring 1m,,
58864.75494299999,13.9507,0.00783509,rp,Siding Spring 1m,,
58864.7562847,14.1319,0.00805868,ip,Siding Spring 1m,,
58866.3036787,14.0795,0.00944938,gp,Siding Spring 1m,,
58866.30501519999,13.8283,0.00879708,rp,Siding Spring 1m,,
58866.3063505,13.9707,0.00943093,ip,Siding Spring 1m,,
58867.3008771,14.2961,0.00944938,gp,Siding Spring 1m,,
58867.3022233,13.8924,0.00783509,rp,Siding Spring 1m,,
58867.30356159999,14.0805,0.00805868,ip,Siding Spring 1m,,
58867.3972176,14.251,0.00907142,gp,Siding Spring 1m,,
58867.3985651,14.2707,0.00907142,gp,Siding Spring 1m,,
58867.4000726,13.8872,0.00750924,rp,Siding Spring 1m,,
58867.40072760001,13.9215,0.00783509,rp,Siding Spring 1m,,
58867.4015408,14.0019,0.00699588,ip,Siding Spring 1m,,
58867.4021824,14.0289,0.00699588,ip,Siding Spring 1m,,
58868.2725076,14.4409,0.00907142,gp,Siding Spring 1m,,
58868.273863,14.0097,0.00783509,rp,Siding Spring 1m,,
58868.27523330001,14.2372,0.00747947,ip,Siding Spring 1m,,
58869.26996769999,14.5828,0.00944938,gp,Siding Spring 1m,,
58869.2713132,14.148,0.00783509,rp,Siding Spring 1m,,
58869.27264630001,14.2144,0.00747947,ip,Siding Spring 1m,,
58869.3576297,14.577,0.00944938,gp,Siding Spring 1m,,
58869.3586268,14.5836,0.00944938,gp,Siding Spring 1m,,
58869.3597977,14.0084,0.00783509,rp,Siding Spring 1m,,
58869.3604354,13.9994,0.00783509,rp,Siding Spring 1m,,
58869.3612469,14.1756,0.00805868,ip,Siding Spring 1m,,
58869.3618961,14.1552,0.00805868,ip,Siding Spring 1m,,
58870.2669087,14.8638,0.00991417,gp,Siding Spring 1m,,
58870.2682439,14.3302,0.00783509,rp,Siding Spring 1m,,
58870.269577,14.488,0.00805868,ip,Siding Spring 1m,,
58871.2650008,15.0957,0.0110584999999999,gp,Siding Spring 1m,,
58871.266337,14.332,0.00826974,rp,Siding Spring 1m,,
58871.3157309,15.0002,0.0104542,gp,Siding Spring 1m,,
58871.3167279,15.004,0.0104542,gp,Siding Spring 1m,,
58871.31788709999,14.2461,0.00826974,rp,Siding Spring 1m,,
58871.3185712,14.2557,0.00879708,rp,Siding Spring 1m,,
58871.3193826,14.2955,0.00871449,ip,Siding Spring 1m,,
58871.320032,14.3671,0.00871449,ip,Siding Spring 1m,,
58872.2872798,15.1602,0.0104542,gp,Siding Spring 1m,,
58872.2886245,14.2861,0.00826974,rp,Siding Spring 1m,,
58872.2899742,14.3911,0.00805868,ip,Siding Spring 1m,,
58873.0880454,15.2733,0.0110584999999999,gp,Siding Spring 1m,,
58873.08939,14.421,0.00879708,rp,Siding Spring 1m,,
58873.0907231,14.5356,0.00805868,ip,Siding Spring 1m,,
58873.0935244,15.2238,0.0104542,gp,Siding Spring 1m,,
58873.0945201,15.2346,0.0104542,gp,Siding Spring 1m,,
58873.09568969999,14.4673,0.00879708,rp,Siding Spring 1m,,
58873.0963314,14.4895,0.00879708,rp,Siding Spring 1m,,
58873.097142,14.4667,0.00871449,ip,Siding Spring 1m,,
58873.0977911,14.4572,0.00805868,ip,Siding Spring 1m,,
58874.28234369999,15.447,0.0124213999999999,gp,Siding Spring 1m,,
58874.28369809999,14.5482,0.00940152,rp,Siding Spring 1m,,
58874.2850725,14.6015,0.00871449,ip,Siding Spring 1m,,
58875.2540397,15.6799,0.0124213999999999,gp,Siding Spring 1m,,
58875.2553907,14.7918,0.00879708,rp,Siding Spring 1m,,
58875.2567452,14.8022,0.00871449,ip,Siding Spring 1m,,
58876.02878450001,15.7038,0.0124213999999999,gp,Siding Spring 1m,,
58876.029793,15.6894,0.0124213999999999,gp,Siding Spring 1m,,
58876.0309755,14.869000000000002,0.0100692,rp,Siding Spring 1m,,
58876.0316247,14.8501,0.00940152,rp,Siding Spring 1m,,
58876.0324363,14.8492,0.00943093,ip,Siding Spring 1m,,
58876.0330854,14.8435,0.00943093,ip,Siding Spring 1m,,
58876.3349338,15.8372,0.0360318,gp,Siding Spring 1m,,
58876.33627030001,14.9502,0.0131677,rp,Siding Spring 1m,,
58876.3376064,14.8419,0.0181367999999999,ip,Siding Spring 1m,,
58877.026255,15.8292,0.0131639999999999,gp,Siding Spring 1m,,
58877.02726130001,15.8481,0.0131639999999999,gp,Siding Spring 1m,,
58877.0284221,14.9493,0.0100692,rp,Siding Spring 1m,,
58877.0290738,14.9661,0.0100692,rp,Siding Spring 1m,,
58877.0298859,14.947,0.0101952,ip,Siding Spring 1m,,
58877.03053,14.9904,0.0101952,ip,Siding Spring 1m,,
58877.2568144,15.8738,0.0283247,gp,Siding Spring 1m,,
58877.2581569,15.0106,0.0115494,rp,Siding Spring 1m,,
58877.2634249,15.913,0.0164101,gp,Siding Spring 1m,,
58877.2647556,14.9765,0.0115494,rp,Siding Spring 1m,,
58877.266107,14.9356,0.0153603999999999,ip,Siding Spring 1m,,
58878.0651745,14.9924,0.0126863,ip,Siding Spring 1m,,
58878.0658239,14.9939,0.0109974,ip,Siding Spring 1m,,
58878.3400506,16.023,0.0131639999999999,gp,Siding Spring 1m,,
58878.3413857,15.1555,0.00940152,rp,Siding Spring 1m,,
58878.3427123,15.0794,0.0101952,ip,Siding Spring 1m,,
58880.1180631,16.0669,0.0164101,gp,Siding Spring 1m,,
58880.1190628,16.0963,0.0164101,gp,Siding Spring 1m,,
58880.12023099999,15.2908,0.0140139,rp,Siding Spring 1m,,
58880.1208789,15.3452,0.0131677,rp,Siding Spring 1m,,
58880.1216929,15.323,0.0162771,ip,Siding Spring 1m,,
58880.1223405,15.2874,0.0144548,ip,Siding Spring 1m,,
58881.9941444,16.2582,0.0155657,gp,Siding Spring 1m,,
58881.99552230001,15.5955,0.0123445999999999,rp,Siding Spring 1m,,
58881.9968819,15.4947,0.0118297,ip,Siding Spring 1m,,
58882.0888727,16.3256,0.0172710999999999,gp,Siding Spring 1m,,
58882.0898714,16.2796,0.0164101,gp,Siding Spring 1m,,
58882.0910827,15.532,0.0123445999999999,rp,Siding Spring 1m,,
58882.0917389,15.5314,0.0123445999999999,rp,Siding Spring 1m,,
58882.0925954,15.5238,0.0126863,ip,Siding Spring 1m,,
58882.0932431,15.5526,0.0126863,ip,Siding Spring 1m,,
58883.00979730001,16.3783,0.0199322,gp,Siding Spring 1m,,
58883.0108077,16.3878,0.0190339,gp,Siding Spring 1m,,
58883.0119796,15.5653,0.0148791,rp,Siding Spring 1m,,
58883.1177726,16.3461,0.0155657,gp,Siding Spring 1m,,
58883.1187762,16.322,0.0155657,gp,Siding Spring 1m,,
58883.11994630001,15.6718,0.0123445999999999,rp,Siding Spring 1m,,
58883.1205983,15.6122,0.0123445999999999,rp,Siding Spring 1m,,
58883.1214109,15.5839,0.0135625,ip,Siding Spring 1m,,
58883.1220631,15.5507,0.0135625,ip,Siding Spring 1m,,
58883.99484500001,16.3904,0.0164101,gp,Siding Spring 1m,,
58883.9961893,16.4906,0.0181464,gp,Siding Spring 1m,,
58883.99770959999,15.7189,0.0148791,rp,Siding Spring 1m,,
58883.9987053,15.7469,0.0140139,rp,Siding Spring 1m,,
58883.99987769999,15.6467,0.0144548,ip,Siding Spring 1m,,
58884.00088099999,15.6832,0.0153603999999999,ip,Siding Spring 1m,,
58884.37010369999,16.4774,0.0172710999999999,gp,Siding Spring 1m,,
58884.3714602,15.7472,0.0115494,rp,Siding Spring 1m,,
58884.3728344,15.7373,0.0144548,ip,Siding Spring 1m,,
58543.29655090021,18.668794393045857,0.1457231336880997,g-ZTF,P48,,0.0
58547.43775459984,19.70777319621865,0.3213574355136455,i-ZTF,P48,,0.0
58558.22047450021,18.909278258239333,0.1766063000325921,r-ZTF,P48,,0.0
58559.31499999994,20.35021235196388,0.3505300525801035,g-ZTF,P48,,0.0
58559.31590279983,20.31147315249105,0.3405200958947145,g-ZTF,P48,,0.0
58575.29160880018,19.27063561899761,0.1831481276272352,g-ZTF,P48,,0.0
58575.294444399886,19.8942131252276,0.2008088106835545,g-ZTF,P48,,0.0
58575.37133099977,18.95669306114861,0.2818680139363786,r-ZTF,P48,,0.0
58580.25539349997,20.495763545830528,0.2262825895923511,g-ZTF,P48,,0.0
58580.34750000015,20.554264589785447,0.3330288763002275,r-ZTF,P48,,0.0
58583.27584489994,19.737297273582584,0.222645024859751,r-ZTF,P48,,0.0
58584.31604170008,20.47134822305001,0.3373559934059085,r-ZTF,P48,,0.0
58586.25516200019,20.508132940730576,0.2733358320253278,g-ZTF,P48,,0.0
58588.33996530017,19.807437737163543,0.2945996661679653,r-ZTF,P48,,0.0
58589.27237269981,19.22032181491423,0.2852378228036968,r-ZTF,P48,,0.0
58596.22782409983,20.60667090292325,0.318903546283365,g-ZTF,P48,,0.0
58596.22872690018,20.3874272779606,0.2369848056966261,g-ZTF,P48,,0.0
58597.3322222,20.196469787058707,0.2407291500463396,r-ZTF,P48,,0.0
58600.2122105998,20.569811988541527,0.2782038249742774,g-ZTF,P48,,0.0
58600.21312499978,20.89427519638369,0.3558738961920389,g-ZTF,P48,,0.0
58628.19265050022,20.60765802141916,0.2638965166123106,g-ZTF,P48,,0.0
58633.20075230021,20.446696802632047,0.3601066195841427,r-ZTF,P48,,0.0
58634.25732639991,20.619751057305123,0.2821877803315189,r-ZTF,P48,,0.0
58635.19334489992,20.22109249354732,0.1714156786883239,g-ZTF,P48,,0.0
58636.2487269002,19.949690842872183,0.1639071458014521,g-ZTF,P48,,0.0
58637.19315969991,20.58119748087397,0.2803368325585706,r-ZTF,P48,,0.0
58638.22770830011,20.42980827025002,0.2771341157002138,r-ZTF,P48,,0.0
58639.22916670004,20.73727390787193,0.2924969603534367,g-ZTF,P48,,0.0
58642.19833330018,20.71420432899757,0.3219017959737005,g-ZTF,P48,,0.0
58834.52370369993,19.047922159006824,0.2018384167597224,r-ZTF,P48,,0.0
58846.54618059984,20.072133548216947,0.1748146802853245,g-ZTF,P48,,0.0
58849.50318290014,20.92723810939635,0.3580127618205685,g-ZTF,P48,,0.0
58855.54229169991,17.288449065229862,0.0174053967061427,r-ZTF,P48,,0.0
58859.481250000186,14.71499629896666,0.0033550465331748,r-ZTF,P48,,0.0
58859.5222800998,14.87019357264979,0.0033818576312935,g-ZTF,P48,,0.0
58867.44033560017,14.343451160234263,0.0022789450511897,g-ZTF,P48,,0.0
58867.48156249989,13.83892235166358,0.0018835924829485,r-ZTF,P48,,0.0
58871.4426851999,15.071066315266147,0.0034613503163736,g-ZTF,P48,,0.0
58871.50223380001,14.191053253892113,0.0022239597666826,r-ZTF,P48,,0.0
58875.456990700215,15.72833672110376,0.0050659420528844,g-ZTF,P48,,0.0
58875.52107639983,14.709613264135054,0.0032069865107486,r-ZTF,P48,,0.0
58878.36050930014,15.127454587855324,0.0048609698557139,r-ZTF,P48,,0.0
58878.48655090016,16.09535624315661,0.0067733242922349,g-ZTF,P48,,0.0
58881.461458299775,16.318094552120762,0.00675435421411,g-ZTF,P48,,0.0
58881.53865739983,15.344053666346376,0.0043357004329053,r-ZTF,P48,,0.0
