Filter MJD[days] Mag MagErr 3SigMagLim 0.98SatLim[mag] Rate[c/s] RateErr[c/s] Ap[arcsec] Frametime[s] Exp[s] Telapse[s]
UVW2     56146.7864  18.957   0.341  19.234  11.091   0.234   0.073  3.0  0.0110     314.68     319.72
UVW2     56150.4470  19.130   0.320  19.598  11.091   0.200   0.059  3.0  0.0110     730.13   51713.86
UVW2     56159.3787    NULL    NULL  19.589  11.091   0.066   0.051  3.0  0.0110     708.17    5979.72
UVM2     56146.7994  18.940   0.236  19.765  10.558   0.146   0.032  3.0  0.0110    1724.56    1752.19
UVM2     56150.4502    NULL    NULL  19.714  10.558   0.066   0.029  3.0  0.0110    1464.48   52080.93
UVM2     56159.3843    NULL    NULL  19.703  10.558   0.015   0.026  3.0  0.0110    1417.84    5987.93
UVW1     56139.6025  17.151   0.085  19.852  11.151   1.305   0.102  3.0  0.0110    1463.36    5779.94
UVW1     56146.7816  17.757   0.171  18.973  11.151   0.747   0.118  3.0  0.0110     157.25     159.77
UVW1     56150.4518  18.157   0.175  19.306  11.153   0.516   0.083  3.0  0.0110     329.37   52015.65
UVW1     56159.3905    NULL    NULL  19.300  11.152   0.176   0.065  3.0  0.0110     299.09    5127.90
U        56146.7831  16.545   0.093  19.005  12.064   5.225   0.445  3.0  0.0110      78.51      79.77
B        56146.7841  16.322   0.068  19.635  12.844  13.043   0.813  3.0  0.0110      78.52      79.78
V        56146.7888  15.335   0.068  18.641  11.608  10.522   0.661  3.0  0.0110      78.51      79.77
