wavelength,flux
3800.0,2.041405E-19
3802.560164,-2.110876E-18
3805.120327,-4.787476E-18
3807.680491,1.47465e-17
3810.240655,2.889775E-17
3812.800819,8.812775E-18
3815.360982,5.094114E-18
3817.921146,3.028826E-19
3820.48131,-2.870723E-18
3823.041474,1.605124E-18
3825.601637,8.352843E-18
3828.161801,1.143094E-17
3830.721965,2.408491E-18
3833.282129,4.604053E-18
3835.842292,2.715754E-17
3838.402456,2.336992E-17
3840.96262,7.207971E-18
3843.522784,1.224429E-17
3846.082947,1.273725E-17
3848.643111,1.725124E-17
3851.203275,1.446142E-17
3853.763438,9.702731E-18
3856.323602,1.818391E-17
3858.883766,2.06367e-17
3861.44393,1.509777E-17
3864.004093,9.579947E-18
3866.564257,2.610677E-18
3869.124421,2.149941E-18
3871.684585,2.239609E-17
3874.244748,1.657591E-17
3876.804912,4.826227E-18
3879.365076,1.252698E-17
3881.92524,8.610847E-18
3884.485403,2.456176E-18
3887.045567,8.399893E-18
3889.605731,8.54566e-18
3892.165895,2.538176E-18
3894.726058,1.173446E-17
3897.286222,6.503301E-18
3899.846386,5.784016E-18
3902.406549,1.254149E-17
3904.966713,2.08891e-17
3907.526877,2.170429E-17
3910.087041,2.169603E-17
3912.647204,2.09116e-17
3915.207368,-8.697799E-18
3917.767532,3.75184e-18
3920.327696,2.47469e-17
3922.887859,6.679737E-18
3925.448023,1.138416E-17
3928.008187,1.929799E-17
3930.568351,2.599944E-18
3933.128514,4.459202E-18
3935.688678,2.258546E-17
3938.248842,2.190419E-17
3940.809005,7.511975E-18
3943.369169,8.552914E-18
3945.929333,1.680039E-17
3948.489497,1.326334E-17
3951.04966,5.095923E-18
3953.609824,8.488968E-18
3956.169988,1.928508E-17
3958.730152,7.396467E-18
3961.290315,8.896313E-19
3963.850479,1.741334E-17
3966.410643,1.561984E-17
3968.970807,1.050896E-17
3971.53097,1.697692E-17
3974.091134,1.260894E-17
3976.651298,4.509019E-18
3979.211462,1.272921E-17
3981.771625,1.289783E-17
3984.331789,1.669848E-17
3986.891953,2.516729E-18
3989.452116,-3.560075E-18
