wavelength,flux,e_flux
7146.629481,0.9819078,0.9819078
7153.777204,0.9783913,0.9783913
7160.936186,0.9733766,0.9733766
7168.095167,0.9683058,0.9683058
7175.265407,0.9673328,0.9673328
7182.435111,0.9620273,0.9620273
7189.616074,0.9512871,0.9512871
7196.808296,0.9465629,0.9465629
7204.010704,0.9466434,0.9466434
7211.213649,0.9441497,0.9441497
7218.427851,0.9409431,0.9409431
7225.641519,0.9440081,0.9440081
7232.866444,0.9482164,0.9482164
7240.102093,0.9455176,0.9455176
7247.349,0.9445925,0.9445925
7254.595907,0.9407073,0.9407073
7261.842814,0.9406895,0.9406895
7269.111167,0.9472382,0.9472382
7276.380056,0.9424810,0.9424810
7283.659667,0.9322281,0.9322281
7290.939814,0.9386746,0.9386746
7298.230148,0.9400592,0.9400592
7305.532277,0.9331065,0.9331065
7312.83387,0.9269894,0.9269894
7320.146186,0.9250503,0.9250503
7327.470296,0.9263532,0.9263532
7334.79387,0.9285237,0.9285237
7342.128167,0.9241967,0.9241967
7349.473723,0.9240801,0.9240801
7356.819814,0.9259421,0.9259421
7364.176093,0.9315784,0.9315784
7371.54363,0.9377885,0.9377885
7378.911167,0.9382500,0.9382500
7386.300686,0.9376484,0.9376484
7393.679481,0.9339544,0.9339544
7401.079723,0.9339163,0.9339163
7408.4805,0.9273236,0.9273236
7415.892,0.9203386,0.9203386
7423.3035,0.9131272,0.9131272
7430.725723,0.9076908,0.9076908
7438.159204,0.9007986,0.9007986
7445.592686,0.8959135,0.8959135
7453.048149,0.9001890,0.9001890
7460.492889,0.8974017,0.8974017
7467.959074,0.8912566,0.8912566
7475.425796,0.8862836,0.8862836
7482.902704,0.8832440,0.8832440
7490.391407,0.8836770,0.8836770
7497.879574,0.8887878,0.8887878
7505.379,0.8881795,0.8881795
7512.878426,0.8832678,0.8832678
7520.388574,0.8772616,0.8772616
7527.909981,0.8770462,0.8770462
7535.442111,0.8738782,0.8738782
7542.974777,0.8716938,0.8716938
7550.51763,0.8622422,0.8622422
7558.072277,0.8550625,0.8550625
7565.626389,0.8490496,0.8490496
7573.202481,0.8467194,0.8467194
7580.767851,0.8473012,0.8473012
7588.354667,0.8471847,0.8471847
7595.942019,0.8420184,0.8420184
7603.52937,0.8290857,0.8290857
7611.138167,0.8267038,0.8267038
7618.7475,0.8278054,0.8278054
7626.367556,0.8328421,0.8328421
7633.99887,0.8282583,0.8282583
7641.629649,0.8320636,0.8320636
7649.271686,0.8177024,0.8177024
7656.924981,0.8076356,0.8076356
7664.578277,0.8044618,0.8044618
7672.242296,0.8031998,0.8031998
7679.917037,0.8008881,0.8008881
7687.603037,0.7982963,0.7982963
7695.289037,0.7893896,0.7893896
7702.975037,0.7886230,0.7886230
7710.683019,0.7922261,0.7922261
7718.401723,0.7992412,0.7992412
7726.109704,0.7984173,0.7984173
7733.839667,0.8014490,0.8014490
7741.580889,0.7975146,0.7975146
7749.310852,0.8073224,0.8073224
7757.062796,0.8073077,0.8073077
7764.825463,0.8130034,0.8130034
7772.58813,0.8202779,0.8202779
7780.362056,0.8180539,0.8180539
7788.146704,0.8144029,0.8144029
7795.931889,0.8056010,0.8056010
7803.727796,0.8015999,0.8015999
7811.534426,0.7992951,0.7992951
7819.341056,0.7926710,0.7926710
7827.158944,0.7845604,0.7845604
7834.987556,0.7778388,0.7778388
7842.827426,0.7723269,0.7723269
7850.667296,0.7643505,0.7643505
7858.517889,0.7489133,0.7489133
7866.379204,0.7331334,0.7331334
7874.241056,0.7286139,0.7286139
7882.124889,0.7208983,0.7208983
7890.008186,0.7191951,0.7191951
7897.892019,0.7099044,0.7099044
7905.786574,0.7007888,0.7007888
7913.703111,0.7030220,0.7030220
7921.608926,0.6985875,0.6985875
7929.536186,0.6891935,0.6891935
7937.463981,0.6854149,0.6854149
7945.4025,0.6846357,0.6846357
7953.352277,0.6892830,0.6892830
7961.301519,0.6838040,0.6838040
7969.262019,0.6821151,0.6821151
7977.233777,0.6898794,0.6898794
7985.215723,0.6989273,0.6989273
7993.198204,0.6892942,0.6892942
8001.191944,0.6713788,0.6713788
8009.196407,0.6725259,0.6725259
8017.20087,0.6729190,0.6729190
8025.216056,0.6707911,0.6707911
8033.2425,0.6652644,0.6652644
8041.279667,0.6669130,0.6669130
8049.31737,0.6611258,0.6611258
8057.365796,0.6565878,0.6565878
8065.424944,0.6502787,0.6502787
8073.495351,0.6460083,0.6460083
8081.565223,0.6436128,0.6436128
8089.646889,0.6423281,0.6423281
8097.739277,0.6377611,0.6377611
8105.842389,0.6321348,0.6321348
8113.9455,0.6284835,0.6284835
8122.05987,0.6229120,0.6229120
8130.173704,0.6162303,0.6162303
8138.310056,0.6146195,0.6146195
8146.446407,0.6095515,0.6095515
8154.593481,0.6023842,0.6023842
8162.751814,0.6031000,0.6031000
8170.909611,0.6025211,0.6025211
8179.078667,0.5972688,0.5972688
8187.258981,0.5958215,0.5958215
8195.450019,0.5973792,0.5973792
8203.652314,0.5991938,0.5991938
8211.854074,0.5955454,0.5955454
8220.067093,0.5958380,0.5958380
8228.280111,0.5955507,0.5955507
8236.515111,0.5939225,0.5939225
8244.750111,0.5935560,0.5935560
8252.99637,0.5928574,0.5928574
8261.253351,0.5952720,0.5952720
8269.510333,0.5957793,0.5957793
8277.778037,0.5891031,0.5891031
8286.057,0.5899218,0.5899218
8294.346686,0.5884320,0.5884320
8302.636907,0.5874032,0.5874032
8310.937852,0.5856453,0.5856453
8319.249519,0.5917208,0.5917208
8327.572444,0.5870641,0.5870641
8335.89537,0.5857160,0.5857160
8344.240277,0.5855289,0.5855289
8352.584649,0.5854426,0.5854426
8360.940814,0.5807895,0.5807895
8369.296444,0.5728418,0.5728418
8377.663333,0.5717892,0.5717892
8386.040944,0.5696970,0.5696970
8394.429814,0.5703613,0.5703613
8402.829407,0.5733187,0.5733187
8411.229,0.5792363,0.5792363
8419.639852,0.5810713,0.5810713
8428.061426,0.5745963,0.5745963
8436.483,0.5678893,0.5678893
8444.926556,0.5679628,0.5679628
8453.370111,0.5674677,0.5674677
8461.824926,0.5748447,0.5748447
8470.290463,0.5730889,0.5730889
8478.756,0.5658334,0.5658334
8487.243519,0.5585490,0.5585490
8495.720314,0.5567811,0.5567811
8504.218556,0.5495983,0.5495983
8512.728056,0.5435852,0.5435852
8521.237556,0.5310891,0.5310891
8529.758314,0.5268312,0.5268312
8538.289796,0.5262958,0.5262958
8546.832,0.5233140,0.5233140
8555.374204,0.5206087,0.5206087
8563.927667,0.5141744,0.5141744
8572.492389,0.5088307,0.5088307
8581.067833,0.5074651,0.5074651
8589.643277,0.5055902,0.5055902
8598.240167,0.5016844,0.5016844
8606.837593,0.4949017,0.4949017
8615.446277,0.4926193,0.4926193
8624.065148,0.4877416,0.4877416
8632.684556,0.4821449,0.4821449
8641.314686,0.4769905,0.4769905
8649.967333,0.4752840,0.4752840
8658.608186,0.4714080,0.4714080
8667.271556,0.4690535,0.4690535
8675.934926,0.4665133,0.4665133
8684.620277,0.4633233,0.4633233
8693.305093,0.4642174,0.4642174
8701.990444,0.4661149,0.4661149
8710.697777,0.4702911,0.4702911
8719.404574,0.4703788,0.4703788
8728.12263,0.4693009,0.4693009
8736.851944,0.4718081,0.4718081
8745.591981,0.4766792,0.4766792
8754.332019,0.4754450,0.4754450
8763.094037,0.4707483,0.4707483
8771.856056,0.4701167,0.4701167
8780.629333,0.4746733,0.4746733
8789.413333,0.4734719,0.4734719
8798.197333,0.4744002,0.4744002
8807.003314,0.4760764,0.4760764
8815.809296,0.4747343,0.4747343
8824.615277,0.4768176,0.4768176
8833.442704,0.4733528,0.4733528
8842.281926,0.4721079,0.4721079
8851.120611,0.4766106,0.4766106
8859.981814,0.4797463,0.4797463
8868.831223,0.4846332,0.4846332
8877.703149,0.4924297,0.4924297
8886.586333,0.4964333,0.4964333
8895.468981,0.4945475,0.4945475
8904.362889,0.4959186,0.4959186
8913.267519,0.4928461,0.4928461
8922.183407,0.4986494,0.4986494
8931.110019,0.4983732,0.4983732
8940.03663,0.4963146,0.4963146
8948.9745,0.4963330,0.4963330
8957.934352,0.4957901,0.4957901
8966.882944,0.4918994,0.4918994
8975.853519,0.4822214,0.4822214
8984.835351,0.4746791,0.4746791
8993.816649,0.4614956,0.4614956
9002.80974,0.4483836,0.4483836
9011.813555,0.4450790,0.4450790
9020.828092,0.4393469,0.4393469
9029.853351,0.4332639,0.4332639
9038.878611,0.4326269,0.4326269
9047.915666,0.4330266,0.4330266
9056.962371,0.4314954,0.4314954
9066.020871,0.4329615,0.4329615
9075.091166,0.4327563,0.4327563
9084.160389,0.4347796,0.4347796
9093.252129,0.4406338,0.4406338
9102.342797,0.4420548,0.4420548
9111.44526,0.4444373,0.4444373
9120.558445,0.4450158,0.4450158
9129.683426,0.4492517,0.4492517
9138.807334,0.4491746,0.4491746
9147.943037,0.4501005,0.4501005
9157.100186,0.4591372,0.4591372
9166.246611,0.4626911,0.4626911
9175.415555,0.4700194,0.4700194
9184.594149,0.4741642,0.4741642
9193.784537,0.4766432,0.4766432
9202.974926,0.4774292,0.4774292
9212.176037,0.4825480,0.4825480
9221.387871,0.4836298,0.4836298
9230.6115,0.4904000,0.4904000
9239.845852,0.4914260,0.4914260
9249.080203,0.4920806,0.4920806
9258.336,0.4914217,0.4914217
9267.591797,0.4876075,0.4876075
9276.859389,0.4853539,0.4853539
9286.137703,0.4822477,0.4822477
9295.42674,0.4766291,0.4766291
9304.7265,0.4774618,0.4774618
9314.02626,0.4747057,0.4747057
9323.337814,0.4747221,0.4747221
9332.660092,0.4762698,0.4762698
9341.993092,0.4772326,0.4772326
9351.336814,0.4793345,0.4793345
9360.69126,0.4823271,0.4823271
9370.0575,0.4791287,0.4791287
9379.42374,0.4807199,0.4807199
9388.800703,0.4813351,0.4813351
9398.188389,0.4961750,0.4961750
9407.586797,0.5070532,0.5070532
9416.997,0.5098030,0.5098030
9426.417926,0.5218754,0.5218754
9435.838852,0.5200219,0.5200219
9445.281223,0.5213163,0.5213163
9454.724666,0.5176630,0.5176630
9464.17776,0.5231577,0.5231577
9473.642648,0.5309556,0.5309556
9483.11826,0.5331253,0.5331253
9492.605666,0.5322002,0.5322002
9502.092,0.5350668,0.5350668
9511.600851,0.5358567,0.5358567
9521.109703,0.5332829,0.5332829
9530.629277,0.5255667,0.5255667
9540.159574,0.5174717,0.5174717
9549.701666,0.5101215,0.5101215
9559.253408,0.4967064,0.4967064
9568.806223,0.4850421,0.4850421
9578.381555,0.4798599,0.4798599
9587.966537,0.4745689,0.4745689
9597.540797,0.4705511,0.4705511
9607.148297,0.4601212,0.4601212
9616.755797,0.4586934,0.4586934
9626.375092,0.4529995,0.4529995
9636.004037,0.4462032,0.4462032
9645.634055,0.4409757,0.4409757
9655.284445,0.4340824,0.4340824
9664.935908,0.4325018,0.4325018
9674.599166,0.4292800,0.4292800
9684.272074,0.4256297,0.4256297
9693.9675,0.4233377,0.4233377
9703.652203,0.4176702,0.4176702
9713.358351,0.4182485,0.4182485
9723.075223,0.4156187,0.4156187
9732.803889,0.4147239,0.4147239
9742.532555,0.4116778,0.4116778
9752.270871,0.4091091,0.4091091
9762.022055,0.4070115,0.4070115
9771.793611,0.4047914,0.4047914
9781.554445,0.4011104,0.4011104
9791.337797,0.3960386,0.3960386
9801.131871,0.3934761,0.3934761
9810.93774,0.3910177,0.3910177
9820.75326,0.3887222,0.3887222
9830.569852,0.3847166,0.3847166
9840.397166,0.3832776,0.3832776
9850.245926,0.3809213,0.3809213
9860.094686,0.3802786,0.3802786
9869.95524,0.3835926,0.3835926
9879.825445,0.3790603,0.3790603
9889.707445,0.3800304,0.3800304
9899.589445,0.3783034,0.3783034
9909.493963,0.3789426,0.3789426
9919.409203,0.3778495,0.3778495
9929.323371,0.3773473,0.3773473
9939.249334,0.3771149,0.3771149
9949.197814,0.3760843,0.3760843
9959.145223,0.3789461,0.3789461
9969.104426,0.3773372,0.3773372
9979.074351,0.3769170,0.3769170
9989.055,0.3698521,0.3698521
9999.046371,0.3752295,0.3752295
10009.03881,0.3788245,0.3788245
10019.0527,0.3780049,0.3780049
10029.06659,0.3808884,0.3808884
10039.10193,0.3793061,0.3793061
10049.13726,0.3778323,0.3778323
10059.18439,0.3760367,0.3760367
10069.25296,0.3739193,0.3739193
10079.32154,0.3717482,0.3717482
10089.40083,0.3631316,0.3631316
10099.49193,0.3608911,0.3608911
10109.59374,0.3549715,0.3549715
10119.69555,0.3530243,0.3530243
10129.81881,0.3506976,0.3506976
10139.94207,0.3501641,0.3501641
10150.08785,0.3534636,0.3534636
10160.23363,0.3595374,0.3595374
10170.40085,0.3627206,0.3627206
