wavelength,flux
3502,7.393e-18
3504,5.305e-17
3507,6.307e-17
3509,7.1e-17
3511,4.47e-17
3514,6.828e-17
3516,6.955e-17
3519,5.364e-17
3521,6.059e-17
3523,8.518e-17
3526,6.357e-17
3528,1.105e-16
3530,9.022e-17
3533,8.876e-17
3535,-1.82e-17
3538,1.01e-16
3540,9.578e-17
3542,5.203e-17
3545,6.677e-17
3547,6.757e-17
3549,6.274e-17
3552,4.433e-17
3554,3.493e-17
3557,5.99e-17
3559,7.02e-17
3561,8.574e-17
3564,1.632e-17
3566,1.655e-17
3568,6.27e-17
3571,3.033e-17
3573,7.779e-17
3576,1.049e-16
3578,8.701e-17
3580,3.686e-17
3583,1.665e-17
3585,5.217e-17
3588,2.682e-17
3590,9.105e-17
3592,4.499e-17
3595,7.184e-17
3597,5.521e-17
3599,4.369e-17
3602,8.553e-17
3604,7.64e-17
3607,6.353e-17
3609,8.467e-17
3611,4.237e-17
3614,6.367e-17
3616,4.491e-17
3618,4.149e-17
3621,6.712e-17
3623,7.27e-17
3626,3.769e-17
3628,7.72e-17
3630,1.604e-17
3633,3.379e-17
3635,6.684e-17
3638,6.44e-17
3640,4.245e-17
3642,1.209e-16
3645,2.524e-17
3647,9.784e-17
3649,3.343e-17
3652,6.013e-17
3654,5.351e-17
3657,6.684e-17
3659,3.507e-17
3661,4.839e-17
3664,5.219e-17
3666,3.864e-17
3668,5.967e-17
3671,5.004e-17
3673,3.919e-17
3676,5.268e-17
3678,6.835e-17
3680,8.333e-17
3683,5.631e-17
3685,3.49e-17
3687,6.299e-17
3690,5.244e-17
3692,6.23e-17
3695,4.284e-17
3697,5.285e-17
3699,8.487e-17
3702,7.294e-17
3704,4.934e-17
3707,9.056e-17
3709,4.852e-17
3711,6.484e-17
3714,6.466e-17
3716,7.004e-17
3718,4.124e-17
3721,5.861e-17
3723,6.506e-17
3726,4.469e-17
3728,1.06e-16
3730,6.796e-17
3733,4.237e-17
3735,7.748e-17
3737,7.089e-17
3740,6.916e-17
3742,5.064e-17
3745,7.018e-17
3747,6.471e-17
3749,4.988e-17
3752,5.622e-17
3754,7.298e-17
3756,6.049e-17
3759,6.174e-17
3761,6.673e-17
3764,6.34e-17
3766,7.423e-17
3768,6.105e-17
3771,4.85e-17
3773,4.872e-17
3776,6.214e-17
3778,7.337e-17
3780,5.348e-17
3783,3.821e-17
3785,6.534e-17
3787,7.429e-17
3790,6.309e-17
3792,6.014e-17
3795,6.665e-17
3797,8.018e-17
3799,4.379e-17
3802,7.11e-17
3804,6.5e-17
3806,5.368e-17
3809,8.217e-17
3811,5.924e-17
3814,2.877e-17
3816,4.712e-17
3818,7.606e-17
3821,4.448e-17
3823,6.461e-17
3826,7.282e-17
3828,1.009e-16
3830,6.477e-17
3833,5.858e-17
3835,9.107e-17
3837,7.443e-17
3840,5.362e-17
3842,6.622e-17
3845,5.376e-17
3847,5.939e-17
3849,4.595e-17
3852,4.454e-17
3854,5.934e-17
3856,6.222e-17
3859,6.179e-17
3861,4.903e-17
3864,2.281e-17
3866,6.642e-17
3868,6.494e-17
3871,3.939e-17
3873,7.482e-17
3875,6.264e-17
3878,5.571e-17
3880,5.678e-17
3883,5.417e-17
3885,5.567e-17
3887,4.827e-17
3890,7.041e-17
3892,5.168e-17
3895,4.042e-17
3897,4.466e-17
3899,6.269e-17
3902,5.364e-17
3904,5.512e-17
3906,4.195e-17
3909,5.836e-17
3911,6.599e-17
3914,4.751e-17
3916,5.853e-17
3918,2.836e-17
3921,5.999e-17
3923,3.588e-17
3925,5.102e-17
3928,4.857e-17
3930,6.224e-17
3933,4.449e-17
3935,3.246e-17
3937,4.982e-17
