wavelength,flux
5248,4.2e-17
5250,4.015e-17
5253,4.166e-17
5255,3.637e-17
5257,3.759e-17
5260,3.485e-17
5262,4.056e-17
5264,3.828e-17
5267,4.33e-17
5269,3.732e-17
5271,4.39e-17
5274,3.992e-17
5276,4.214e-17
5279,3.921e-17
5281,3.642e-17
5283,3.867e-17
5286,4.104e-17
5288,4.513e-17
5290,3.869e-17
5293,3.457e-17
5295,3.527e-17
5297,4.252e-17
5300,4.519e-17
5302,3.679e-17
5304,3.417e-17
5307,3.852e-17
5309,4.323e-17
5312,3.408e-17
5314,4.03e-17
5316,4.144e-17
5319,4.021e-17
5321,4.573e-17
5323,4.009e-17
5326,3.967e-17
5328,4.373e-17
5330,3.417e-17
5333,3.396e-17
5335,4.275e-17
5338,4.224e-17
5340,4.111e-17
5342,4.45e-17
5345,3.813e-17
5347,4.606e-17
5349,4.19e-17
5352,3.845e-17
5354,3.706e-17
5356,3.896e-17
5359,3.884e-17
5361,4.11e-17
5364,4.023e-17
5366,3.701e-17
5368,3.585e-17
5371,4.207e-17
5373,3.976e-17
5375,3.563e-17
5378,3.92e-17
5380,3.718e-17
5382,3.954e-17
5385,4.057e-17
5387,3.802e-17
5390,3.973e-17
5392,4.131e-17
5394,4.215e-17
5397,3.896e-17
5399,3.964e-17
5401,3.692e-17
5404,3.524e-17
5406,3.651e-17
5408,4e-17
5411,3.777e-17
5413,3.575e-17
5416,3.439e-17
5418,3.411e-17
5420,3.194e-17
5423,3.4e-17
5425,3.724e-17
5427,3.59e-17
5430,3.482e-17
5432,3.467e-17
5434,3.452e-17
5437,3.437e-17
5439,3.422e-17
5442,3.839e-17
5444,3.286e-17
5446,3.528e-17
5449,2.97e-17
5451,2.807e-17
5453,3.142e-17
5456,3.18e-17
5458,3.133e-17
5460,3.033e-17
5463,2.818e-17
5465,2.868e-17
5468,3.278e-17
5470,2.984e-17
5472,2.81e-17
5475,3.023e-17
5477,3.226e-17
5479,2.919e-17
5482,3.034e-17
5484,3.479e-17
5486,2.361e-17
5489,3.128e-17
5491,3.081e-17
5494,2.677e-17
5496,2.114e-17
5498,2.89e-17
5501,2.498e-17
5503,2.486e-17
5505,2.439e-17
5508,2.354e-17
5510,2.539e-17
5512,2.681e-17
5515,2.743e-17
5517,2.476e-17
5520,2.553e-17
5522,2.568e-17
5524,2.654e-17
5527,2.479e-17
5529,2.466e-17
5531,2.698e-17
5534,2.432e-17
5536,2.611e-17
5538,2.818e-17
5541,2.694e-17
5543,2.579e-17
5545,2.194e-17
5548,1.788e-17
5550,2.5e-17
5553,2.806e-17
5555,2.541e-17
5557,2.379e-17
5560,2.738e-17
5562,2.505e-17
5564,2.588e-17
5567,2.414e-17
5569,2.573e-17
5571,2.443e-17
5574,2.684e-17
5576,2.341e-17
5579,2.257e-17
5581,2.677e-17
5583,2.595e-17
5586,2.468e-17
5588,2.808e-17
5590,2.766e-17
5593,2.699e-17
5595,2.89e-17
5597,2.442e-17
5600,2.444e-17
5602,2.532e-17
5605,2.33e-17
5607,2.511e-17
5609,2.553e-17
5612,2.829e-17
5614,2.663e-17
5616,2.434e-17
5619,2.617e-17
5621,2.512e-17
5623,2.881e-17
5626,2.769e-17
5628,2.58e-17
5631,2.516e-17
5633,2.326e-17
5635,2.34e-17
5638,2.449e-17
5640,2.359e-17
5642,2.836e-17
5645,2.242e-17
5647,1.972e-17
5649,2.099e-17
5652,2.752e-17
5654,2.586e-17
5657,2.725e-17
5659,2.599e-17
5661,2.309e-17
5664,2.517e-17
5666,2.282e-17
5668,2.401e-17
5671,2.667e-17
5673,2.451e-17
5675,2.56e-17
5678,2.362e-17
5680,2.081e-17
5683,2.377e-17
5685,2.502e-17
5687,2.043e-17
5690,2.402e-17
5692,3.146e-17
5694,2.561e-17
5697,2.182e-17
5699,1.967e-17
5701,2.268e-17
5704,2.3e-17
5706,2.066e-17
5709,2.797e-17
5711,2.609e-17
5713,2.101e-17
5716,2.22e-17
5718,2.155e-17
5720,2.073e-17
5723,2.42e-17
5725,2.252e-17
5727,1.964e-17
5730,2.372e-17
5732,2.58e-17
5735,2.237e-17
5737,2.315e-17
5739,2.288e-17
5742,2.014e-17
5744,2.542e-17
5746,2.306e-17
5749,2.486e-17
5751,2.361e-17
5753,2.408e-17
5756,2.131e-17
5758,2.222e-17
5761,2.123e-17
5763,1.952e-17
5765,2.694e-17
5768,2.192e-17
5770,2.132e-17
5772,1.894e-17
5775,2.092e-17
5777,2.464e-17
5779,2.144e-17
5782,2.23e-17
5784,1.916e-17
5786,1.666e-17
5789,1.585e-17
5791,1.898e-17
5794,2.049e-17
5796,1.943e-17
5798,2.025e-17
5801,1.821e-17
5803,1.995e-17
5805,2.159e-17
5808,2.216e-17
5810,2.104e-17
5812,1.805e-17
5815,2.025e-17
5817,2.095e-17
5820,1.634e-17
5822,1.417e-17
5824,1.98e-17
5827,1.726e-17
5829,2.01e-17
5831,2.184e-17
5834,2.015e-17
5836,1.346e-17
5838,1.747e-17
5841,2.042e-17
5843,1.623e-17
5846,1.998e-17
5848,1.981e-17
5850,1.696e-17
5853,1.797e-17
5855,1.888e-17
5857,1.617e-17
5860,1.66e-17
5862,2.129e-17
5864,1.898e-17
5867,1.694e-17
5869,1.768e-17
5872,1.782e-17
5874,1.786e-17
5876,2.226e-17
5879,1.906e-17
5881,1.61e-17
5883,2.034e-17
5886,2.152e-17
5888,1.535e-17
5890,2.207e-17
5893,1.887e-17
5895,1.216e-17
5898,1.854e-17
5900,1.87e-17
5902,1.883e-17
5905,1.79e-17
5907,1.676e-17
5909,1.485e-17
5912,1.718e-17
5914,1.762e-17
5916,1.545e-17
5919,1.65e-17
5921,1.751e-17
5924,1.906e-17
5926,1.827e-17
5928,1.866e-17
5931,1.549e-17
5933,1.737e-17
5935,1.597e-17
5938,1.645e-17
5940,1.63e-17
5942,1.802e-17
5945,1.713e-17
5947,2.072e-17
5950,1.849e-17
5952,1.572e-17
5954,1.284e-17
5957,1.823e-17
5959,1.64e-17
5961,1.011e-17
5964,1.577e-17
5966,1.423e-17
5968,1.655e-17
5971,1.942e-17
5973,1.212e-17
5976,1.334e-17
5978,1.69e-17
5980,1.511e-17
5983,1.197e-17
5985,1.348e-17
5987,1.846e-17
5990,1.56e-17
5992,1.297e-17
5994,1.749e-17
5997,1.901e-17
5999,1.53e-17
6002,1.377e-17
6004,1.53e-17
6006,1.518e-17
6009,1.019e-17
6011,1.246e-17
6013,1.747e-17
6016,1.281e-17
6018,1.323e-17
6020,1.631e-17
6023,1.25e-17
6025,1.26e-17
6027,1.463e-17
6030,1.386e-17
6032,1.153e-17
6035,9.172e-18
6037,1.487e-17
6039,1.584e-17
6042,1.3e-17
6044,1.16e-17
6046,1.093e-17
6049,1.253e-17
6051,1.247e-17
6053,1.588e-17
6056,1.752e-17
6058,1.483e-17
6061,1.669e-17
6063,1.427e-17
6065,1.018e-17
6068,1.316e-17
6070,1.638e-17
6072,1.357e-17
6075,1.37e-17
6077,1.425e-17
6079,1.523e-17
6082,1.594e-17
6084,1.763e-17
6087,1.481e-17
6089,1.516e-17
6091,1.922e-17
6094,1.39e-17
6096,1.59e-17
6098,1.56e-17
6101,1.36e-17
6103,1.489e-17
6105,1.546e-17
6108,1.422e-17
6110,1.154e-17
6113,1.512e-17
6115,1.347e-17
6117,1.359e-17
6120,1.064e-17
6122,1.484e-17
6124,1.556e-17
6127,1.589e-17
6129,1.332e-17
6131,1.4e-17
6134,1.308e-17
6136,1.618e-17
6139,1.929e-17
6141,1.519e-17
6143,1.694e-17
6146,1.765e-17
6148,1.268e-17
6150,1.444e-17
6153,1.384e-17
6155,1.316e-17
6157,1.728e-17
6160,1.619e-17
6162,1.575e-17
6165,1.318e-17
6167,1.715e-17
6169,1.63e-17
6172,1.773e-17
6174,1.7e-17
6176,1.689e-17
6179,1.759e-17
6181,1.572e-17
6183,1.716e-17
6186,1.72e-17
6188,1.609e-17
6191,1.857e-17
6193,1.834e-17
6195,1.673e-17
6198,1.845e-17
6200,1.599e-17
6202,1.631e-17
6205,1.919e-17
6207,1.629e-17
6209,1.779e-17
6212,1.686e-17
6214,1.605e-17
6217,2.179e-17
6219,1.678e-17
6221,1.616e-17
6224,1.696e-17
6226,1.551e-17
6228,1.79e-17
6231,1.755e-17
6233,1.841e-17
6235,2.005e-17
6238,2.018e-17
6240,2.059e-17
6243,2.162e-17
6245,1.895e-17
6247,1.721e-17
6250,1.901e-17
6252,1.843e-17
6254,1.832e-17
6257,1.8e-17
6259,1.622e-17
6261,1.659e-17
6264,1.478e-17
6266,1.734e-17
6268,1.589e-17
6271,1.547e-17
6273,1.896e-17
6276,1.55e-17
6278,1.636e-17
6280,1.31e-17
6283,1.583e-17
6285,1.454e-17
6287,1.337e-17
6290,1.679e-17
6292,1.892e-17
6294,1.78e-17
6297,1.596e-17
6299,1.697e-17
6302,1.536e-17
6304,1.427e-17
6306,1.685e-17
6309,1.593e-17
6311,1.515e-17
6313,1.436e-17
6316,1.583e-17
6318,1.506e-17
6320,1.909e-17
6323,1.6e-17
6325,1.431e-17
6328,1.673e-17
6330,1.532e-17
6332,1.365e-17
6335,1.773e-17
6337,2.126e-17
6339,1.772e-17
6342,1.444e-17
6344,1.81e-17
6346,1.697e-17
6349,1.289e-17
6351,1.275e-17
6354,1.029e-17
6356,1.456e-17
6358,1.583e-17
6361,1.788e-17
6363,1.62e-17
6365,1.487e-17
6368,1.661e-17
6370,1.721e-17
6372,1.772e-17
6375,1.846e-17
6377,1.673e-17
6380,1.527e-17
6382,1.791e-17
6384,1.894e-17
6387,1.745e-17
6389,1.778e-17
6391,1.665e-17
6394,9.945e-18
6396,1.214e-17
6398,1.818e-17
6401,1.693e-17
6403,1.586e-17
6406,1.383e-17
6408,1.369e-17
6410,1.327e-17
6413,1.628e-17
6415,1.663e-17
6417,1.394e-17
6420,2.247e-17
6422,2.159e-17
6424,1.488e-17
6427,1.751e-17
6429,1.62e-17
6432,1.508e-17
6434,1.49e-17
6436,1.574e-17
6439,1.351e-17
6441,1.26e-17
6443,1.82e-17
6446,2.02e-17
6448,1.762e-17
6450,1.616e-17
6453,1.492e-17
6455,1.392e-17
6458,1.459e-17
6460,1.655e-17
6462,1.549e-17
6465,1.532e-17
6467,1.461e-17
6469,1.402e-17
6472,1.793e-17
6474,1.499e-17
6476,1.483e-17
6479,1.418e-17
6481,1.549e-17
6484,1.335e-17
6486,1.586e-17
6488,1.486e-17
6491,1.31e-17
6493,1.516e-17
6495,1.441e-17
6498,1.551e-17
6500,1.37e-17
6502,1.193e-17
6505,1.536e-17
6507,1.56e-17
6509,1.754e-17
6512,1.292e-17
6514,1.616e-17
6517,1.287e-17
6519,1.426e-17
6521,1.07e-17
6524,1.65e-17
6526,1.737e-17
6528,1.509e-17
6531,1.32e-17
6533,1.481e-17
6535,1.327e-17
6538,1.532e-17
6540,1.698e-17
6543,1.732e-17
6545,1.58e-17
6547,1.302e-17
6550,1.447e-17
6552,1.634e-17
6554,1.81e-17
6557,1.574e-17
6559,1.578e-17
6561,1.614e-17
6564,1.438e-17
6566,1.858e-17
6569,1.876e-17
6571,1.877e-17
6573,2.021e-17
6576,1.923e-17
6578,1.377e-17
6580,1.378e-17
6583,1.732e-17
6585,1.483e-17
6587,1.512e-17
6590,1.709e-17
6592,1.597e-17
6595,1.638e-17
6597,1.588e-17
6599,1.518e-17
6602,1.519e-17
6604,1.6e-17
6606,1.609e-17
6609,1.406e-17
6611,1.613e-17
6613,1.627e-17
6616,1.19e-17
6618,1.693e-17
6621,1.656e-17
6623,1.596e-17
6625,1.474e-17
6628,1.473e-17
6630,1.472e-17
6632,1.471e-17
6635,1.47e-17
6637,1.469e-17
6639,1.467e-17
6642,1.466e-17
6644,1.465e-17
6647,1.464e-17
6649,1.463e-17
6651,1.462e-17
6654,1.461e-17
6656,1.46e-17
6658,1.458e-17
6661,1.457e-17
6663,1.456e-17
6665,1.455e-17
6668,1.454e-17
6670,1.453e-17
6673,1.452e-17
6675,1.451e-17
6677,1.449e-17
6680,1.448e-17
6682,1.447e-17
6684,1.446e-17
6687,1.445e-17
6689,1.444e-17
6691,1.443e-17
6694,1.442e-17
6696,1.44e-17
6699,1.346e-17
6701,1.134e-17
6703,1.288e-17
6706,1.356e-17
6708,1.165e-17
6710,1.376e-17
6713,1.568e-17
6715,1.456e-17
6720,1.808e-17
6722,1.339e-17
6725,1.421e-17
6727,1.683e-17
6729,1.605e-17
6732,1.575e-17
6734,1.554e-17
6736,1.291e-17
6739,1.083e-17
6741,1.785e-17
6743,1.552e-17
6746,1.911e-17
6748,1.303e-17
6750,1.467e-17
6753,1.614e-17
6755,1.099e-17
6758,1.206e-17
6760,1.318e-17
6762,1.408e-17
6765,1.415e-17
6767,1.189e-17
6769,1.411e-17
6772,1.55e-17
6774,1.269e-17
6776,1.312e-17
6779,1.656e-17
6781,1.573e-17
6784,1.329e-17
6786,1.295e-17
6788,1.246e-17
6791,1.352e-17
6793,1.209e-17
6795,1.505e-17
6798,1.322e-17
6800,1.21e-17
6802,9.659e-18
6805,1.424e-17
6807,9.717e-18
6810,1.433e-17
6812,1.388e-17
6814,1.402e-17
6817,1.778e-17
6819,1.586e-17
6821,1.177e-17
6824,1.269e-17
6826,1.466e-17
6828,1.451e-17
6831,1.395e-17
6833,1.316e-17
6836,1.139e-17
6838,1.625e-17
6840,1.523e-17
6843,1.241e-17
6845,1.349e-17
