wavelength,flux
380.0,2.376585026276885e-19
380.2560164,-2.4573024915376937e-18
380.5120327000001,-5.572808843459259e-18
380.7680491,1.7164377196932387e-17
381.0240655,3.3633696634029757e-17
381.28008189999997,1.0256392996750376e-17
381.5360982,5.928187734141346e-18
381.79211460000005,3.5245108340599927e-19
382.048131,-3.3403115025978577e-18
382.30414740000003,1.8675633472176216e-18
382.5601637,9.717891884968983e-18
382.8161801,1.3298130740669583e-17
383.0721965,2.801718558328488e-18
383.3282129,5.3553830072155364e-18
383.58422920000004,3.1587213007555777e-17
383.84024560000006,2.7179951823661562e-17
384.096262,8.382527354804659e-18
384.35227840000005,1.4238556515521767e-17
384.6082947,1.4810794375513116e-17
384.8643111,2.0058259018984354e-17
385.12032750000003,1.681334061334903e-17
385.3763438000001,1.127994888437991e-17
385.63236020000005,2.113831654944054e-17
385.88837659999996,2.398795762262675e-17
386.14439300000004,1.754832381638475e-17
386.40040930000004,1.1134114113529077e-17
386.6564257,3.0339983890852775e-18
386.9124421,2.4983788798019217e-18
387.16845850000004,2.602396290609196e-17
387.4244748,1.9259632249693815e-17
387.6804912,5.607220723530659e-18
387.93650759999997,1.4553099605037254e-17
388.19252400000005,1.0002858253666664e-17
388.44854030000005,2.853032792194061e-18
388.7045567,9.756408713821776e-18
388.96057310000003,9.925004365112545e-18
389.21658950000005,2.947647921921542e-18
389.4726058,1.3626542541761024e-17
389.7286222,7.55135745575456e-18
389.98463860000004,6.7156673891616825e-18
390.24065490000004,1.456053263492226e-17
390.49667130000006,2.4250248961627186e-17
390.7526877,2.519476527896008e-17
391.0087041,2.5183331371894304e-17
391.2647204,2.4271032884759924e-17
391.5207368,-1.0094350140809535e-17
391.77675320000003,4.353927802457783e-18
392.03276960000005,2.871610599218594e-17
392.28878590000005,7.750538043339724e-18
392.54480229999996,1.3208124042301435e-17
392.80081870000004,2.2388231991006464e-17
393.0568351,3.0160546290223687e-18
393.3128514,5.172491181419748e-18
393.5688678,2.619623459944258e-17
393.82488420000004,2.5404132072026833e-17
394.0809005,8.711610434346591e-18
394.3369169,9.918031464026439e-18
394.5929333,1.9480393249497173e-17
394.84894970000005,1.5377939736364175e-17
395.10496600000005,5.90792428543182e-18
395.3609824,9.840874387068807e-18
395.61699880000003,2.235459887240896e-17
395.87301520000005,8.573069057398568e-18
396.1290315,1.0310709027027113e-18
396.3850479,2.018026906445245e-17
396.64106430000004,1.810038310131328e-17
396.89708070000006,1.2176911687278371e-17
397.15309700000006,1.9669914352419825e-17
397.4091134,1.460791431157842e-17
397.6651298,5.2234529400251215e-18
397.9211462,1.4744938917001337e-17
398.1771625,1.4939085044203643e-17
398.43317890000003,1.933971350444261e-17
398.68919530000005,2.91457485072186e-18
398.9452116,-4.122526836261382e-18
399.201228,2.135606308756904e-17
399.45724440000004,2.2145768764662685e-17
399.7132608,1.532910558641336e-17
399.9692771,1.2390952377766526e-17
400.2252935,1.816446725763141e-17
400.48130990000004,1.7148297437442027e-17
400.73732630000006,9.431235407540343e-18
400.9933426,1.0259595893611392e-17
401.249359,1.8885848624821557e-17
401.50537540000005,1.4648437306637317e-17
401.7613918,1.8159958545161293e-17
402.0174081,1.6529628184604515e-17
402.27342450000003,1.174463489464075e-17
402.52944090000005,1.2394251375905393e-17
402.78545729999996,2.3622135225084376e-18
403.0414736,5.457330104612551e-18
403.29749000000004,2.195889207097489e-17
403.55350640000006,1.4414275721375713e-17
403.80952270000006,1.722572198840178e-17
404.0655391,2.6466890236688483e-17
404.3215555,1.792985347288276e-17
404.5775719,1.1568400250521004e-17
404.8335882,8.164087923483981e-18
405.08960460000003,1.692651648202493e-17
405.34562100000005,1.791370965394056e-17
405.6016374000001,1.4928667442306876e-17
405.8576537,1.984534846608723e-17
406.11367010000004,2.843335650612746e-17
406.3696865,1.9794853285659216e-17
406.6257029,2.1325056587829747e-17
406.8817192,2.1721006919763443e-17
407.13773560000004,2.4852870765046178e-17
407.39375200000006,1.6107933169801186e-17
407.6497684000001,1.992778388058297e-17
407.9057847,2.2726023867973596e-17
408.16180110000005,1.2047284432859828e-17
408.4178175,1.5894146796417082e-17
408.6738338,2.8499123399502344e-17
408.9298502000001,2.233245488844427e-17
409.1858666,8.605778981167404e-18
409.44188299999996,7.411530631082762e-18
409.6978993,8.565475201016392e-18
409.95391570000004,1.3459138570145117e-17
410.2099321,2.1583392862257312e-17
410.4659485,2.2313340317904762e-17
410.72196479999997,1.6940746343584938e-17
410.9779812,1.6322852991001e-17
411.23399760000007,1.0292244804244153e-17
411.490014,5.6333322025458465e-18
411.74603030000003,1.1580243809723316e-17
412.00204670000005,2.471934153361948e-17
412.2580631,3.289837183556254e-17
412.51407950000004,2.0276249053626042e-17
412.7700958,2.128033304769432e-17
413.0261122,2.3482137344461776e-17
413.2821286000001,1.3750618137887717e-17
413.5381449000001,1.951053908897419e-17
413.79416130000004,2.795188918563226e-17
414.05017770000006,2.6726120658044534e-17
414.3061941,2.158193302251398e-17
414.5622104,2.3097347910083495e-17
414.8182268,1.4866852305281403e-17
415.0742432,1.5218214518940228e-17
415.3302596000001,1.7278291807216412e-17
415.5862759000001,1.692878585638478e-17
415.84229230000005,2.5819602362221003e-17
416.09830869999996,2.542666248052367e-17
416.35432510000004,1.675378661203741e-17
416.61034140000004,8.737034651645514e-18
416.8663578,1.1978068836809712e-17
417.1223742,1.9353707762720203e-17
417.3783906000001,1.53827234853422e-17
417.6344069,4.7993837938086345e-18
417.89042330000007,6.738468992594696e-18
418.1464397,8.423648663908345e-18
418.40245600000003,1.7076450783830857e-17
418.65847240000005,2.2202796055753237e-17
418.9144888000001,2.524111920851789e-17
419.17050520000004,1.980828231925885e-17
419.4265215,2.0264808338680447e-17
419.6825379,2.173648758662435e-17
419.9385543000001,1.954288328161133e-17
420.1945707,1.8603605866368006e-17
420.45058700000004,8.791558519686859e-18
420.70660340000006,2.0709105074040432e-17
420.9626198,3.538077867956977e-17
421.2186362,2.4830404667370207e-17
421.4746525,1.6829895699516773e-17
421.7306689,8.263628363261056e-18
421.9866853000001,2.281322841238637e-17
422.2427016,3.828773085710898e-17
422.49871800000005,2.873989730000983e-17
422.75473439999996,2.3445395040641674e-17
423.01075080000004,2.1096055347330648e-17
423.26676710000004,2.3846950810033377e-17
423.52278350000006,1.389961882753226e-17
423.7787999,1.6147653969609725e-17
424.0348163000001,2.1786249080423717e-17
424.2908326,1.817187158254513e-18
424.54684900000007,-8.667177016959736e-19
424.8028654,1.958036219015174e-17
425.05888180000005,2.148919130526523e-17
425.31489810000005,2.3289900456339453e-17
425.5709145000001,1.5451514197794892e-17
425.82693090000004,1.8766785181019574e-17
426.0829473,3.4064454474415485e-17
426.3389636,1.548730702715812e-17
426.5949800000001,6.729266165458677e-18
426.8509964,2.0375772515716477e-17
427.10701270000004,1.2708377516951367e-17
427.36302909999995,1.0963237608838609e-17
427.6190455,2.8447345401050354e-17
427.8750619,2.78929099127661e-17
428.13107820000005,2.1617476252718296e-17
428.3870946,7.25728858377112e-18
428.6431110000001,-5.217556318771226e-18
428.8991274,1.01537459839734e-17
429.15514370000005,2.340798050902442e-17
429.41116009999996,7.719473328462881e-18
429.66717650000004,8.370277383864035e-18
429.9231929,1.4738254845701023e-17
430.17920920000006,1.263253314202297e-17
430.4352256,7.357571581195868e-18
430.6912420000001,1.413460854343272e-17
430.9472584,1.10251205514426e-17
431.20327470000007,7.073645046226129e-18
431.4592911,1.0450726628199996e-17
431.71530750000005,2.0573717622382467e-17
431.97132380000005,2.102843040588322e-17
432.22734020000007,7.957175993898841e-18
432.4833566,1.8054871015295165e-18
432.739373,1.1191666733276043e-17
432.9953893,2.5402208217930906e-17
433.2514057000001,2.6952393064217207e-17
433.5074221,1.7379036761541463e-17
433.76343850000006,1.6088888674443996e-17
434.01945479999995,2.6624192490232372e-17
434.2754712,3.332548742707342e-17
434.5314876,1.0202917072240325e-17
434.787504,7.952158600500135e-18
435.0435203,1.3483543322337604e-17
435.2995367000001,2.000440154803012e-17
435.5555531,1.1866284853502272e-17
435.8115695000001,6.970015958328043e-18
436.06758579999996,1.0440645656233534e-17
436.32360220000004,1.0874031050474638e-17
436.5796186,7.769160674106703e-18
436.83563490000006,1.4269984440683392e-17
437.0916513,1.757200143416292e-17
437.3476677000001,1.6061340216518324e-17
437.6036841,2.332721651190712e-17
437.85970040000007,2.0948801290428376e-17
438.1157168,1.9339426506398026e-17
438.37173320000005,2.5395667963380366e-17
438.6277496,1.648672430669394e-17
438.88376590000007,4.639131094132661e-18
439.1397823,1.1043132910151215e-17
439.3957987,1.6238281388409425e-17
439.6518151,1.671896057159085e-17
439.9078314000001,2.7661939657156855e-17
440.1638478,2.4172667230800462e-17
440.41986420000006,6.0936395842628706e-18
440.6758806,9.69082791278742e-18
440.9318969,2.3619191032650214e-17
441.1879133,2.3460741846932408e-17
441.4439297,1.85259773634579e-17
441.699946,2.0065720952565458e-17
441.9559624000001,1.7710201636210993e-17
442.2119788,8.06697879697299e-18
442.4679952000001,7.18998524535178e-18
442.72401149999996,7.752274949761589e-18
442.98002790000004,1.3997966796674936e-17
443.2360443,1.843627943888214e-17
443.4920607,1.0175103603114423e-17
443.748077,1.5789496549206105e-17
444.0040934000001,2.220524419479366e-17
444.2601098,2.3884959940882905e-17
444.5161262,7.417031379314294e-18
444.7721425,8.388913847791909e-18
445.02815890000005,2.092610091675234e-17
445.2841753,2.4875716825405906e-17
445.54019170000004,1.1721403660806797e-17
445.796208,1.6272324355174823e-17
446.0522244,2.300540704385717e-17
446.3082408,1.6386013872033734e-17
446.5642571000001,3.030593213430777e-17
