Mej,Mstar,Z_str,Age(yr),DLog10(R2/Rsun),log(BinarySep/Rsun),Z
15.61772,35.0,z004,6114685.0,0.62959,2.331689,0.004
15.91001,80.0,z004,3628562.0,0.78803,2.081167,0.004
22.548834999999997,60.0,z004,3798692.0,0.92869,1.679875,0.004
13.79259,200.0,z004,2401859.0,1.013,3.509194,0.004
17.658115000000002,30.0,z004,8361109.0,1.00861,1.592957,0.004
20.990524999999998,300.0,z004,2118519.0,1.81998,3.082169,0.004
0.76387,9.0,z004,33752270.0,0.33126,1.354499,0.004
0.646915,9.0,z004,29614160.0,-0.08194,0.8668154,0.004
16.069395,70.0,z004,3859252.0,0.97727,3.121764,0.004
0.974315,10.0,z004,23972700.0,0.29137,1.158379,0.004
12.8827,150.0,z004,2593426.0,1.57675,2.255678,0.004
22.084895,100.0,z004,2525603.0,1.00888,1.857191,0.004
15.28758,80.0,z004,3624130.0,0.78382,3.234725,0.004
13.89374,100.0,z004,3298245.0,1.58406,3.878943,0.004
20.6357,50.0,z004,4692695.0,1.09345,2.95634,0.004
12.721635,35.0,z004,5602330.0,0.78685,1.517709,0.004
12.589545000000001,150.0,z004,2575797.0,1.6807,3.117308,0.004
7.86865,25.0,z004,7521403.0,0.65397,1.352492,0.004
5.455159999999999,22.0,z004,8799445.0,0.66902,1.382845,0.004
18.769565,40.0,z004,5000581.0,0.99865,2.878873,0.004
18.69871,70.0,z004,3899293.0,0.89768,1.777162,0.004
12.889325,120.0,z004,2775403.0,1.44911,3.424427,0.004
16.04093,70.0,z004,3859640.0,1.52667,3.775713,0.004
21.04645,60.0,z004,3822318.0,0.84654,1.718485,0.004
26.634645,200.0,z004,2241115.0,1.02346,2.553475,0.004
16.94311,60.0,z004,4191651.0,1.49351,3.741556,0.004
12.76775,120.0,z004,3081217.0,1.16684,2.679111,0.004
16.48168,70.0,z004,3858329.0,0.74194,2.474682,0.004
0.588605,8.5,z004,37569960.0,0.24972,1.38664,0.004
16.07535,70.0,z004,3499759.0,0.96936,4.208807,0.004
17.675114999999998,60.0,z004,4188885.0,0.69306,2.445428,0.004
15.042594999999999,50.0,z004,3591908.0,0.83877,1.400716,0.004
15.256409999999999,80.0,z004,3622728.0,1.70588,3.097609,0.004
13.966265,100.0,z004,3298634.0,0.87283,2.604092,0.004
16.155625,80.0,z004,3278896.0,0.78755,2.221898,0.004
0.64101,9.5,z004,30863750.0,0.41877,1.065425,0.004
16.339085,40.0,z004,3987426.0,0.78048,1.368413,0.004
13.37896,150.0,z004,2576096.0,1.00026,3.970728,0.004
12.829165,150.0,z004,2910423.0,1.65469,2.268802,0.004
6.97167,24.0,z004,7773147.0,0.15415,0.9260634,0.004
21.828545,300.0,z004,2162741.0,1.26534,3.611695,0.004
16.17934,35.0,z004,5552982.0,0.94297,2.571085,0.004
13.11482,200.0,z004,2404612.0,0.70473,4.062969,0.004
17.65682,60.0,z004,3801409.0,1.18048,2.459839,0.004
24.58242,200.0,z004,2148450.0,1.59791,2.275466,0.004
20.326725,60.0,z004,3800445.0,1.18385,2.160007,0.004
18.801325,40.0,z004,5001193.0,1.16829,3.050453,0.004
13.31175,120.0,z004,2775554.0,0.91915,4.071853,0.004
17.068535,70.0,z004,3861043.0,1.26017,2.207364,0.004
19.05151,40.0,z004,5072434.0,0.57267,3.86971,0.004
12.39293,100.0,z004,3031342.0,0.79855,1.328891,0.004
19.853009999999998,50.0,z004,4694350.0,0.63625,3.893907,0.004
13.918804999999999,100.0,z004,3298231.0,1.51554,2.539286,0.004
13.6188,300.0,z004,2189821.0,1.80248,2.552318,0.004
15.46151,80.0,z004,3623750.0,0.91351,2.711387,0.004
19.11798,150.0,z004,1994785.0,1.3038,2.046119,0.004
10.12746,30.0,z004,6315569.0,0.58521,1.296334,0.004
0.6778599999999999,8.5,z004,37425030.0,0.74191,1.658816,0.004
15.42035,80.0,z004,3280263.0,0.64717,4.298735,0.004
18.75495,50.0,z004,4256036.0,0.51787,1.455138,0.004
16.10044,70.0,z004,3499741.0,0.85745,3.767152,0.004
17.057285,60.0,z004,4191664.0,0.82308,3.692257,0.004
13.89374,100.0,z004,3298245.0,0.98637,3.891626,0.004
16.247574999999998,35.0,z004,7345941.0,1.03486,1.620586,0.004
19.05151,40.0,z004,5072434.0,1.15107,4.092845,0.004
12.50713,150.0,z004,2575837.0,1.26255,2.846953,0.004
21.719810000000003,25.0,z004,9908126.0,0.98258,1.557738,0.004
19.354175,22.0,z004,7164875.0,0.83344,1.422179,0.004
15.337,80.0,z004,3624627.0,0.64727,3.031288,0.004
13.15457,80.0,z004,3955947.0,1.17418,1.730898,0.004
13.992115,200.0,z004,2406699.0,1.55871,3.06634,0.004
15.42035,80.0,z004,3280263.0,1.41745,4.220784,0.004
13.798195,100.0,z004,3298231.0,0.51514,3.200584,0.004
10.296175,30.0,z004,6372900.0,0.72016,1.384051,0.004
16.03065,35.0,z004,5552616.0,1.32517,2.496819,0.004
19.853009999999998,50.0,z004,4694350.0,0.63625,4.02724,0.004
14.26941,50.0,z004,5083335.0,0.97153,1.558023,0.004
13.914825,100.0,z004,3297348.0,1.51032,2.667107,0.004
13.297255,300.0,z004,2493264.0,1.50085,2.639268,0.004
15.371085,80.0,z004,3623232.0,1.33121,2.691058,0.004
14.84719,200.0,z004,2404670.0,1.45987,4.387352,0.004
19.05151,40.0,z004,5072434.0,0.57267,4.003043,0.004
11.63251,100.0,z004,2463099.0,1.07523,1.383828,0.004
15.68338,40.0,z004,5664878.0,0.93802,1.525135,0.004
13.31175,120.0,z004,2775554.0,0.91915,4.205186,0.004
17.085495,70.0,z004,3497609.0,1.25601,2.34779,0.004
16.20841,40.0,z004,5517231.0,0.45839,2.839517,0.004
18.30949,60.0,z004,4188389.0,1.18209,2.309988,0.004
16.053040000000003,70.0,z004,3859646.0,1.26942,3.579496,0.004
12.879280000000001,120.0,z004,3095491.0,1.08176,2.078959,0.004
17.115515000000002,60.0,z004,4191700.0,1.2329,3.532757,0.004
13.88275,100.0,z004,3298229.0,1.36439,3.729448,0.004
16.00616,80.0,z004,3301806.0,1.46606,2.011165,0.004
19.15874,50.0,z004,4684623.0,0.63892,1.65067,0.004
13.89374,100.0,z004,3298245.0,0.51508,4.381373,0.004
13.11573,150.0,z004,2576975.0,1.58554,3.15032,0.004
15.347760000000001,80.0,z004,3624226.0,1.4794,3.482743,0.004
14.88319,40.0,z004,5476298.0,0.57422,1.591392,0.004
19.05151,40.0,z004,5072434.0,0.45835,4.157602,0.004
10.637789999999999,300.0,z004,2167265.0,1.67216,4.151529,0.004
11.71564,200.0,z004,2381901.0,1.47302,3.123654,0.004
10.868195,200.0,z004,2379972.0,1.45987,3.718284,0.004
22.03411,50.0,z004,4303620.0,1.42813,2.077389,0.004
11.481024999999999,200.0,z004,2380015.0,1.36766,3.053666,0.004
10.991435,300.0,z004,2166834.0,1.56601,4.181258,0.004
15.54437,80.0,z004,3623889.0,1.18208,2.508405,0.004
14.826989999999999,40.0,z004,5475703.0,0.45844,1.527075,0.004
12.53225,150.0,z004,2575818.0,1.50083,3.099258,0.004
16.039405000000002,80.0,z004,3653798.0,1.33004,1.970095,0.004
13.89374,100.0,z004,3298245.0,1.24053,3.733435,0.004
19.069575,50.0,z004,4256865.0,0.51782,1.585558,0.004
17.105415,60.0,z004,4191684.0,1.08679,3.521083,0.004
11.1632,200.0,z004,2379485.0,1.67791,2.974646,0.004
16.1325,70.0,z004,3859636.0,1.13691,3.560767,0.004
15.311475,50.0,z004,3686692.0,0.79855,1.258607,0.004
13.02722,120.0,z004,3099019.0,0.92326,2.032854,0.004
18.39378,60.0,z004,4188481.0,1.04356,2.277672,0.004
13.31175,120.0,z004,2775554.0,0.76703,4.233741,0.004
16.783920000000002,70.0,z004,3859153.0,1.11397,2.314935,0.004
19.05151,40.0,z004,5072434.0,0.45835,4.024268,0.004
15.84497,40.0,z004,6194989.0,0.90547,1.503452,0.004
14.751525,40.0,z004,5475265.0,0.67262,1.520106,0.004
14.375455,35.0,z004,5544907.0,0.24556,1.782607,0.004
19.853009999999998,50.0,z004,4694350.0,0.51768,4.046874,0.004
15.386050000000001,80.0,z004,3623397.0,1.17943,2.646596,0.004
15.260285,300.0,z004,2001271.0,1.54263,2.715106,0.004
13.86493,100.0,z004,3297638.0,1.37703,2.617004,0.004
14.52539,50.0,z004,5292858.0,0.95234,1.549051,0.004
15.98238,35.0,z004,6116071.0,1.10179,2.472149,0.004
19.269660000000002,22.0,z004,11249.01,0.6895,1.164635,0.004
13.98268,100.0,z004,3309637.0,1.54126,2.171488,0.004
0.858905,9.5,z004,30734940.0,0.20106,1.04919,0.004
10.26407,30.0,z004,6950860.0,0.82823,1.565283,0.004
11.86663,200.0,z004,2381832.0,1.04591,2.633021,0.004
0.786015,9.0,z004,33653760.0,0.76367,1.604048,0.004
11.114090000000001,200.0,z004,2381858.0,1.59754,3.10165,0.004
15.924685,80.0,z004,3640101.0,1.07742,1.932394,0.004
13.18251,80.0,z004,3888061.0,1.1531,1.706909,0.004
16.029494999999997,35.0,z004,5558700.0,0.24559,2.936727,0.004
13.317599999999999,150.0,z004,2577109.0,1.40028,2.903536,0.004
15.821465,40.0,z004,4991037.0,0.27895,1.681273,0.004
10.54264,30.0,z004,6317385.0,0.67172,1.488742,0.004
6.17596,22.0,z004,8679957.0,1.06193,1.751993,0.004
8.08823,25.0,z004,7501782.0,1.05989,1.590958,0.004
19.73432,50.0,z004,4257943.0,0.33532,1.764668,0.004
20.378255000000003,50.0,z004,4693196.0,0.74049,2.999183,0.004
13.26038,35.0,z004,6098409.0,1.26296,1.813712,0.004
13.89374,100.0,z004,3298245.0,1.11404,3.876608,0.004
17.053905,60.0,z004,4191662.0,0.92229,3.718935,0.004
12.75113,120.0,z004,2673470.0,0.58698,2.09321,0.004
16.14383,70.0,z004,3499745.0,0.97242,3.767837,0.004
0.67441,8.5,z004,37443590.0,0.55865,1.62296,0.004
0.915505,9.5,z004,30609420.0,0.77971,1.445018,0.004
10.213015,30.0,z004,6316047.0,0.67252,1.351832,0.004
23.99333,150.0,z004,2435442.0,1.42039,2.105599,0.004
15.34479,80.0,z004,3623596.0,1.04186,2.749684,0.004
13.53331,300.0,z004,2513103.0,1.70487,2.553973,0.004
19.853009999999998,50.0,z004,4694350.0,0.51768,3.91354,0.004
13.98359,100.0,z004,3298631.0,1.38612,2.486678,0.004
19.05151,40.0,z004,5072434.0,0.45835,3.890935,0.004
19.853009999999998,50.0,z004,4694350.0,0.73848,4.146573,0.004
13.31175,120.0,z004,2775554.0,0.76703,4.100407,0.004
17.154135,70.0,z004,3861584.0,1.11648,2.17323,0.004
22.53756,200.0,z004,2179565.0,1.60426,2.353344,0.004
13.934474999999999,100.0,z004,3297719.0,1.22704,2.702789,0.004
0.57874,9.0,z004,34592530.0,0.24042,1.030699,0.004
20.308304999999997,60.0,z004,4188877.0,1.04489,2.127983,0.004
17.96565,70.0,z004,3549708.0,0.86722,2.116929,0.004
20.406235000000002,60.0,z004,3800439.0,0.80655,2.046935,0.004
15.35753,80.0,z004,3622567.0,1.56792,2.796788,0.004
10.353935,30.0,z004,6317265.0,0.20747,1.280118,0.004
26.46887,200.0,z004,2842010.0,1.52831,2.221285,0.004
14.027125,100.0,z004,3299372.0,1.09444,2.389082,0.004
16.115205,35.0,z004,5552940.0,1.32384,2.625166,0.004
14.63065,200.0,z004,2405845.0,1.55673,2.941615,0.004
13.85149,150.0,z004,2937705.0,1.60189,2.167356,0.004
0.80798,9.5,z004,30801200.0,0.61168,1.208168,0.004
15.753605,40.0,z004,3786076.0,0.8461,1.384514,0.004
14.57152,50.0,z004,3179478.0,0.87341,1.275657,0.004
14.71369,300.0,z004,2552759.0,1.5249,2.527264,0.004
14.217559999999999,50.0,z004,3436265.0,0.90375,1.416818,0.004
15.348125,80.0,z004,3623350.0,1.32546,2.82089,0.004
10.330494999999999,30.0,z004,6915682.0,0.88107,1.4321,0.004
16.99228,60.0,z004,4191655.0,1.16875,3.730171,0.004
16.10042,70.0,z004,3859863.0,1.22766,3.766282,0.004
12.937585,120.0,z004,2775342.0,1.60565,3.48227,0.004
12.840050000000002,120.0,z004,3085564.0,1.09679,2.162805,0.004
9.382335,13.0,z004,18493350.0,0.67113,1.149342,0.004
14.05075,100.0,z004,3299410.0,0.5151,2.407016,0.004
18.811954999999998,40.0,z004,5000985.0,1.38178,2.929231,0.004
15.77407,40.0,z004,4990928.0,0.57405,1.734266,0.004
12.968185,150.0,z004,2575936.0,1.59327,3.015046,0.004
20.670569999999998,50.0,z004,4692911.0,1.45235,3.004197,0.004
13.89374,100.0,z004,3298245.0,1.36439,3.86278,0.004
19.337755,50.0,z004,4683406.0,0.63862,1.78918,0.004
13.078235,80.0,z004,4141394.0,0.9292,1.547375,0.004
10.951065,200.0,z004,2379732.0,1.482,2.982364,0.004
13.990739999999999,100.0,z004,3309607.0,1.77643,2.25101,0.004
17.03677,22.0,z004,11888.74,0.62355,1.148534,0.004
10.72317,30.0,z004,6355272.0,1.03449,1.744647,0.004
17.02122,50.0,z004,4231992.0,0.511,1.21696,0.004
0.84483,9.5,z004,30681590.0,0.60403,1.304309,0.004
12.11961,30.0,z004,6324992.0,0.49401,2.07617,0.004
13.86424,100.0,z004,3298210.0,1.08639,2.526276,0.004
12.243545000000001,300.0,z004,2465802.0,1.76551,2.673668,0.004
15.457165,80.0,z004,3623763.0,0.91407,2.571599,0.004
14.45259,35.0,z004,5544958.0,0.53648,1.845224,0.004
14.697185000000001,200.0,z004,2766238.0,1.39225,2.277792,0.004
18.94084,60.0,z004,4188382.0,0.80595,2.193872,0.004
15.660915,80.0,z004,3625877.0,0.64723,2.299631,0.004
17.068640000000002,70.0,z004,3859980.0,0.86255,2.236273,0.004
0.64891,8.5,z004,37558500.0,0.74968,1.539545,0.004
14.780525,100.0,z004,2681042.0,1.00267,1.946688,0.004
17.077105,60.0,z004,4191580.0,0.80346,3.191665,0.004
16.09394,70.0,z004,3859376.0,0.85864,3.232885,0.004
17.647669999999998,40.0,z004,4999624.0,1.16575,2.373076,0.004
12.964835,150.0,z004,2575736.0,1.25819,2.984428,0.004
19.834125,22.0,z004,7522179.0,0.71025,1.299406,0.004
17.668734999999998,20.0,z004,13049.99,0.66447,1.150838,0.004
0.883135,9.5,z004,30639170.0,0.48949,1.351937,0.004
13.89374,100.0,z004,3298245.0,0.98637,3.758292,0.004
16.05641,80.0,z004,3365472.0,1.07004,1.842988,0.004
9.689525,300.0,z004,2151466.0,1.48328,3.916909,0.004
21.13828,50.0,z004,4691881.0,1.45411,2.87072,0.004
18.743395,40.0,z004,5514368.0,1.38207,2.797211,0.004
12.847935,120.0,z004,2775295.0,1.67997,3.321857,0.004
14.2288,200.0,z004,2406851.0,1.54343,3.20944,0.004
14.84719,200.0,z004,2404670.0,0.93548,4.426149,0.004
11.684854999999999,200.0,z004,2381998.0,1.58578,3.242194,0.004
12.950955,120.0,z004,2775384.0,1.61293,3.282109,0.004
18.784084999999997,40.0,z004,5001134.0,0.87333,2.988831,0.004
16.428919999999998,40.0,z004,5000380.0,1.16227,2.771983,0.004
20.708464999999997,50.0,z004,4691716.0,1.25616,2.845734,0.004
10.991435,300.0,z004,2166834.0,1.44532,4.212854,0.004
18.919469999999997,50.0,z004,4257075.0,0.33533,1.611159,0.004
16.009265,80.0,z004,3306871.0,1.19897,1.926821,0.004
13.89374,100.0,z004,3298245.0,1.11404,3.743275,0.004
14.87417,40.0,z004,5476320.0,0.27895,1.522521,0.004
13.298974999999999,150.0,z004,2576971.0,1.39531,3.040213,0.004
13.89696,100.0,z004,3298223.0,1.12619,3.544391,0.004
18.931449999999998,22.0,z004,8573236.0,0.69113,1.29219,0.004
12.83043,120.0,z004,2595093.0,0.57312,1.976145,0.004
16.15859,70.0,z004,3859644.0,1.00416,3.561962,0.004
17.110525,60.0,z004,4191606.0,0.91857,3.232685,0.004
16.87136,70.0,z004,3859422.0,0.98427,2.279898,0.004
0.6426499999999999,8.5,z004,37577250.0,0.56295,1.50584,0.004
13.31175,120.0,z004,2775554.0,0.56373,4.273919,0.004
18.638840000000002,60.0,z004,4188449.0,0.92025,2.240523,0.004
19.05151,40.0,z004,5072434.0,0.86749,4.102153,0.004
15.329899999999999,80.0,z004,3623519.0,1.0429,2.611478,0.004
12.150195,300.0,z004,2468728.0,1.67324,2.671102,0.004
13.870899999999999,100.0,z004,3297919.0,1.2319,2.570039,0.004
14.379954999999999,35.0,z004,5544540.0,0.42337,1.78279,0.004
19.853009999999998,50.0,z004,4694350.0,0.33531,4.074759,0.004
13.19253,80.0,z004,3202199.0,0.81541,1.307316,0.004
19.05151,40.0,z004,5072434.0,0.27894,4.054111,0.004
13.982489999999999,200.0,z004,2402311.0,1.02051,3.361168,0.004
0.8777999999999999,9.5,z004,26982930.0,0.78922,1.346778,0.004
13.89374,100.0,z004,3298245.0,1.11404,4.276608,0.004
20.723844999999997,30.0,z004,4677899.0,0.61666,1.175314,0.004
20.415210000000002,50.0,z004,4685772.0,0.74277,2.315049,0.004
10.595324999999999,30.0,z004,6362623.0,0.92465,1.655597,0.004
11.758825,200.0,z004,2381669.0,1.37377,2.913899,0.004
18.359015,40.0,z004,4428899.0,0.63357,1.206973,0.004
15.42035,80.0,z004,3280263.0,1.14897,4.227282,0.004
16.607135,80.0,z004,3343406.0,1.18649,1.789768,0.004
13.89374,100.0,z004,3298245.0,1.24053,3.866768,0.004
20.384790000000002,50.0,z004,4692785.0,1.25416,2.979858,0.004
19.074044999999998,50.0,z004,4683304.0,0.51779,1.735072,0.004
18.889575,40.0,z004,5000577.0,1.16107,2.904111,0.004
13.120175,150.0,z004,2577159.0,1.50744,2.962692,0.004
15.430735,40.0,z004,4990659.0,0.45842,1.679669,0.004
12.947045,120.0,z004,2775377.0,1.53963,3.449609,0.004
16.10031,70.0,z004,3859655.0,1.09472,3.766568,0.004
12.795545,120.0,z004,3086253.0,0.94357,2.113444,0.004
16.99265,60.0,z004,4191638.0,1.03744,3.726368,0.004
12.06607,100.0,z004,2532202.0,1.01483,1.367726,0.004
14.84719,200.0,z004,2404670.0,1.58373,4.417737,0.004
10.258189999999999,30.0,z004,6316113.0,0.7677,1.39583,0.004
15.324575,80.0,z004,3624202.0,1.20139,3.443444,0.004
15.350145,80.0,z004,3623480.0,1.17746,2.783,0.004
14.69602,50.0,z004,3509509.0,0.87341,1.408991,0.004
14.104140000000001,300.0,z004,2528891.0,1.55737,2.614214,0.004
14.32337,150.0,z004,2953375.0,1.52188,2.129991,0.004
16.102075,40.0,z004,3879918.0,0.81541,1.376687,0.004
7.314755,9.5,z004,28729960.0,0.68831,1.143859,0.004
11.457419999999999,200.0,z004,2382074.0,1.57882,3.750754,0.004
19.05151,40.0,z004,5072434.0,0.27894,3.920778,0.004
16.086975,35.0,z004,5552962.0,1.10058,2.598649,0.004
19.291155000000003,50.0,z004,4686258.0,0.97169,1.668236,0.004
14.032405,100.0,z004,3299019.0,1.24117,2.43552,0.004
19.853009999999998,50.0,z004,4694350.0,0.33531,3.941426,0.004
20.33173,60.0,z004,4189182.0,0.92119,2.091992,0.004
23.650309999999998,200.0,z004,1759568.0,1.42217,2.173204,0.004
17.318005,70.0,z004,3862056.0,0.98587,2.137657,0.004
13.31175,120.0,z004,2775554.0,0.56373,4.140585,0.004
21.828545,300.0,z004,2162741.0,1.66042,3.613167,0.004
19.853009999999998,50.0,z004,4694350.0,0.84154,3.869577,0.004
14.87643,35.0,z004,5551240.0,0.8233,2.138738,0.004
17.5817,60.0,z004,4187834.0,1.33814,2.488032,0.004
14.197614999999999,100.0,z004,3301116.0,0.51511,2.129019,0.004
19.05151,40.0,z004,5072434.0,0.76297,3.843614,0.004
13.31175,120.0,z004,2775554.0,1.18657,4.036909,0.004
26.350815,120.0,z004,2420882.0,1.07073,2.0181,0.004
17.40976,70.0,z004,3862964.0,0.42158,2.016967,0.004
0.68005,9.0,z004,34186140.0,0.36686,1.472891,0.004
20.43627,60.0,z004,3800584.0,0.38188,1.949273,0.004
17.393755,60.0,z004,4188358.0,1.33653,2.62637,0.004
16.254765,70.0,z004,3498333.0,1.40532,2.662193,0.004
9.99618,30.0,z004,6315459.0,0.38351,1.161136,0.004
13.37896,150.0,z004,2576096.0,1.53171,3.964354,0.004
14.2982,150.0,z004,3112420.0,0.96338,1.609215,0.004
14.913125,300.0,z004,1878817.0,0.82813,2.487496,0.004
15.422975,80.0,z004,3624301.0,0.64721,2.60702,0.004
13.810130000000001,100.0,z004,3297095.0,1.62213,2.972357,0.004
15.414484999999999,80.0,z004,3622951.0,1.57165,2.668627,0.004
19.326279999999997,35.0,z004,4921249.0,0.41916,1.165326,0.004
15.421320000000001,40.0,z004,5483615.0,0.87578,1.891178,0.004
13.011800000000001,150.0,z004,2575736.0,0.92143,2.731693,0.004
15.041945,70.0,z004,3578023.0,0.59861,1.26567,0.004
0.89869,9.0,z004,29638740.0,0.39192,1.93297,0.004
20.122735,50.0,z004,4257855.0,0.96757,1.943286,0.004
15.287680000000002,80.0,z004,3624323.0,1.43286,3.654826,0.004
13.89374,100.0,z004,3298245.0,0.71191,3.941028,0.004
20.707505,60.0,z004,3817758.0,1.50293,1.995584,0.004
17.081645,60.0,z004,4191636.0,0.56736,3.270047,0.004
11.806930000000001,200.0,z004,2382612.0,1.80508,2.738789,0.004
12.84224,120.0,z004,3083143.0,1.4579,2.394405,0.004
17.99551,150.0,z004,2624102.0,1.64303,2.320378,0.004
16.01632,70.0,z004,3859480.0,0.60995,3.333837,0.004
16.35669,80.0,z004,3359596.0,0.4602,1.229238,0.004
21.827779999999997,300.0,z004,2129337.0,1.59066,3.116664,0.004
12.947805,120.0,z004,3082403.0,0.56375,2.431278,0.004
15.519825,80.0,z004,3623675.0,1.5765,2.542216,0.004
20.66598,23.0,z004,6907812.0,0.71657,1.30572,0.004
11.96767,150.0,z004,1760731.0,0.8157,1.556774,0.004
13.909545,30.0,z004,6026461.0,0.39116,1.067923,0.004
11.410174999999999,200.0,z004,2382074.0,1.72015,3.83262,0.004
19.034309999999998,60.0,z004,4188655.0,0.38187,2.112944,0.004
13.31175,120.0,z004,2775554.0,1.18657,4.170242,0.004
17.075834999999998,70.0,z004,3859268.0,0.42158,2.132596,0.004
12.87659,120.0,z004,3090281.0,1.77016,2.302504,0.004
19.05151,40.0,z004,5072434.0,0.76297,3.976947,0.004
21.828545,300.0,z004,2162741.0,1.66042,3.746501,0.004
19.853009999999998,50.0,z004,4694350.0,0.84154,4.00291,0.004
14.136199999999999,100.0,z004,3300290.0,0.5151,2.245497,0.004
18.475865,60.0,z004,4189212.0,0.5671,2.230302,0.004
14.357895,300.0,z004,1832295.0,1.26461,2.412882,0.004
15.552340000000001,80.0,z004,3624376.0,0.45634,2.486802,0.004
12.607005000000001,150.0,z004,2575869.0,0.62427,2.78845,0.004
14.98845,40.0,z004,5479056.0,0.76946,1.710402,0.004
13.89374,100.0,z004,3298245.0,0.51508,3.84804,0.004
19.123175,80.0,z004,3320422.0,0.46049,1.577604,0.004
19.065665,50.0,z004,4257099.0,0.85193,1.766823,0.004
17.092345,60.0,z004,4191614.0,0.38188,3.16771,0.004
6.018955,21.0,z004,8902824.0,0.84361,1.433396,0.004
0.6575899999999999,9.0,z004,33957640.0,0.26602,1.135768,0.004
16.093435,70.0,z004,3499172.0,0.42159,3.185492,0.004
12.885205,120.0,z004,3088069.0,1.36451,2.217716,0.004
0.93883,10.0,z004,23972670.0,-0.03449,0.91152,0.004
12.861485,70.0,z004,4412558.0,1.12207,1.706397,0.004
31.21968,150.0,z004,2204238.0,1.00024,2.035814,0.004
13.901805,200.0,z004,2404234.0,1.21251,3.018522,0.004
13.451509999999999,60.0,z004,5141574.0,1.09808,1.680859,0.004
24.588720000000002,300.0,z004,1843990.0,1.52765,2.467522,0.004
11.371215,200.0,z004,2379441.0,1.80494,2.860154,0.004
12.050525,100.0,z004,3675972.0,1.17687,1.760505,0.004
12.780529999999999,70.0,z004,2789234.0,0.95936,1.324367,0.004
16.72139,35.0,z004,4158323.0,0.78048,1.224023,0.004
12.70331,300.0,z004,2169904.0,1.07704,3.837038,0.004
11.3184,100.0,z004,3682146.0,1.1976,1.779944,0.004
13.37896,150.0,z004,2576096.0,1.14321,3.683997,0.004
13.115245,60.0,z004,5115905.0,1.12785,1.711357,0.004
11.735085000000002,200.0,z004,2381732.0,1.02785,2.921646,0.004
11.34156,200.0,z004,2381603.0,1.67682,2.849626,0.004
12.291825,70.0,z004,4700552.0,1.15017,1.732901,0.004
12.85723,120.0,z004,3087716.0,1.2318,2.164006,0.004
5.98314,21.0,z004,8910065.0,0.76746,1.420243,0.004
18.921965,50.0,z004,4683926.0,0.74476,1.718754,0.004
18.260405,70.0,z004,3504605.0,1.26677,2.043929,0.004
14.95278,40.0,z004,4990104.0,0.67208,1.659326,0.004
12.813975,35.0,z004,6082351.0,0.82544,1.575943,0.004
19.853009999999998,50.0,z004,4694350.0,0.73848,4.01324,0.004
21.828545,300.0,z004,2162741.0,1.73327,3.72866,0.004
13.85049,300.0,z004,2512417.0,1.40069,2.569888,0.004
19.05151,40.0,z004,5072434.0,0.66815,3.98792,0.004
15.048795,60.0,z004,3595434.0,0.74004,1.26567,0.004
13.31175,120.0,z004,2775554.0,1.0567,4.184583,0.004
13.37896,150.0,z004,2576096.0,1.14321,4.350664,0.004
11.331885,200.0,z004,2382074.0,1.57134,3.881615,0.004
10.138625,30.0,z004,6370150.0,0.63091,1.317547,0.004
19.65721,23.0,z004,7959222.0,0.69756,1.298602,0.004
11.31504,150.0,z004,2843888.0,0.96204,1.639508,0.004
15.533809999999999,80.0,z004,3623352.0,1.72242,2.581282,0.004
11.811209999999999,200.0,z004,2378665.0,0.70457,2.699624,0.004
17.236134999999997,60.0,z004,4191628.0,1.02749,4.170148,0.004
13.31175,120.0,z004,2775554.0,1.18657,4.303576,0.004
12.724415,120.0,z004,3082683.0,1.56462,2.446212,0.004
12.77538,70.0,z004,4417490.0,1.38353,1.916277,0.004
16.129060000000003,70.0,z004,3859645.0,0.74574,3.75655,0.004
16.665505000000003,70.0,z004,3498043.0,0.86186,2.386761,0.004
12.57299,60.0,z004,5140814.0,1.36351,1.894659,0.004
11.711485,200.0,z004,2382190.0,1.67438,2.73104,0.004
17.003525000000003,60.0,z004,4191580.0,0.70661,3.705523,0.004
15.30996,35.0,z004,5551638.0,0.62977,2.19461,0.004
15.286705,80.0,z004,3280242.0,1.56903,3.667773,0.004
20.472,50.0,z004,4257862.0,1.10265,1.975645,0.004
13.89374,100.0,z004,3298245.0,0.85529,3.91247,0.004
12.585535,150.0,z004,2575554.0,1.10414,2.791355,0.004
15.907895,40.0,z004,5484531.0,1.00247,1.924307,0.004
12.70331,300.0,z004,2169904.0,1.64017,3.827214,0.004
17.114220000000003,60.0,z004,4191376.0,1.03642,3.115063,0.004
15.425825,80.0,z004,3623962.0,0.7867,2.656438,0.004
15.415700000000001,80.0,z004,3622751.0,1.71746,2.707959,0.004
13.818225,100.0,z004,3297042.0,1.73245,3.012111,0.004
13.37896,150.0,z004,2576096.0,1.54939,4.008991,0.004
20.38266,150.0,z004,2712212.0,1.18405,1.961171,0.004
10.0415,30.0,z004,6315405.0,0.49471,1.2236,0.004
16.16893,70.0,z004,3857372.0,1.56922,2.696174,0.004
17.352885,60.0,z004,4188429.0,1.51475,2.654189,0.004
12.79468,200.0,z004,1876641.0,0.70215,1.435972,0.004
13.31175,120.0,z004,2775554.0,1.0567,4.051249,0.004
19.05151,40.0,z004,5072434.0,0.66815,3.854586,0.004
15.14308,35.0,z004,5551238.0,0.94452,2.169642,0.004
19.853009999999998,50.0,z004,4694350.0,0.73848,3.879907,0.004
21.828545,300.0,z004,2162741.0,1.73327,3.595326,0.004
