Ages,BPASS_ProbDensity
7.559440205948855,1.411465391926575
7.562760585624211,1.2474379948858196
7.566080965299569,1.0951595490071089
7.569401344974926,0.9554532079721554
7.572721724650283,0.8288475682828154
7.576042104325641,0.7155908945911174
7.579362484000997,0.615677198038736
7.582682863676355,0.5288814983001799
7.586003243351712,0.45480113703918484
7.589323623027069,0.39289983546267054
7.592644002702426,0.34255127443601424
7.595964382377783,0.30307927632062226
7.5992847620531405,0.27379213045594175
7.602605141728498,0.2540091787477706
7.605925521403855,0.24307842227627158
7.609245901079212,0.24038459225585207
7.612566280754569,0.24534782475611794
7.6158866604299265,0.2574137667885249
7.619207040105284,0.2760365972823854
7.622527419780641,0.300657038310172
7.625847799455998,0.3306779185573721
7.629168179131355,0.36544018374594966
7.632488558806712,0.4042023766610197
7.63580893848207,0.4461264881508809
7.639129318157427,0.4902726820383311
7.642449697832784,0.5356047196031852
7.645770077508141,0.5810069848642335
7.649090457183498,0.6253129080777686
7.652410836858856,0.6673434024625956
7.655731216534213,0.7059527928146032
7.6590515962095695,0.7400787584606972
7.662371975884927,0.7687921625024208
7.665692355560284,0.7913423928771715
7.669012735235642,0.8071940531299232
7.672333114910999,0.8160515117498427
7.6756534945863555,0.817868889645233
7.678973874261713,0.8128444231545767
7.68229425393707,0.8013996316439483
7.685614633612428,0.7841451701177581
7.688935013287785,0.7618364869808502
7.692255392963141,0.7353232901155905
7.695575772638499,0.7054972521922183
7.698896152313856,0.6732423197691202
7.7022165319892135,0.6393914556246495
7.705536911664571,0.604692724498866
7.708857291339927,0.569786459364024
7.712177671015285,0.5351939748893001
7.715498050690642,0.5013170866661623
7.7188184303659995,0.46844669002583805
7.722138810041357,0.43677795502370437
7.725459189716713,0.4064293599357505
7.728779569392071,0.37746281754938393
7.732099949067428,0.34990250140003115
7.735420328742785,0.32375056997127294
7.738740708418143,0.2989987102899793
7.742061088093499,0.2756351673167851
7.745381467768857,0.25364759160184946
7.748701847444214,0.23302254775434073
7.752022227119571,0.2137428346573007
7.755342606794929,0.19578386325901695
7.758662986470285,0.1791102386220613
7.7619833661456425,0.16367344347089707
7.765303745821,0.14941117929681172
7.768624125496357,0.13624855106884512
7.771944505171715,0.12410094042112471
7.775264884847071,0.11287814473500694
7.7785852645224285,0.10248919338245487
7.781905644197786,0.09284719643183587
7.785226023873143,0.08387362711271204
7.788546403548501,0.07550156578049319
7.791866783223857,0.06767761038701378
7.795187162899214,0.06036235433904168
7.798507542574572,0.053529517334927196
7.801827922249929,0.04716396480513008
7.8051483019252865,0.0412589520010145
7.808468681600643,0.035812973862353124
7.811789061276,0.03082659427854534
7.815109440951358,0.02629957756986586
7.818429820626715,0.022228564415607596
7.8217502003020725,0.018605439047490974
7.825070579977429,0.015416438520989145
7.828390959652786,0.012641969928397985
7.831711339328144,0.010257035555843607
7.835031719003501,0.008232123273934175
7.838352098678858,0.006534400256884254
7.841672478354215,0.005129049848409035
7.844992858029572,0.003980609443642863
7.84831323770493,0.003054196082923119
7.851633617380287,0.002316540469004019
7.854953997055644,0.0017367844190441873
7.858274376731001,0.0012870275756518986
7.861594756406358,0.0009426340828326512
7.8649151360817156,0.0006823277327910991
