Ages,BPASS_ProbDensity
7.204159580685635,0.0015464352647507988
7.207479960360993,0.0021890443983601598
7.21080034003635,0.003064970844066103
7.2141207197117065,0.0042449801585704595
7.217441099387064,0.0058161313645489305
7.220761479062421,0.007883827990375666
7.224081858737779,0.010573615734888065
7.227402238413136,0.014032554991587528
7.2307226180884925,0.018429987226842536
7.23404299776385,0.02395752070350389
7.237363377439207,0.030828086717171986
7.240683757114565,0.0392739640809666
7.244004136789922,0.049543736250068714
7.247324516465278,0.061898228294689196
7.250644896140636,0.07660556263581078
7.253965275815993,0.09393556272163771
7.2572856554913505,0.11415381017790617
7.260606035166708,0.13751571035414362
7.263926414842064,0.16426093202227515
7.267246794517422,0.19460855144868108
7.270567174192779,0.22875314730453555
7.2738875538681365,0.26686196662394857
7.277207933543494,0.3090731271645106
7.28052831321885,0.35549465938680774
7.283848692894208,0.4062040483236909
7.287169072569565,0.4612478398342373
7.290489452244922,0.5206408520054399
7.29380983192028,0.5843645976387303
7.297130211595636,0.6523646824028628
7.300450591270994,0.7245471847819066
7.303770970946351,0.800774322130797
7.307091350621708,0.8808600220579903
7.310411730297066,0.9645663011149358
7.313732109972422,1.0516015522976043
7.3170524896477795,1.1416219136938037
7.320372869323137,1.2342368005262567
7.323693248998494,1.3290194190101354
7.327013628673852,1.425522652845477
7.330334008349208,1.523300154770543
7.3336543880245655,1.6219318390785151
7.336974767699923,1.721052322615143
7.34029514737528,1.8203802734327534
7.343615527050638,1.91974616710239
7.346935906725994,2.0191156794140666
7.350256286401351,2.118605903439221
7.353576666076709,2.218491791820141
7.356897045752066,2.3192006943785595
7.3602174254274235,2.421293569767485
7.36353780510278,2.5254323632796627
7.366858184778137,2.6323341107413993
7.370178564453495,2.742713486400113
7.373498944128852,2.857216683945998
7.3768193238042095,2.976350616109253
7.380139703479566,3.10041234247844
7.383460083154923,3.229424285462093
7.386780462830281,3.363081071301126
7.390100842505638,3.500713650168091
7.393421222180995,3.6412756457542117
7.396741601856352,3.783355639166265
7.400061981531709,3.925217335767462
7.403382361207067,4.064867389555723
7.406702740882424,4.200148224059278
7.410023120557781,4.32885070465206
7.413343500233138,4.44883923804507
7.416663879908495,4.558180068517349
7.4199842595838525,4.655262457391168
7.42330463925921,4.738902269459427
7.426625018934567,4.808418358610089
7.429945398609924,4.863674044573593
7.433265778285281,4.905078779429667
7.4365861579606385,4.933548571734901
7.439906537635996,4.9504275238273525
7.443226917311353,4.957376537439908
7.44654729698671,4.956238434071302
7.449867676662067,4.948891040664355
7.453188056337424,4.9371009229022755
7.456508436012782,4.922390259074555
7.459828815688139,4.905927849794971
7.463149195363496,4.888452630441915
7.466469575038853,4.87023461580942
7.46978995471421,4.8510743839156865
7.473110334389568,4.830338465966391
7.476430714064925,4.807024798318161
7.479751093740282,4.779850071805616
7.483071473415639,4.74734961140518
7.486391853090996,4.7079803985819595
7.489712232766354,4.660218906042815
7.493032612441711,4.602647301318298
7.4963529921170675,4.534023942772447
7.499673371792425,4.453336549570525
7.502993751467782,4.359838608764733
7.50631413114314,4.253071200563695
7.509634510818497,4.132873310071135
7.5129548904938535,3.99938382210909
7.516275270169211,3.8530378692611915
7.519595649844568,3.694559229497956
7.5229160295199256,3.5249493146495654
7.526236409195283,3.345472226965021
7.529556788870639,3.1576346174100443
7.532877168545997,2.9631588046311212
7.536197548221354,2.763947854579067
7.5395179278967115,2.5620420225142944
7.542838307572069,2.359566982095949
7.546158687247425,2.158675418248451
7.549479066922783,1.9614846345412034
7.55279944659814,1.770013637568666
7.556119826273497,1.5861235783134358
