Mej,Mstar,Z_str,Age(yr),Z
5.45811,250.0,z030,3205840.0,0.03
7.77239,71.0,z030,3265977.0,0.03
7.406525,85.0,z030,2855997.0,0.03
6.971785000000001,49.0,z030,3927880.0,0.03
7.6158,82.0,z030,3097136.0,0.03
8.190065,76.0,z030,3177824.0,0.03
6.48781,40.0,z030,4471720.0,0.03
7.97117,78.0,z030,3147673.0,0.03
6.78017,47.0,z030,4026180.0,0.03
7.892325,79.0,z030,3132420.0,0.03
6.69491,46.0,z030,4582864.0,0.03
6.484005,41.0,z030,4396730.0,0.03
6.864695,48.0,z030,4474428.0,0.03
8.060559999999999,77.0,z030,3163154.0,0.03
7.55689,83.0,z030,3078457.0,0.03
7.49137,84.0,z030,2875347.0,0.03
7.68166,70.0,z030,3286098.0,0.03
5.6976949999999995,175.0,z030,1774701.0,0.03
5.405365,300.0,z030,3206168.0,0.03
5.8640799999999995,150.0,z030,3244966.0,0.03
8.236075,30.0,z030,5944035.0,0.03
6.692864999999999,37.0,z030,4746660.0,0.03
6.516484999999999,39.0,z030,5053360.0,0.03
7.3364,52.0,z030,3798020.0,0.03
6.7577300000000005,99.0,z030,3429688.0,0.03
7.696295,55.0,z030,3677809.0,0.03
7.795915,63.0,z030,3443402.0,0.03
6.83813,97.0,z030,2622237.0,0.03
7.12289,90.0,z030,2751573.0,0.03
7.64801,64.0,z030,3419386.0,0.03
6.5717,38.0,z030,5135978.0,0.03
6.88247,36.0,z030,4859763.0,0.03
7.979509999999999,31.0,z030,5707422.0,0.03
7.685420000000001,65.0,z030,3846393.0,0.03
7.08158,91.0,z030,2732838.0,0.03
6.8727350000000005,96.0,z030,2640315.0,0.03
8.665085,62.0,z030,3469258.0,0.03
7.581315,54.0,z030,3721341.0,0.03
5.44571,275.0,z030,3201842.0,0.03
7.46438,53.0,z030,3750018.0,0.03
6.794305,98.0,z030,2604405.0,0.03
4.6445799999999995,225.0,z040,3337586.0,0.04
5.60218,43.0,z040,4071383.0,0.04
5.267525,88.0,z040,3545119.0,0.04
5.079435,100.0,z040,3470034.0,0.04
5.66036,44.0,z040,4014465.0,0.04
5.826285,72.0,z040,3178507.0,0.04
5.315445,86.0,z040,2607297.0,0.04
5.47034,81.0,z040,2721906.0,0.04
5.691185000000001,75.0,z040,3134928.0,0.04
9.599765,28.0,z040,6227154.0,0.04
5.728505,74.0,z040,3148911.0,0.04
5.515575,80.0,z040,2745136.0,0.04
5.289545,87.0,z040,3551436.0,0.04
5.769864999999999,73.0,z040,3164181.0,0.04
5.71602,45.0,z040,3960613.0,0.04
5.57198,42.0,z040,4666210.0,0.04
5.245225,89.0,z040,3537368.0,0.04
7.748419999999999,29.0,z040,6021189.0,0.04
6.522455,33.0,z040,5032777.0,0.04
6.09655,34.0,z040,4882123.0,0.04
6.680905,60.0,z040,3421455.0,0.04
5.160505000000001,94.0,z040,3503512.0,0.04
6.6801200000000005,58.0,z040,3475296.0,0.04
5.17458,93.0,z040,3510355.0,0.04
6.12936,67.0,z040,3264587.0,0.04
6.20118,51.0,z040,3688795.0,0.04
5.989470000000001,69.0,z040,3228492.0,0.04
6.5829699999999995,56.0,z040,3533521.0,0.04
5.862965,35.0,z040,4690588.0,0.04
6.98388,32.0,z040,5030174.0,0.04
6.068495,68.0,z040,3245561.0,0.04
6.638465,57.0,z040,3497004.0,0.04
6.102069999999999,50.0,z040,3735442.0,0.04
6.711545,59.0,z040,3446814.0,0.04
4.875405,125.0,z040,3384741.0,0.04
6.1983,66.0,z040,3283929.0,0.04
5.1930499999999995,92.0,z040,2486873.0,0.04
5.14822,95.0,z040,3497066.0,0.04
6.637449999999999,61.0,z040,3395866.0,0.04
4.670795,200.0,z040,3337020.0,0.04
4.6245899999999995,275.0,z040,3323539.0,0.04
4.767315,150.0,z040,3349646.0,0.04
5.863545,47.0,z040,3862682.0,0.04
5.5724149999999995,78.0,z040,3631361.0,0.04
5.551625,40.0,z040,4274412.0,0.04
5.413130000000001,82.0,z040,3593595.0,0.04
5.642825,76.0,z040,3122137.0,0.04
6.038655,49.0,z040,3766311.0,0.04
5.88563,71.0,z040,3192918.0,0.04
5.331215,85.0,z040,3568272.0,0.04
4.622909999999999,300.0,z040,3311713.0,0.04
5.3575099999999996,84.0,z040,2650224.0,0.04
5.9320450000000005,70.0,z040,3211311.0,0.04
5.599655,77.0,z040,2815420.0,0.04
5.386324999999999,83.0,z040,2675716.0,0.04
5.945164999999999,48.0,z040,3817971.0,0.04
5.55364,41.0,z040,4731874.0,0.04
5.773854999999999,46.0,z040,4435482.0,0.04
5.539434999999999,79.0,z040,2767383.0,0.04
5.232025,90.0,z040,3529640.0,0.04
6.374365,64.0,z040,3324481.0,0.04
6.448005,63.0,z040,3348572.0,0.04
5.115405,97.0,z040,3486898.0,0.04
6.5170200000000005,55.0,z040,3564411.0,0.04
5.091189999999999,99.0,z040,3475203.0,0.04
6.28052,52.0,z040,3662266.0,0.04
5.5478950000000005,39.0,z040,4873902.0,0.04
5.637235,37.0,z040,4518245.0,0.04
7.913555000000001,30.0,z040,5843174.0,0.04
5.103375,98.0,z040,3480873.0,0.04
6.35935,53.0,z040,3628923.0,0.04
6.43208,54.0,z040,3595288.0,0.04
5.13012,96.0,z040,3491970.0,0.04
6.567675,62.0,z040,3369809.0,0.04
6.30011,65.0,z040,3303651.0,0.04
5.213305,91.0,z040,2506514.0,0.04
7.447520000000001,31.0,z040,5684736.0,0.04
5.722065,36.0,z040,4604726.0,0.04
4.709905,175.0,z040,1509429.0,0.04
5.5829249999999995,38.0,z040,4428697.0,0.04
4.63208,250.0,z040,3333089.0,0.04
7.55392,100.0,zem5,2484066.0,1e-05
0.62312,125.0,zem5,3430061.0,1e-05
4.4065650000000005,300.0,zem5,2666084.0,1e-05
3.1638450000000002,250.0,zem5,2794741.0,1e-05
