MJD,COLOR_OBS,DCOLOR_OBS,BAND1,BAND2,COL_NAME,INST,PHASE,COLOR_TEMP,DCOLOR_TEMP
58869.35,0.5493309681311604,0.006409368143584774,g,r,g-r,Swope,5.117535070137819,0.4936396574747929,0.019071919731467084
58911.2,0.3843342888588879,0.016126996000495546,g,r,g-r,Swope,46.967535070136364,0.8458289298597321,0.013461032104208433
58869.57,0.5946668000000006,0.00583780780773051,g,r,g-r,Pan-STARRS1,5.337535070138983,0.5077865925450061,0.01867847947094427
58877.26,0.8378667999999987,0.030590149892571535,g,r,g-r,Siding Spring 1m,13.027535070141312,0.8655248821643458,0.012655153867734997
58876.29,0.8284667999999993,0.041971740577321746,g,r,g-r,Thacher,12.057535070140148,0.8468779855711394,0.013100164569138335
58856.31,-0.051233199999998646,0.027253661349624154,g,r,g-r,Siding Spring 1m,-7.922464929863054,-0.11648736314400773,0.03600000110756649
58856.33,-0.25433320000000137,0.0217200177357201,g,r,g-r,Siding Spring 1m,-7.902464929858979,-0.1156354057417043,0.03595940313745672
58856.37,0.40306680000000306,0.029116303889058424,g,r,g-r,Siding Spring 1m,-7.862464929858106,-0.11393149093740731,0.03587820719725196
58884.0,0.7463668000000023,0.0234682647370869,g,r,g-r,Siding Spring 1m,19.767535070139274,0.9002090368737493,0.01182803745490975
58866.32,0.1732668000000004,0.01855188412264362,g,r,g-r,Thacher,2.0875350701389834,0.31951443663319934,0.016625861819638914
58873.4,0.8652668000000006,0.020794343004769268,g,r,g-r,Thacher,9.16753507014073,0.7511927327054313,0.014567962072143791
58864.34,0.016966799999998727,0.023644343963197548,g,r,g-r,Thacher,0.10753507013578201,0.22557353381109374,0.01969991611181877
58872.33,0.7242668000000005,0.019524597418128734,g,r,g-r,Thacher,8.09753507014102,0.6954004210822075,0.01707128127855425
58856.41,-0.13173319999999933,0.025976105475994583,g,r,g-r,Siding Spring 1m,-7.822464929857233,-0.11222757613311032,0.03579701125704719
58857.32,-0.044733199999999584,0.018048823927336463,g,r,g-r,Siding Spring 1m,-6.912464929861017,-0.07346351433636147,0.03394980361743687
58857.35,0.024366799999999245,0.018621474017917992,g,r,g-r,Siding Spring 1m,-6.882464929862181,-0.07218557823321622,0.03388890666228699
58857.72,0.04946679999999937,0.021581491496650465,g,r,g-r,Siding Spring 1m,-6.512464929859561,-0.056424366293701705,0.03313784421540403
58858.31,0.051766799999999336,0.014062676699348516,g,r,g-r,Siding Spring 1m,-5.922464929863054,-0.0312916229310187,0.031940204097417026
58858.34,0.08846679999999907,0.015929846420163554,g,r,g-r,Siding Spring 1m,-5.892464929864218,-0.030013686827873448,0.031879307142267145
58859.05,-0.052933200000000014,0.013257427477278422,g,r,g-r,Siding Spring 1m,-5.182464929857815,0.0002308009480104234,0.030438079203651092
58859.3,0.06076680000000145,0.013665976517117179,g,r,g-r,Siding Spring 1m,-4.932464929857815,0.010880268474634053,0.029930604577382412
58859.69,0.0534668000000007,0.014062676699348516,g,r,g-r,Siding Spring 1m,-4.542464929858397,0.027493437816142136,0.029138944160404447
58861.05,-0.04223320000000008,0.012913534235696206,g,r,g-r,Siding Spring 1m,-3.182464929857815,0.08542654116099949,0.026378282193501634
58861.29,0.08056679999999972,0.012639596595500915,g,r,g-r,Siding Spring 1m,-2.9424649298598524,0.0956500299864714,0.025891106552287834
58861.35,-0.0521332000000001,0.01177961304068176,g,r,g-r,Siding Spring 1m,-2.8824649298621807,0.09820590219276187,0.025769312641988076
58861.68,-0.07063319999999962,0.01522365903737979,g,r,g-r,Siding Spring 1m,-2.5524649298604345,0.11226319932797947,0.025099446135309872
58862.36,-0.0886332000000003,0.01177961304068176,g,r,g-r,Siding Spring 1m,-1.8724649298601435,0.14122975100040813,0.023719115151858462
58867.35,0.27326680000000003,0.01980008807783426,g,r,g-r,Thacher,3.1175350701378193,0.37476198989966275,0.017944832737470127
58867.4,0.33846679999999907,0.01177961570654997,g,r,g-r,Siding Spring 1m,3.1675350701407297,0.3775422704208668,0.018042851438878647
58869.27,0.4094668000000006,0.01227841266990562,g,r,g-r,Siding Spring 1m,5.037535070136073,0.4885530964325998,0.01920188804409453
58869.36,0.5432667999999996,0.01227841266990562,g,r,g-r,Siding Spring 1m,5.1275350701398565,0.49427765747492286,0.019055019731463643
58877.03,0.8545668000000006,0.01657587658737831,g,r,g-r,Siding Spring 1m,12.79753507013811,0.8615804707414446,0.01276095386773647
58878.34,0.8421667999999993,0.01617898248686848,g,r,g-r,Siding Spring 1m,14.107535070135782,0.8805761533065615,0.01220200202404976
58870.27,0.5082667999999995,0.012639596595500915,g,r,g-r,Siding Spring 1m,6.037535070136073,0.5544961458113347,0.01814018104608642
58880.12,0.7032897000000009,0.023115262629267205,g,i,g-i,Siding Spring 1m,15.887535070141894,0.9788223138276744,0.02004979464929858
58881.28,0.7793897000000012,0.025889032889816407,g,i,g-i,Thacher,17.04753507013811,0.9899540130260358,0.02010524815631243
58882.32,0.7348446638122503,0.010633908030446648,g,i,g-i,Swope,18.087535070138983,0.9959362472945837,0.020212258857715288
58882.09,0.7611897000000027,0.021431591235836753,g,i,g-i,Siding Spring 1m,17.857535070135782,0.9948926753506789,0.020187958857714936
58883.12,0.7215897000000009,0.02064733451901233,g,i,g-i,Siding Spring 1m,18.887535070141894,0.9985351771543122,0.02028764280561135
58886.28,0.7110897000000005,0.0690806778385968,g,i,g-i,Thacher,22.04753507013811,1.000474160521041,0.02037961070140273
58871.35,0.6845161288423363,0.00583780780773051,g,i,g-i,Swope,7.117535070137819,0.544543166613047,0.02898378882164779
58871.32,0.6640896999999999,0.013612958297155676,g,i,g-i,Siding Spring 1m,7.087535070138983,0.5423561666131319,0.029038688821645658
58872.35,0.650242534735817,0.005663920903402436,g,i,g-i,Swope,8.11753507013782,0.6230391069336595,0.029586801847681435
58884.0,0.8032897000000023,0.023201574860340756,g,i,g-i,Siding Spring 1m,19.767535070139274,0.9997702675350697,0.020334010701402786
58872.33,0.6685897000000001,0.020048183374310906,g,i,g-i,Thacher,8.09753507014102,0.6213471069339304,0.02947340184769959
58893.29,0.5624534841326323,0.014144963768069412,g,i,g-i,Swope,29.057535070140148,1.0025771605210398,0.02051981070140267
58894.31,0.4594451994571358,0.013456596895203402,g,i,g-i,Swope,30.077535070136946,1.0028831605210387,0.020540210701402592
58895.29,0.5558035444175822,0.01664572017066247,g,i,g-i,Swope,31.057535070140148,1.0031771605210393,0.020559810701402642
58893.25,0.4541897000000006,0.025273218942786026,g,i,g-i,Thacher,29.017535070139274,1.0025651605210395,0.020519010701402655
58897.31,0.5047896999999999,0.014021110690669152,g,i,g-i,Direct/4Kx4K,33.077535070136946,1.0037831605210379,0.02060021070140255
58898.24,0.6243897000000018,0.0336172696340734,g,i,g-i,Thacher,34.00753507013724,1.0040621605210378,0.02061881070140254
58873.09,0.6970897000000011,0.013686224665421683,g,i,g-i,Siding Spring 1m,8.857535070135782,0.6889968757911796,0.03352900903812182
58903.27,0.4565685352239228,0.02220540474749328,g,i,g-i,Swope,39.03753507013607,1.005571160521036,0.020719410701402447
58904.32,0.4156850013492459,0.02147277345849843,g,i,g-i,Swope,40.08753507013898,1.0058861605210367,0.020740410701402492
58905.29,0.3397766803932498,0.017495142182903184,g,i,g-i,Swope,41.05753507014015,1.0061771605210368,0.020759810701402502
58906.28,0.2685297014753658,0.01720697532978989,g,i,g-i,Swope,42.04753507013811,1.0064741605210359,0.020779610701402447
58907.36,0.3914075101681256,0.01628127759114734,g,i,g-i,Swope,43.12753507013986,1.0067981605210363,0.020801210701402464
58876.03,0.8139896999999987,0.01559851334662685,g,i,g-i,Siding Spring 1m,11.79753507013811,0.8762138474948973,0.021803716773549458
58909.36,0.2626697779838487,0.01887008214078559,g,i,g-i,Swope,45.12753507013986,1.0073981605210358,0.020841210701402435
58903.29,0.4351897000000058,0.04173363474141678,g,i,g-i,Thacher,39.05753507014015,1.0055771605210373,0.020719810701402528
58911.2,0.3631464140627685,0.02441474964033008,g,i,g-i,Swope,46.967535070136364,1.0079501605210341,0.02087801070140234
58912.27,0.35165607748218974,0.02360254223595408,g,i,g-i,Swope,48.03753507013607,1.008271160521034,0.02089941070140232
58876.29,0.9635897,0.042803939176201934,g,i,g-i,Thacher,12.057535070140148,0.8869876168336619,0.021537180981964055
58859.05,-0.14491029999999938,0.014223672867051548,g,i,g-i,Siding Spring 1m,-5.182464929857815,-0.2048728531137421,0.036565557916691985
58859.3,-0.16601029999999994,0.014082355566626582,g,i,g-i,Siding Spring 1m,-4.932464929857815,-0.18974860932593146,0.03636806779119825
58859.69,-0.16551029999999933,0.014605218268824318,g,i,g-i,Siding Spring 1m,-4.542464929858397,-0.16615478901698216,0.03605998319542849
58861.05,-0.20071030000000079,0.013202768753144105,g,i,g-i,Siding Spring 1m,-3.182464929857815,-0.08387890281125723,0.034985636912742125
58861.29,-0.15271029999999897,0.012779401008314048,g,i,g-i,Siding Spring 1m,-2.9424649298598524,-0.06935962877508228,0.034796046392269755
58861.35,-0.35291030000000134,0.011929500049142863,g,i,g-i,Siding Spring 1m,-2.8824649298621807,-0.0657298102661486,0.0347486487621531
58856.37,-0.12801029999999614,0.04037711378887794,g,i,g-i,Siding Spring 1m,-7.862464929858106,-0.36700474651908943,0.03868265206198502
58856.41,-0.3884103000000003,0.030237624682669665,g,i,g-i,Siding Spring 1m,-7.822464929857233,-0.3645848675129869,0.03865105364190533
58857.3,-0.4128102999999985,0.023180040364287474,g,i,g-i,Siding Spring 1m,-6.932464929857815,-0.31074255962841635,0.03794798879514811
58857.32,-0.27751029999999766,0.020935970968885033,g,i,g-i,Siding Spring 1m,-6.912464929861017,-0.3095326201255852,0.03793218958511114
58857.35,-0.16621029999999948,0.020082614084824615,g,i,g-i,Siding Spring 1m,-6.882464929862181,-0.3077177108711183,0.03790849077005281
58857.72,0.06068969999999929,0.02589038304583373,g,i,g-i,Siding Spring 1m,-6.512464929859561,-0.2853338300650002,0.03761620538432002
58862.53,-0.24231030000000153,0.03060249895220968,g,i,g-i,Thacher,-1.7024649298618897,0.00565662041233507,0.03381649536982245
58858.3,-0.22821030000000064,0.016072127457184903,g,i,g-i,Siding Spring 1m,-5.932464929857815,-0.25024558447717393,0.037158028293173176
58864.34,-0.1224103000000003,0.023224040694504434,g,i,g-i,Thacher,0.10753507013578201,0.11515614543594302,0.03238666686124967
58858.31,-0.190710300000001,0.015176070123717753,g,i,g-i,Siding Spring 1m,-5.922464929863054,-0.24964061472597843,0.03715012868815757
58858.34,-0.10041030000000184,0.017271729505176834,g,i,g-i,Siding Spring 1m,-5.892464929864218,-0.24782570547151156,0.03712642987309924
58867.35,0.09938969999999969,0.021515801129634835,g,i,g-i,Thacher,3.1175350701378193,0.2963247951100762,0.027146102332667694
58867.4,0.20848969999999944,0.011459188356545958,g,i,g-i,Siding Spring 1m,3.1675350701407297,0.2992547951102468,0.027098298697394455
58869.27,0.3277897000000003,0.012054594720076606,g,i,g-i,Siding Spring 1m,5.037535070136073,0.40895901070115076,0.02892990468536262
58869.36,0.36078969999999977,0.012422282629484752,g,i,g-i,Siding Spring 1m,5.1275350701398565,0.4143621977154054,0.029099948581161533
58873.4,0.7902897000000006,0.02045618408403669,g,i,g-i,Thacher,9.16753507014073,0.7155864887375116,0.030767809310617796
58874.29,0.7951896999999999,0.023021631936289772,g,i,g-i,Thacher,10.057535070140148,0.7819427198620259,0.02560612296705019
58875.38,0.917100547018812,0.009438220171197503,g,i,g-i,Swope,11.147535070136655,0.8458114490980104,0.02269567432866359
58876.36,0.8749528371853028,0.009223882046080024,g,i,g-i,Swope,12.127535070139857,0.8897490282564964,0.021472307735471333
58877.03,0.8415897000000001,0.01665271746712821,g,i,g-i,Siding Spring 1m,12.79753507013811,0.9137393362724747,0.02095215220441023
58878.34,0.9029896999999991,0.01665271746712821,g,i,g-i,Siding Spring 1m,14.107535070135782,0.9491477180359736,0.02032302877755655
58870.27,0.33518969999999904,0.012779401008314048,g,i,g-i,Siding Spring 1m,6.037535070136073,0.4708140315027359,0.03016273376753402
58883.38,0.38698571341278054,0.009223882046080024,g,V,g-V,Swope,19.147535070136655,0.5344889298597266,0.01224047693386857
58884.37,0.4478165734134052,0.01204491593993081,g,V,g-V,Swope,20.137535070141894,0.5323377693386737,0.011989955531061686
58869.35,0.4414688582790518,0.00500799361021947,g,V,g-V,Swope,5.117535070137819,0.33447137422836115,0.020245563354719782
58875.38,0.5570371976442008,0.010003999200319788,g,V,g-V,Swope,11.147535070136655,0.5178678322644895,0.01183030903807677
58869.35,1.1466037746528563,0.007076722405181623,B,r,B-r,Swope,5.117535070137819,0.8557976371942416,0.021596991406811632
58884.37,0.36923876338750006,0.010633908030446648,V,r,V-r,Swope,19.37761523046356,0.37315642284569533,0.015542669338675506
58869.35,0.10786210985210865,0.00583780780773051,V,r,V-r,Swope,4.357615230459487,0.16031418036068182,0.0194697537074207
58880.29,0.03732289999999949,0.02317728597139874,r,i,r-i,Thacher,14.664348697398964,0.08435749118238497,0.013607351382765908
58881.28,0.020822900000000644,0.020658536172003996,r,i,r-i,Thacher,15.654348697396927,0.08862034156313435,0.013673533947895878
58882.32,0.02140430278900496,0.010633908030446648,r,i,r-i,Swope,16.6943486973978,0.09212226260521943,0.013672649539078065
58883.37,-0.008611229030067946,0.01029951455166696,r,i,r-i,Swope,17.74434869740071,0.09487748549099563,0.013587598156311916
58885.35,-0.02924255189559055,0.012533156027114566,r,i,r-i,Swope,19.724348697396636,0.09856727258517306,0.013232079799598773
58886.28,0.013022900000001059,0.03320313834398783,r,i,r-i,Thacher,20.654348697396927,0.0999092221242516,0.013009796312624743
58880.12,-0.04747710000000005,0.02148053485414176,r,i,r-i,Siding Spring 1m,14.49434869740071,0.08351579486976962,0.01359083486974007
58882.09,-0.007077100000000058,0.017703427827683384,r,i,r-i,Siding Spring 1m,16.4643486973946,0.0914213314228451,0.013679549539078161
58890.28,0.05682290000000023,0.07401470856485211,r,i,r-i,Thacher,24.654348697396927,0.10566922212425173,0.012049796312624768
58883.12,0.07262289999999894,0.01834149817790237,r,i,r-i,Siding Spring 1m,17.49434869740071,0.09428152128257976,0.013615165130259928
58892.27,0.03722290000000328,0.036528350130412376,r,i,r-i,Thacher,26.64434869739489,0.10853482212424886,0.01157219631262527
58893.29,0.0827019296265803,0.011665333257134043,r,i,r-i,Swope,27.664348697398964,0.11000362212425475,0.011327396312624298
58894.31,-0.02222998521516928,0.011665333257134043,r,i,r-i,Swope,28.684348697395762,0.11147242212425018,0.011082596312625072
58893.25,0.06382290000000168,0.024832251675593123,r,i,r-i,Thacher,27.62434869739809,0.1099460221242535,0.011336996312624508
58894.26,0.048122900000002744,0.025658749265114144,r,i,r-i,Thacher,28.634348697400128,0.11140042212425647,0.011094596312624026
58898.24,0.2251228999999988,0.028808366416025664,r,i,r-i,Thacher,32.61434869739605,0.11713162212425073,0.010139396312625028
58873.09,-0.12987709999999986,0.01193360548488168,r,i,r-i,Siding Spring 1m,7.464348697394598,-0.012709710436879238,0.021324422713427764
58873.1,-0.01467710000000011,0.0123859175068502,r,i,r-i,Siding Spring 1m,7.4743486973966355,-0.012422310436820686,0.021276722713418048
58902.26,-0.031077099999997415,0.05256515835427484,r,i,r-i,Thacher,36.63434869740013,0.12292042212425672,0.009174596312624074
58903.27,0.07019321635446829,0.029207533274824785,r,i,r-i,Swope,37.64434869739489,0.12437482212424922,0.008932196312625339
58904.32,-0.03331055790129511,0.02147277345849843,r,i,r-i,Swope,38.6943486973978,0.12588682212425345,0.008680196312624646
58903.29,0.22292290000000392,0.03867560069203828,r,i,r-i,Thacher,37.664348697398964,0.12440362212425507,0.008927396312624361
58907.36,0.031697982068092045,0.014424978336205475,r,i,r-i,Swope,41.73434869739867,0.1302644221242548,0.007950596312624455
58908.3,-0.05726310947087754,0.019699746191258326,r,i,r-i,Swope,42.674348697401,0.13161802212425816,0.007724996312623903
58876.03,0.004522900000001329,0.013798957544137106,r,i,r-i,Siding Spring 1m,10.404348697396927,0.04764560012027063,0.014109020120238644
58876.34,0.09302289999999758,0.02241454522246647,r,i,r-i,Siding Spring 1m,10.714348697394598,0.05181936793586924,0.013881106372745618
58911.2,-0.021187874796119388,0.021542516101885536,r,i,r-i,Swope,45.57434869739518,0.13579402212424987,0.007028996312625318
58876.29,0.1351229000000007,0.034239453355595424,r,i,r-i,Thacher,10.664348697398964,0.05116436793592643,0.013914606372742694
58858.31,-0.24247710000000033,0.01447105335040953,r,i,r-i,Siding Spring 1m,-7.315651302604238,-0.11644903076025054,0.037438748850966846
58858.34,-0.1888771000000009,0.016655683181725032,r,i,r-i,Siding Spring 1m,-7.285651302605402,-0.11633802854021044,0.03736974747094192
58884.0,0.0569229,0.02074629749738481,r,i,r-i,Siding Spring 1m,18.37434869739809,0.09623469739479618,0.013499664208416305
58859.05,-0.09197709999999937,0.013468879670054165,r,i,r-i,Siding Spring 1m,-6.575651302598999,-0.11371097599913596,0.035736714810273976
58859.3,-0.2267771000000014,0.012900040976341799,r,i,r-i,Siding Spring 1m,-6.325651302598999,-0.11278595749876597,0.035161703310043965
58871.35,-0.16342682703894162,0.00583780780773051,r,i,r-i,Swope,5.7243486973966355,-0.05917989880958337,0.01978651890180091
58859.69,-0.21897710000000004,0.013871217731345722,r,i,r-i,Siding Spring 1m,-5.935651302599581,-0.11134292863819092,0.03426468536968649
58860.05,-0.17597710000000077,0.012017110119646044,r,i,r-i,Siding Spring 1m,-5.575651302598999,-0.11001090199765598,0.03343666880935394
58860.08,-0.23087709999999895,0.010835640580464066,r,i,r-i,Siding Spring 1m,-5.545651302600163,-0.10989989977761588,0.03336766742932902
58871.34,-0.10537710000000011,0.016433237115674945,r,i,r-i,Thacher,5.714348697394598,-0.059372878124252036,0.019801481727455238
58861.05,-0.1584771000000007,0.012017110119646044,r,i,r-i,Siding Spring 1m,-4.575651302598999,-0.106310827996176,0.031136622808433913
58861.29,-0.23327709999999868,0.011243262811590748,r,i,r-i,Siding Spring 1m,-4.335651302601036,-0.10542281023582833,0.030584611768217793
58861.35,-0.30077710000000124,0.011243262811590748,r,i,r-i,Siding Spring 1m,-4.2756513026033645,-0.10520080579574816,0.030446609008167945
58864.31,-0.21607710000000147,0.04295826950192471,r,i,r-i,Siding Spring 1m,-1.3156513026042376,-0.09424858675137064,0.02363847284544667
58872.35,-0.14677740358227176,0.004481071300481529,r,i,r-i,Swope,6.7243486973966355,-0.03526230050495545,0.02142508938678717
58872.33,-0.05567710000000048,0.019966629571612653,r,i,r-i,Thacher,6.704348697399837,-0.035840904072000634,0.021292948645321018
58865.46,-0.12737710000000035,0.04616156300960779,r,i,r-i,Thacher,-0.16565130260278238,-0.08999350164966329,0.020993419944385288
58856.37,-0.5310770999999992,0.04011748513753069,r,i,r-i,Siding Spring 1m,-9.25565130259929,-0.1236271743231034,0.04190083809274032
58856.41,-0.256677100000001,0.031502542940689666,r,i,r-i,Siding Spring 1m,-9.215651302598417,-0.12347917136304096,0.04180883625270151
58856.74,-0.2693770999999998,0.05470299322203481,r,i,r-i,Siding Spring 1m,-8.885651302603947,-0.12225814694257303,0.04104982107241062
58857.32,-0.23277709999999807,0.020430690971428158,r,i,r-i,Siding Spring 1m,-8.3056513026022,-0.12011210402170819,0.039715794391872984
58862.37,-0.11737710000000057,0.010835640580464066,r,i,r-i,Siding Spring 1m,-3.25565130259929,-0.1014267303142235,0.028100562087220147
58857.35,-0.19057709999999872,0.01901079672712308,r,i,r-i,Siding Spring 1m,-8.275651302603364,-0.12000110180166809,0.039646793011848064
58864.34,-0.13937709999999903,0.021019727901426272,r,i,r-i,Thacher,-1.2856513026054017,-0.09413758453133055,0.023569471465421748
58857.72,0.011222899999999925,0.024441970981489942,r,i,r-i,Siding Spring 1m,-7.905651302600745,-0.1186320744211108,0.03879577599150162
58866.31,-0.1576771000000008,0.012900040976341799,r,i,r-i,Siding Spring 1m,0.6843486973957624,-0.08741627741823452,0.01917840709258346
58867.35,-0.17387710000000034,0.020384785052582597,r,i,r-i,Thacher,1.7243486973966355,-0.08621801591182235,0.018430359835672285
58867.3,-0.20337710000000087,0.011243262811590748,r,i,r-i,Siding Spring 1m,1.6743486974010011,-0.08625343042484529,0.0184135646092203
58867.4,-0.12997709999999962,0.010266987014309448,r,i,r-i,Siding Spring 1m,1.774348697399546,-0.08618301591182032,0.018455859835673768
58869.27,-0.08167710000000028,0.010835640580464066,r,i,r-i,Siding Spring 1m,3.6443486973948893,-0.0823208258957911,0.021300114897795715
58869.36,-0.18247709999999984,0.011243262811590748,r,i,r-i,Siding Spring 1m,3.734348697398673,-0.08187020800799515,0.021407661619242593
58873.4,-0.07497709999999991,0.01621520832428615,r,i,r-i,Thacher,7.774348697399546,-0.0041207834776283425,0.019945022905791886
58874.29,-0.008977099999999183,0.022546245879303223,r,i,r-i,Thacher,8.664348697398964,0.017236826020129745,0.016957345951892744
58875.26,-0.025677099999999342,0.0123859175068502,r,i,r-i,Siding Spring 1m,9.634348697400128,0.03578443262934815,0.014987104388769814
58876.36,-0.05737483210967298,0.007815369473031915,r,i,r-i,Swope,10.734348697398673,0.05207549635275504,0.013868807294586808
58877.03,-0.012977100000000519,0.014332162840269409,r,i,r-i,Siding Spring 1m,11.404348697396927,0.06002471915834016,0.013566611903806954
58878.34,0.06082289999999979,0.013871217731345722,r,i,r-i,Siding Spring 1m,12.714348697394598,0.07220685563126102,0.01342996697394789
58870.27,-0.17307710000000043,0.011243262811590748,r,i,r-i,Siding Spring 1m,4.644348697394889,-0.07487938380761418,0.0215577351983967
58882.33,1.0480044210728838,0.007815369473031915,B,V,B-V,Swope,18.09753507014102,1.0238447895791538,0.015393270541081543
58883.38,0.9886219620702015,0.010003999200319788,B,V,B-V,Swope,19.147535070136655,1.01794478957918,0.014557673346696142
58885.37,1.0028424020981106,0.012731064370271612,B,V,B-V,Swope,21.137535070141894,1.0063047895791497,0.013128900100199271
58893.3,0.8883665870921291,0.014215484515133436,B,V,B-V,Swope,29.067535070142185,0.9587247895791537,0.007498600100199154
58904.34,0.7523511493505559,0.01720697532978989,B,V,B-V,Swope,40.10753507013578,0.8924847895792004,-0.0003397998997961768
58906.29,0.757519806068256,0.018029975041580017,B,V,B-V,Swope,42.05753507014015,0.8807847895791757,-0.0017242998997992545
58908.32,0.7477577853342474,0.019725110899561433,B,V,B-V,Swope,44.08753507013898,0.8686047895791842,-0.003165599899798404
58909.37,0.7185605797206449,0.014215484515133436,B,V,B-V,Swope,45.137535070141894,0.8623047895791676,-0.003911099899800458
58910.26,0.6845650912472578,0.01941854783448021,B,V,B-V,Swope,46.02753507014131,0.8569647895791717,-0.0045429998998000355
58911.21,0.7700131852683363,0.01887008214078559,B,V,B-V,Swope,46.9775350701384,0.8512647895791898,-0.005217499899797959
58912.28,0.6625052703203025,0.01941854783448021,B,V,B-V,Swope,48.04753507013811,0.8448447895791924,-0.005977199899797739
58921.26,0.4038864999999987,0.10108846731452598,B,V,B-V,Direct/4Kx4K,57.02753507014131,0.7909647895791798,-0.012352999899799912
58923.29,0.4714864999999975,0.027126897371428142,B,V,B-V,Direct/4Kx4K,59.05753507014015,0.7787847895791884,-0.013794299899799061
58861.25,0.5221865000000001,0.1386004328997568,B,V,B-V,Swift,-2.9824649298607255,0.28113699559391403,0.02933177952990315
58869.35,1.0387416648007477,0.00583780780773051,B,V,B-V,Swope,5.117535070137819,0.6768031849297393,0.012852695919840737
58870.32,1.0958723776721744,0.00860697391653988,B,V,B-V,Swope,6.087535070138983,0.7242161849297962,0.012759583767534746
58871.36,1.119811052457413,0.006714164132637722,B,V,B-V,Swope,7.1275350701398565,0.775042184929839,0.013428558420841254
58872.36,1.109608466162678,0.004481071300481529,B,V,B-V,Swope,8.127535070139857,0.8239221849298389,0.014723289410820973
