Age,logZ/Zsol,margLike,Prob
0.0580954773869346,-1.7386934673366834,2490.9809162590836,8.813330429665566e+63
0.0580954773869346,-1.728643216080402,2438.110366659461,8.82721678318645e+63
0.0580954773869346,-1.7185929648241207,2385.239817059843,8.826924507650849e+63
0.0580954773869346,-1.7085427135678393,2332.369267460224,8.813066278920197e+63
0.0580954773869346,-1.6984924623115578,2279.4987178606034,8.786290305579423e+63
0.0580954773869346,-1.6884422110552764,2226.628168260984,8.747272343359548e+63
0.0580954773869346,-1.678391959798995,2173.7576186613637,8.696708244101444e+63
0.0580954773869346,-1.6683417085427137,2120.887069061745,8.635307069982875e+63
0.0580954773869346,-1.6582914572864322,2068.016519462124,8.56378479079467e+63
0.0580954773869346,-1.6482412060301508,2015.145969862504,8.482858570775834e+63
0.0580954773869346,-1.6381909547738691,1962.2754202628862,8.393241641882827e+63
0.0580954773869346,-1.628140703517588,1909.4048706632661,8.295638752259339e+63
0.0580954773869346,-1.6180904522613069,1856.5343210636456,8.190742172031542e+63
0.0580954773869346,-1.608040201005025,1803.6637714640256,8.079228233231051e+63
0.0580954773869346,-1.5979899497487438,1750.7932218644055,7.961754376542736e+63
0.0580954773869346,-1.5879396984924623,1697.9226722647863,7.83895667454991e+63
0.0580954773869346,-1.5778894472361809,1645.0521226651645,7.711447799075203e+63
0.0580954773869346,-1.5678391959798996,1592.1815730655471,7.579815398977674e+63
0.0580954773869346,-1.557788944723618,1539.3110234659257,7.44462085423411e+63
0.0580954773869346,-1.5477386934673367,1486.4404738663075,7.306398372199392e+63
0.0580954773869346,-1.5376884422110553,1433.5699242666888,7.165654392510759e+63
0.0580954773869346,-1.5276381909547738,1380.6993746670673,7.022867268057489e+63
0.0580954773869346,-1.5175879396984926,1327.8288250674477,6.878487190729238e+63
0.0580954773869346,-1.507537688442211,1274.9582754678268,6.732936332173496e+63
0.0580954773869346,-1.4974874371859297,1216.5149308897198,6.618825202504575e+63
0.0580954773869346,-1.4874371859296482,1141.3532013761492,6.581306133277968e+63
0.0580954773869346,-1.4773869346733668,1066.1914718625794,6.513749916063231e+63
0.0580954773869346,-1.4673366834170856,991.0297423490106,6.418662694548782e+63
0.0580954773869346,-1.457286432160804,915.8680128354354,6.298745624718631e+63
0.0580954773869346,-1.4472361809045229,840.7062833218683,6.156817905885223e+63
0.0580954773869346,-1.4371859296482412,765.5445538082959,5.995747147175726e+63
0.0580954773869346,-1.4271356783919598,690.3828242947257,5.8183881166154226e+63
0.0580954773869346,-1.4170854271356783,615.2210947811564,5.6275304192841845e+63
0.0580954773869346,-1.4070351758793969,540.0593652675834,5.425855226607796e+63
0.0580954773869346,-1.3969849246231156,464.8976357540132,5.2159008347970405e+63
0.0580954773869346,-1.3869346733668342,389.7359062404412,5.0000365654794466e+63
0.0580954773869346,-1.3768844221105527,314.5741767268719,4.780444330455144e+63
0.0580954773869346,-1.3668341708542715,239.41244721330168,4.559107057435029e+63
0.0580954773869346,-1.3567839195979898,164.25071769972965,4.337803105249739e+63
0.0580954773869346,-1.3467336683417086,89.0889881861599,4.118105775501596e+63
0.0580954773869346,-1.3366834170854272,13.927258672590597,3.901387043190489e+63
0.0580954773869346,-1.3266331658291457,-61.23447084098234,3.6888246723779534e+63
0.0580954773869346,-1.3165829145728645,-136.39620035455118,3.481411946252532e+63
0.0580954773869346,-1.3065326633165828,-211.55792986812276,3.279969316976948e+63
0.0580954773869346,-1.2964824120603016,-286.71965938169296,3.0851573635391725e+63
0.0580954773869346,-1.28643216080402,-361.88138889526317,2.8974905307781308e+63
0.0580954773869346,-1.276381909547739,-437.04311840883565,2.7173512061678503e+63
0.0580954773869346,-1.2663316582914574,-512.204847922404,2.5450037701540875e+63
0.0580954773869346,-1.2562814070351758,-587.366577435977,2.380608329009396e+63
0.0580954773869346,-1.2462311557788943,-680.2042919812775,2.1940255773095856e+63
0.0580954773869346,-1.236180904522613,-802.5019815794658,1.974514328568945e+63
0.0580954773869346,-1.2261306532663316,-924.7996711776559,1.7755112225129982e+63
0.0580954773869346,-1.2160804020100502,-1047.0973607758433,1.5955111273782573e+63
0.0580954773869346,-1.2060301507537687,-1169.3950503740311,1.4330208721781374e+63
0.0580954773869346,-1.1959798994974875,-1291.6927399722185,1.2865869003484932e+63
0.0580954773869346,-1.185929648241206,-1413.9904295704055,1.154815080122596e+63
0.0580954773869346,-1.1758793969849246,-1536.2881191685938,1.0363841562249167e+63
0.0580954773869346,-1.1658291457286432,-1658.585808766782,9.30054135321919e+62
0.0580954773869346,-1.1557788944723617,-1780.8834983649713,8.346707085384693e+62
0.0580954773869346,-1.1457286432160805,-1903.181187963155,7.491666368290437e+62
0.0580954773869346,-1.135678391959799,-2025.4788775613447,6.725608639611324e+62
0.0580954773869346,-1.1256281407035176,-2147.7765671595307,6.039559795682363e+62
0.0580954773869346,-1.115577889447236,-2270.0742567577227,5.4253453161127685e+62
0.0580954773869346,-1.105527638190955,-2392.37194635591,4.875545829344806e+62
0.0580954773869346,-1.0954773869346734,-2514.6696359540956,4.383448190100111e+62
0.0580954773869346,-1.085427135678392,-2636.9673255522835,3.942994416636015e+62
0.0580954773869346,-1.0753768844221103,-2759.265015150474,3.548730246598791e+62
0.0580954773869346,-1.065326633165829,-2881.5627047486596,3.1957545961506775e+62
0.0580954773869346,-1.0552763819095476,-3003.8603943468506,2.879670830206975e+62
0.0580954773869346,-1.0452261306532664,-3126.1580839450344,2.5965404559078915e+62
0.0580954773869346,-1.035175879396985,-3248.4557735432245,2.3428396225638805e+62
0.0580954773869346,-1.0251256281407035,-3370.7534631414114,2.115418636866159e+62
0.0580954773869346,-1.015075376884422,-3493.051152739601,1.9114645715582276e+62
0.0580954773869346,-1.0050251256281406,-3615.3488423377885,1.7284669501307167e+62
0.0580954773869346,-0.9949748743718594,-3734.4117612955606,1.5307800997008778e+62
0.0580954773869346,-0.984924623115578,-3850.2399096129266,1.3264361628949905e+62
0.0580954773869346,-0.9748743718592964,-3966.0680579302907,1.1488221133691813e+62
0.0580954773869346,-0.964824120603015,-4081.8962062476567,9.946243878375889e+61
0.0580954773869346,-0.9547738693467336,-4197.724354565023,8.608930034717239e+61
0.0580954773869346,-0.9447236180904524,-4313.552502882385,7.450131703495056e+61
0.0580954773869346,-0.9346733668341708,-4429.38065119975,6.446761535382954e+61
0.0580954773869346,-0.9246231155778896,-4545.208799517117,5.578503966770515e+61
0.0580954773869346,-0.914572864321608,-4661.036947834482,4.82753625238816e+61
0.0580954773869346,-0.9045226130653266,-4776.865096151846,4.178264143995124e+61
0.0580954773869346,-0.8944723618090451,-4892.693244469212,3.6170752464757933e+61
0.0580954773869346,-0.8844221105527639,-5008.521392786573,3.132111694516738e+61
0.0580954773869346,-0.8743718592964824,-5124.3495411039385,2.7130627573129544e+61
0.0580954773869346,-0.864321608040201,-5240.177689421304,2.3509772272977598e+61
0.0580954773869346,-0.8542713567839195,-5356.00583773867,2.038094922957883e+61
0.0580954773869346,-0.8442211055276381,-5471.833986056036,1.7676962858493187e+61
0.0580954773869346,-0.8341708542713568,-5587.662134373399,1.5339688368907704e+61
0.0580954773869346,-0.8241206030150754,-5703.490282690766,1.3318891433960516e+61
0.0580954773869346,-0.8140703517587939,-5819.318431008129,1.1571189092097528e+61
0.0580954773869346,-0.8040201005025125,-5935.146579325494,1.005913814441738e+61
0.0580954773869346,-0.793969849246231,-6050.974727642861,8.750437820480566e+60
0.0580954773869346,-0.7839195979899498,-6166.802875960222,7.617234231286935e+60
0.0580954773869346,-0.7738693467336684,-6282.631024277587,6.635515016812663e+60
0.0580954773869346,-0.7638190954773869,-6398.459172594951,5.784583555390079e+60
0.0580954773869346,-0.7537688442211055,-6514.287320912319,5.046603081755464e+60
0.0580954773869346,-0.743718592964824,-6582.614582592191,4.0673326902583424e+60
0.0580954773869346,-0.7336683417085428,-6622.441312289571,3.109136276605025e+60
0.0580954773869346,-0.7236180904522613,-6662.268041986953,2.362392288165235e+60
0.0580954773869346,-0.7135678391959799,-6702.094771684331,1.784582559759199e+60
0.0580954773869346,-0.7035175879396984,-6741.921501381711,1.3405489533695928e+60
0.0580954773869346,-0.693467336683417,-6781.74823107909,1.0015623076499556e+60
0.0580954773869346,-0.6834170854271358,-6821.574960776468,7.444047974422147e+59
0.0580954773869346,-0.6733668341708543,-6861.40169047385,5.505054626869758e+59
0.0580954773869346,-0.6633165829145728,-6901.228420171228,4.05153387351757e+59
0.0580954773869346,-0.6532663316582914,-6941.05514986861,2.9680107122177217e+59
0.0580954773869346,-0.64321608040201,-6980.881879565992,2.1646168528054897e+59
0.0580954773869346,-0.6331658291457287,-7020.708609263369,1.571977241438351e+59
0.0580954773869346,-0.6231155778894473,-7060.535338960752,1.1369458978439665e+59
0.0580954773869346,-0.6130653266331658,-7100.362068658133,8.191038044416946e+58
0.0580954773869346,-0.6030150753768844,-7140.188798355513,5.879217656964939e+58
0.0580954773869346,-0.5929648241206029,-7180.0155280528925,4.2049032236496227e+58
0.0580954773869346,-0.5829145728643217,-7219.842257750271,2.9972386004997816e+58
0.0580954773869346,-0.5728643216080402,-7259.668987447649,2.1295458690071729e+58
0.0580954773869346,-0.5628140703517588,-7299.49571714503,1.508422898420487e+58
0.0580954773869346,-0.5527638190954773,-7339.3224468424105,1.0653646318279723e+58
0.0580954773869346,-0.5427135678391959,-7379.14917653979,7.503771765354017e+57
0.0580954773869346,-0.5326633165829147,-7418.975906237168,5.2714831102853375e+57
0.0580954773869346,-0.5226130653266332,-7458.8026359345495,3.694214455611068e+57
0.0580954773869346,-0.5125628140703518,-7498.629365631929,2.5829156847330297e+57
0.0580954773869346,-0.5025125628140703,-7538.456095329309,1.802015438524783e+57
0.0580954773869346,-0.4924623115577888,-7513.543434337789,1.575716057628645e+57
0.0580954773869346,-0.4824120603015074,-7467.050976449969,1.4854823240691048e+57
0.0580954773869346,-0.4723618090452262,-7420.55851856215,1.3996471704896233e+57
0.0580954773869346,-0.4623115577889447,-7374.066060674326,1.3180406140226387e+57
0.0580954773869346,-0.4522613065326633,-7327.573602786504,1.2404969889018814e+57
0.0580954773869346,-0.4422110552763818,-7281.081144898687,1.1668549361320398e+57
0.0580954773869346,-0.4321608040201004,-7234.588687010868,1.0969573888409181e+57
0.0580954773869346,-0.4221105527638191,-7188.096229123046,1.0306515534184293e+57
0.0580954773869346,-0.4120603015075377,-7141.603771235225,9.677888865525988e+56
0.0580954773869346,-0.4020100502512562,-7095.111313347404,9.082250682790019e+56
0.0580954773869346,-0.3919597989949748,-7048.618855459581,8.518199711649294e+56
0.0580954773869346,-0.3819095477386933,-7002.1263975717575,7.984376257552927e+56
0.0580954773869346,-0.3718592964824121,-6955.633939683944,7.479461824122025e+56
0.0580954773869346,-0.3618090452261306,-6909.141481796121,7.002178696841499e+56
0.0580954773869346,-0.3517587939698492,-6862.6490239083,6.551289493455649e+56
0.0580954773869346,-0.3417085427135677,-6816.156566020479,6.125596682509063e+56
0.0580954773869346,-0.3316582914572863,-6769.664108132657,5.723942071510614e+56
0.0580954773869346,-0.3216080402010051,-6723.171650244838,5.3452062662294055e+56
0.0580954773869346,-0.3115577889447236,-6676.6791923570145,4.9883081026568285e+56
0.0580954773869346,-0.3015075376884422,-6630.186734469197,4.6522040531944285e+56
0.0580954773869346,-0.2914572864321607,-6583.6942765813765,4.335887608644381e+56
0.0580954773869346,-0.2814070351758793,-6537.201818693553,4.038388637593998e+56
0.0580954773869346,-0.271356783919598,-6490.7093608057385,3.7587727247995427e+56
0.0580954773869346,-0.2613065326633166,-6444.216902917913,3.4961404901795638e+56
0.0580954773869346,-0.2512562814070351,-6397.724445030095,3.2496268900305e+56
0.0580954773869346,-0.2412060301507537,-6356.144625336806,3.902071001494195e+56
0.0580954773869346,-0.2311557788944722,-6315.2666110998825,4.860270142770165e+56
0.0580954773869346,-0.221105527638191,-6274.388596862956,6.053469695837893e+56
0.0580954773869346,-0.2110552763819095,-6233.51058262603,7.5390080636939445e+56
0.0580954773869346,-0.2010050251256281,-6192.632568389105,9.388078240552972e+56
0.0580954773869346,-0.1909547738693466,-6151.7545541521795,1.1689024418302478e+57
0.0580954773869346,-0.1809045226130652,-6110.876539915254,1.4551405463107942e+57
0.0580954773869346,-0.170854271356784,-6069.998525678328,1.8110997956269612e+57
0.0580954773869346,-0.1608040201005025,-6029.120511441403,2.253594860004947e+57
0.0580954773869346,-0.1507537688442211,-5988.242497204478,2.8034330326155944e+57
0.0580954773869346,-0.1407035175879396,-5947.364482967552,3.486340973733707e+57
0.0580954773869346,-0.1306532663316582,-5906.4864687306235,4.3340997074697496e+57
0.0580954773869346,-0.1206030150753769,-5865.6084544936975,5.385932544799963e+57
0.0580954773869346,-0.1105527638190955,-5824.730440256772,6.690199551315786e+57
0.0580954773869346,-0.100502512562814,-5783.852426019849,8.306462725645162e+57
0.0580954773869346,-0.0904522613065326,-5742.974411782923,1.0307998437066841e+58
0.0580954773869346,-0.0804020100502511,-5702.096397545996,1.2784848137745703e+58
0.0580954773869346,-0.0703517587939699,-5661.218383309073,1.584751517827885e+58
0.0580954773869346,-0.0603015075376884,-5620.34036907215,1.9631434982679515e+58
0.0580954773869346,-0.050251256281407,-5579.462354835223,2.430236814402121e+58
0.0580954773869346,-0.0402010050251255,-5538.584340598295,3.0062891429688876e+58
0.0580954773869346,-0.0301507537688441,-5497.70632636137,3.716019044277196e+58
0.0580954773869346,-0.0201005025125626,-5456.82831212444,4.58953899177829e+58
0.0580954773869346,-0.0100502512562814,-5415.950297887519,5.663469338324268e+58
0.0580954773869346,0.0,-5375.072283650594,6.982264311281324e+58
0.0595979899497487,-2.0,3483.4237344578896,1.0575713383227193e+64
0.0595979899497487,-1.9899497487437183,3445.6960054734536,1.0544995175144601e+64
0.0595979899497487,-1.979899497487437,3407.968276489016,1.0506761547776226e+64
0.0595979899497487,-1.969849246231156,3370.2405475045807,1.046137755356347e+64
0.0595979899497487,-1.9597989949748744,3332.5128185201434,1.0409208434720084e+64
0.0595979899497487,-1.949748743718593,3294.785089535706,1.0350618079392508e+64
0.0595979899497487,-1.9396984924623115,3257.057360551271,1.0285967621028726e+64
0.0595979899497487,-1.92964824120603,3219.329631566834,1.0215614176197454e+64
0.0595979899497487,-1.9195979899497488,3181.601902582398,1.0139909715450075e+64
0.0595979899497487,-1.9095477386934676,3143.874173597962,1.005920006131541e+64
0.0595979899497487,-1.899497487437186,3106.1464446135255,9.973824007126631e+63
0.0595979899497487,-1.8894472361809045,3068.418715629089,9.884112550119121e+63
0.0595979899497487,-1.879396984924623,3030.6909866446517,9.790388232066682e+63
0.0595979899497487,-1.8693467336683416,2992.963257660217,9.692964580644582e+63
0.0595979899497487,-1.8592964824120604,2955.23552867578,9.592145644704925e+63
0.0595979899497487,-1.849246231155779,2917.5077996913433,9.488225616710184e+63
0.0595979899497487,-1.8391959798994972,2879.780070706907,9.381488535687214e+63
0.0595979899497487,-1.829145728643216,2842.0523417224695,9.272208064228641e+63
0.0595979899497487,-1.8190954773869348,2804.3246127380344,9.160647333266657e+63
0.0595979899497487,-1.809045226130653,2766.5968837536,9.047058848575526e+63
0.0595979899497487,-1.798994974874372,2728.8691547691624,8.931684453213879e+63
0.0595979899497487,-1.7889447236180904,2691.1414257847255,8.814755340387895e+63
0.0595979899497487,-1.778894472361809,2653.4136968002895,8.696492111501352e+63
0.0595979899497487,-1.7688442211055275,2615.685967815852,8.577104874450716e+63
0.0595979899497487,-1.7587939698492463,2577.958238831417,8.456793377514438e+63
0.0595979899497487,-1.7487437185929648,2538.2855331199985,8.356151730708215e+63
0.0595979899497487,-1.7386934673366834,2484.997990319714,8.389285518745635e+63
0.0595979899497487,-1.728643216080402,2431.7104475194287,8.407169355464245e+63
0.0595979899497487,-1.7185929648241207,2378.4229047191448,8.410369915290922e+63
0.0595979899497487,-1.7085427135678393,2325.13536191886,8.399506701003656e+63
0.0595979899497487,-1.6984924623115578,2271.8478191185736,8.375242450547903e+63
0.0595979899497487,-1.6884422110552764,2218.5602763182883,8.33827404131728e+63
0.0595979899497487,-1.678391959798995,2165.272733518004,8.289323957646287e+63
0.0595979899497487,-1.6683417085427137,2111.985190717721,8.229132368828524e+63
0.0595979899497487,-1.6582914572864322,2058.6976479174346,8.158449848452094e+63
0.0595979899497487,-1.6482412060301508,2005.410105117148,8.078030751303032e+63
0.0595979899497487,-1.6381909547738691,1952.1225623168634,7.988627251494767e+63
0.0595979899497487,-1.628140703517588,1898.835019516579,7.890984034793766e+63
0.0595979899497487,-1.6180904522613069,1845.547476716296,7.785833629212808e+63
0.0595979899497487,-1.608040201005025,1792.2599339160097,7.673892350731907e+63
0.0595979899497487,-1.5979899497487438,1738.972391115723,7.555856835318606e+63
0.0595979899497487,-1.5879396984924623,1685.6848483154386,7.432401124130137e+63
0.0595979899497487,-1.5778894472361809,1632.3973055151541,7.304174265715412e+63
0.0595979899497487,-1.5678391959798996,1579.1097627148697,7.171798397052373e+63
0.0595979899497487,-1.557788944723618,1525.822219914582,7.035867264206216e+63
0.0595979899497487,-1.5477386934673367,1472.5346771143008,6.896945143132665e+63
0.0595979899497487,-1.5376884422110553,1419.2471343140132,6.75556612155042e+63
0.0595979899497487,-1.5276381909547738,1365.9595915137297,6.612233703742244e+63
0.0595979899497487,-1.5175879396984926,1312.6720487134448,6.467420701512308e+63
0.0595979899497487,-1.507537688442211,1259.3845059131572,6.321569376221285e+63
0.0595979899497487,-1.4974874371859297,1200.6741952284592,6.194448107739369e+63
0.0595979899497487,-1.4874371859296482,1125.6955808905132,6.109393208214039e+63
0.0595979899497487,-1.4773869346733668,1050.716966552567,6.000860807406032e+63
0.0595979899497487,-1.4673366834170856,975.7383522146224,5.8714516680066545e+63
0.0595979899497487,-1.457286432160804,900.759737876675,5.723815596142248e+63
0.0595979899497487,-1.4472361809045229,825.7811235387312,5.56059491133974e+63
0.0595979899497487,-1.4371859296482412,750.8025092007847,5.3843760716507166e+63
0.0595979899497487,-1.4271356783919598,675.8238948628386,5.197649564216158e+63
0.0595979899497487,-1.4170854271356783,600.8452805248953,5.0027778601132356e+63
0.0595979899497487,-1.4070351758793969,525.8666661869479,4.8019709926905225e+63
0.0595979899497487,-1.3969849246231156,450.8880518490041,4.5972691458287115e+63
0.0595979899497487,-1.3869346733668342,375.9094375110558,4.390531525425358e+63
0.0595979899497487,-1.3768844221105527,300.93082317311155,4.1834307254153775e+63
0.0595979899497487,-1.3668341708542715,225.95220883516913,3.977451779824468e+63
0.0595979899497487,-1.3567839195979898,150.97359449722126,3.773895105941101e+63
0.0595979899497487,-1.3467336683417086,75.99498015927793,3.57388258243319e+63
0.0595979899497487,-1.3366834170854272,1.0163658213309645,3.378366062811189e+63
0.0595979899497487,-1.3266331658291457,-73.96224851661464,3.1881376926881408e+63
0.0595979899497487,-1.3165829145728645,-148.94086285455887,3.0038414735530972e+63
0.0595979899497487,-1.3065326633165828,-223.91947719250857,2.8259855920163424e+63
0.0595979899497487,-1.2964824120603016,-298.8980915304519,2.65495510844936e+63
0.0595979899497487,-1.28643216080402,-373.87670586839704,2.491024670226184e+63
0.0595979899497487,-1.276381909547739,-448.8553202063449,2.3343709807336374e+63
0.0595979899497487,-1.2663316582914574,-523.833934544286,2.1850848149212433e+63
0.0595979899497487,-1.2562814070351758,-598.8125488822352,2.043182424886825e+63
0.0595979899497487,-1.2462311557788943,-690.7164933271638,1.881691927659201e+63
0.0595979899497487,-1.236180904522613,-810.8293212837325,1.6908737171474433e+63
0.0595979899497487,-1.2261306532663316,-930.9421492403035,1.5182440361904278e+63
0.0595979899497487,-1.2160804020100502,-1051.0549771968713,1.3624030868335376e+63
0.0595979899497487,-1.2060301507537687,-1171.1678051534418,1.2219788273135154e+63
0.0595979899497487,-1.1959798994974875,-1291.2806331100082,1.0956482291649916e+63
0.0595979899497487,-1.185929648241206,-1411.393461066577,9.821520668584995e+62
0.0595979899497487,-1.1758793969849246,-1531.5062890231488,8.803045126585139e+62
0.0595979899497487,-1.1658291457286432,-1651.6191169797148,7.889986335901478e+62
0.0595979899497487,-1.1557788944723617,-1771.731944936285,7.072087186846744e+62
0.0595979899497487,-1.1457286432160805,-1891.8447728928554,6.339902090872353e+62
0.0595979899497487,-1.135678391959799,-2011.9576008494232,5.684778643443034e+62
0.0595979899497487,-1.1256281407035176,-2132.0704288059896,5.098826764230895e+62
0.0595979899497487,-1.115577889447236,-2252.183256762561,4.574879385923893e+62
0.0595979899497487,-1.105527638190955,-2372.296084719127,4.1064478821798983e+62
0.0595979899497487,-1.0954773869346734,-2492.4089126756962,3.687674693218645e+62
0.0595979899497487,-1.085427135678392,-2612.5217406322668,3.3132850072682027e+62
0.0595979899497487,-1.0753768844221103,-2732.634568588838,2.9785388701106583e+62
0.0595979899497487,-1.065326633165829,-2852.7473965454064,2.6791847064484422e+62
0.0595979899497487,-1.0552763819095476,-2972.8602245019756,2.411414930134851e+62
0.0595979899497487,-1.0452261306532664,-3092.973052458544,2.1718240814806566e+62
0.0595979899497487,-1.035175879396985,-3213.085880415114,1.957369746589568e+62
0.0595979899497487,-1.0251256281407035,-3333.198708371683,1.7653363754282334e+62
0.0595979899497487,-1.015075376884422,-3453.311536328251,1.593302013149746e+62
0.0595979899497487,-1.0050251256281406,-3573.4243642848205,1.439107885588492e+62
0.0595979899497487,-0.9949748743718594,-3691.098696569151,1.2712619896429093e+62
0.0595979899497487,-0.984924623115578,-3806.3345331812425,1.0971735972366715e+62
0.0595979899497487,-0.9748743718592964,-3921.5703697933345,9.464394473769835e+61
0.0595979899497487,-0.964824120603015,-4036.8062064054275,8.160871394948406e+61
0.0595979899497487,-0.9547738693467336,-4152.042043017522,7.034807475918456e+61
0.0595979899497487,-0.9447236180904524,-4267.27787962961,6.062930572564129e+61
0.0595979899497487,-0.9346733668341708,-4382.513716241702,5.224774105662506e+61
0.0595979899497487,-0.9246231155778896,-4497.749552853797,4.50240069935626e+61
0.0595979899497487,-0.914572864321608,-4612.98538946589,3.880137349269388e+61
0.0595979899497487,-0.9045226130653266,-4728.221226077983,3.344326279491577e+61
0.0595979899497487,-0.8944723618090451,-4843.457062690077,2.8830939649814413e+61
0.0595979899497487,-0.8844221105527639,-4958.692899302165,2.4861395261530168e+61
0.0595979899497487,-0.8743718592964824,-5073.928735914261,2.144542768544882e+61
0.0595979899497487,-0.864321608040201,-5189.16457252635,1.8505914751840384e+61
0.0595979899497487,-0.8542713567839195,-5304.400409138444,1.5976271050468642e+61
0.0595979899497487,-0.8442211055276381,-5419.636245750537,1.3799077597800096e+61
0.0595979899497487,-0.8341708542713568,-5534.872082362628,1.1924871130280424e+61
0.0595979899497487,-0.8241206030150754,-5650.107918974722,1.0311079203733639e+61
0.0595979899497487,-0.8140703517587939,-5765.343755586811,8.921087175831575e+60
0.0595979899497487,-0.8040201005025125,-5880.579592198905,7.723423506553873e+60
0.0595979899497487,-0.793969849246231,-5995.815428810998,6.69105047684327e+60
0.0595979899497487,-0.7839195979899498,-6111.051265423089,5.800748281703838e+60
0.0595979899497487,-0.7738693467336684,-6226.287102035181,5.0325814140405735e+60
0.0595979899497487,-0.7638190954773869,-6341.522938647275,4.369437256479509e+60
0.0595979899497487,-0.7537688442211055,-6456.758775259366,3.796627795558246e+60
0.0595979899497487,-0.743718592964824,-6509.246137022852,3.1038961818224083e+60
0.0595979899497487,-0.7336683417085428,-6524.084413877171,2.434001801021412e+60
0.0595979899497487,-0.7236180904522613,-6538.9226907314915,1.8976898369145593e+60
0.0595979899497487,-0.7135678391959799,-6553.760967585812,1.4711987794095873e+60
0.0595979899497487,-0.7035175879396984,-6568.599244440128,1.1342547442256445e+60
0.0595979899497487,-0.693467336683417,-6583.437521294451,8.697500324033907e+59
0.0595979899497487,-0.6834170854271358,-6598.275798148768,6.633984959556693e+59
0.0595979899497487,-0.6733668341708543,-6613.114075003089,5.033873964721321e+59
0.0595979899497487,-0.6633165829145728,-6627.95235185741,3.8004033974553585e+59
0.0595979899497487,-0.6532663316582914,-6642.790628711729,2.855013978366743e+59
0.0595979899497487,-0.64321608040201,-6657.628905566049,2.134467776369983e+59
0.0595979899497487,-0.6331658291457287,-6672.467182420371,1.5882737658196139e+59
0.0595979899497487,-0.6231155778894473,-6687.305459274685,1.1764324422068869e+59
0.0595979899497487,-0.6130653266331658,-6702.143736129004,8.674927153594048e+58
0.0595979899497487,-0.6030150753768844,-6716.982012983328,6.369026842791906e+58
0.0595979899497487,-0.5929648241206029,-6731.8202898376485,4.6562867348782134e+58
0.0595979899497487,-0.5829145728643217,-6746.658566691965,3.39013136704373e+58
0.0595979899497487,-0.5728643216080402,-6761.496843546287,2.4584084970087168e+58
0.0595979899497487,-0.5628140703517588,-6776.335120400605,1.775834733130224e+58
0.0595979899497487,-0.5527638190954773,-6791.173397254925,1.2779444992446154e+58
0.0595979899497487,-0.5427135678391959,-6806.011674109246,9.162880935892356e+57
0.0595979899497487,-0.5326633165829147,-6820.849950963562,6.546542772722405e+57
0.0595979899497487,-0.5226130653266332,-6835.688227817883,4.6612333104552074e+57
0.0595979899497487,-0.5125628140703518,-6850.526504672205,3.3078598637188484e+57
0.0595979899497487,-0.5025125628140703,-6865.36478152652,2.3399089175990897e+57
0.0595979899497487,-0.4924623115577888,-6838.538436312682,2.05384679390189e+57
0.0595979899497487,-0.4824120603015074,-6797.823883742786,1.9375989924118868e+57
0.0595979899497487,-0.4723618090452262,-6757.109331172888,1.82698346424132e+57
0.0595979899497487,-0.4623115577889447,-6716.39477860299,1.7217818293627362e+57
0.0595979899497487,-0.4522613065326633,-6675.680226033096,1.6217814043404058e+57
0.0595979899497487,-0.4422110552763818,-6634.965673463199,1.5267751775608528e+57
0.0595979899497487,-0.4321608040201004,-6594.251120893303,1.4365617790830145e+57
0.0595979899497487,-0.4221105527638191,-6553.536568323407,1.3509454452705238e+57
0.0595979899497487,-0.4120603015075377,-6512.822015753511,1.2697359783753227e+57
0.0595979899497487,-0.4020100502512562,-6472.107463183616,1.1927487012476192e+57
0.0595979899497487,-0.3919597989949748,-6431.392910613716,1.1198044073526225e+57
0.0595979899497487,-0.3819095477386933,-6390.678358043822,1.0507293062794477e+57
0.0595979899497487,-0.3718592964824121,-6349.963805473924,9.853549649325283e+56
0.0595979899497487,-0.3618090452261306,-6309.249252904029,9.235182445994582e+56
0.0595979899497487,-0.3517587939698492,-6268.534700334135,8.65061234092871e+56
0.0595979899497487,-0.3417085427135677,-6227.820147764236,8.098311791676081e+56
0.0595979899497487,-0.3316582914572863,-6187.10559519434,7.576804084161413e+56
0.0595979899497487,-0.3216080402010051,-6146.391042624444,7.084662558481471e+56
0.0595979899497487,-0.3115577889447236,-6105.676490054547,6.620509803613292e+56
0.0595979899497487,-0.3015075376884422,-6064.961937484649,6.183016823119518e+56
0.0595979899497487,-0.2914572864321607,-6024.247384914754,5.770902173937947e+56
0.0595979899497487,-0.2814070351758793,-5983.532832344858,5.382931080350206e+56
0.0595979899497487,-0.271356783919598,-5942.818279774962,5.017914525216086e+56
0.0595979899497487,-0.2613065326633166,-5902.103727205062,4.674708320553926e+56
0.0595979899497487,-0.2512562814070351,-5861.389174635169,4.352212159535117e+56
0.0595979899497487,-0.2412060301507537,-5828.109553437703,5.223156195588128e+56
0.0595979899497487,-0.2311557788944722,-5795.892065293443,6.498435862194249e+56
0.0595979899497487,-0.221105527638191,-5763.674577149178,8.082435285453458e+56
0.0595979899497487,-0.2110552763819095,-5731.457089004918,1.0048934519877236e+57
0.0595979899497487,-0.2010050251256281,-5699.239600860657,1.2489029444464066e+57
0.0595979899497487,-0.1909547738693466,-5667.022112716396,1.551509605902831e+57
0.0595979899497487,-0.1809045226130652,-5634.8046245721325,1.926563219654457e+57
0.0595979899497487,-0.170854271356784,-5602.587136427871,2.391116199175896e+57
