wave,flux
4632.5969,2.4889649578102975e-08
4633.4975,2.4874304336659144e-08
4634.3976,2.4853409778839554e-08
4635.2978,2.4832647801916844e-08
4636.1979,2.4838972311426664e-08
4637.0981,2.4845966153222604e-08
4637.9987,2.481360334557095e-08
4638.8988,2.4784631172146173e-08
4639.799,2.4804107210870483e-08
4640.6991,2.4817629293480934e-08
4641.5992,2.481419892044603e-08
4642.4999,2.4831555845396672e-08
4643.4,2.4833386525757875e-08
4644.3002,2.4797740761089598e-08
4645.2003,2.4773404002653598e-08
4646.1004,2.4765724058828804e-08
4647.0011,2.471819459096897e-08
4647.9012,2.468126602187202e-08
4648.8013,2.470026567197567e-08
4649.7015,2.4717580947632342e-08
4650.6016,2.4718262564599788e-08
4651.5023,2.47164190061343e-08
4652.4024,2.4717431081630822e-08
4653.3025,2.4724735901786298e-08
4654.2027,2.4730855832601552e-08
4655.1028,2.4715962783735845e-08
4656.0034,2.4667036478754285e-08
4656.9036,2.46440030730785e-08
4657.8037,2.4657642343429293e-08
4658.7039,2.468605388124278e-08
4659.604,2.471561257043435e-08
4660.5046,2.4751042812476294e-08
4661.4048,2.4775160949117464e-08
4662.3049,2.4740134212970223e-08
4663.2051,2.4711183836935293e-08
4664.1052,2.469651175597016e-08
4665.0058,2.4663809674280796e-08
4665.906,2.4644042490341132e-08
4666.8061,2.4622750184845897e-08
4667.7062,2.4548841919247535e-08
4668.6064,2.4491393853563264e-08
4669.507,2.451636460572137e-08
4670.4072,2.455888830366631e-08
4671.3073,2.4587108630995545e-08
4672.2074,2.4640630287647462e-08
4673.1076,2.4659158014810606e-08
4674.0082,2.462214099852411e-08
4674.9083,2.4593778539537134e-08
4675.8085,2.4608891459883215e-08
4676.7086,2.4636540244663587e-08
4677.6088,2.4642078298814005e-08
4678.5094,2.463312409780882e-08
4679.4095,2.4591852529317945e-08
4680.3097,2.454357644437032e-08
4681.2098,2.4518638429674204e-08
4682.11,2.4502190417341565e-08
4683.0106,2.4518236615884155e-08
4683.9107,2.4536380978930278e-08
4684.8109,2.4537888174799696e-08
4685.711,2.45518989370424e-08
4686.6111,2.4562543709520192e-08
4687.5118,2.4535836333281107e-08
4688.4119,2.45114571213567e-08
4689.3121,2.453551688217409e-08
4690.2122,2.4551705532965898e-08
4691.1123,2.4516794991889512e-08
4692.013,2.449132497737509e-08
4692.9131,2.4498192395592058e-08
4693.8132,2.4515433735368273e-08
4694.7134,2.4520309860950565e-08
4695.6135,2.4520990353476856e-08
4696.5142,2.4539683409385924e-08
4697.4143,2.4556953425488635e-08
4698.3144,2.4527734851148857e-08
4699.2146,2.4458492281146803e-08
4700.1147,2.4423870805158847e-08
4701.0154,2.443203329706365e-08
4701.9155,2.4413512201213933e-08
4702.8156,2.435396295397406e-08
4703.7158,2.4288895647281918e-08
4704.6159,2.428434100456025e-08
4705.5165,2.4347849909638964e-08
4706.4167,2.4401665146485648e-08
4707.3168,2.438206774985996e-08
4708.217,2.431830008365243e-08
4709.1171,2.4289190303149536e-08
4710.0177,2.4285308689663792e-08
4710.9179,2.430689938893209e-08
4711.818,2.43701873303664e-08
4712.7182,2.4414298719572404e-08
4713.6183,2.4412339860778836e-08
4714.5189,2.437652184147776e-08
4715.4191,2.4325622412547077e-08
4716.3192,2.430962857767551e-08
4717.2193,2.4356309400256296e-08
4718.1195,2.439878799420996e-08
4719.0201,2.4374926620875135e-08
4719.9203,2.4322606622213137e-08
4720.8204,2.4321979979053545e-08
4721.7205,2.4344695692810098e-08
4722.6207,2.4329637031368148e-08
4723.5213,2.432195378018612e-08
4724.4214,2.436147390499141e-08
4725.3216,2.4378735398634683e-08
4726.2217,2.4362854858499753e-08
4727.1219,2.433538498412179e-08
4728.0225,2.4287332781012577e-08
4728.9226,2.4224395738310947e-08
4729.8228,2.4207075345482508e-08
4730.7229,2.4227484413503566e-08
4731.6231,2.4231447414622896e-08
4732.5237,2.4237895627528026e-08
4733.4238,2.4250678864408217e-08
4734.324,2.4251751823236114e-08
4735.2241,2.427434496048589e-08
4736.1243,2.4299649385436367e-08
4737.0249,2.4242914128514783e-08
4737.925,2.41684535288355e-08
4738.8252,2.419414019689506e-08
4739.7253,2.4251417002620393e-08
4740.6254,2.4259016321951004e-08
4741.5261,2.4231194755341805e-08
4742.4262,2.4203495994365157e-08
4743.3264,2.4219166066609384e-08
4744.2265,2.4271396653737947e-08
4745.1266,2.4265067871054697e-08
4746.0273,2.4210731293984487e-08
4746.9274,2.420378816061466e-08
4747.8276,2.422672457559177e-08
4748.7277,2.4231054325918043e-08
4749.6278,2.4217425260169572e-08
4750.5285,2.4206005347188283e-08
4751.4286,2.42108967465216e-08
4752.3287,2.4214238191135305e-08
4753.2289,2.420874705461692e-08
4754.129,2.419128678675855e-08
4755.0297,2.416473751252405e-08
4755.9298,2.415070307388124e-08
4756.8299,2.412570604909584e-08
4757.7301,2.4068970542366064e-08
4758.6302,2.4051671596867888e-08
4759.5308,2.4103614364731958e-08
4760.431,2.4137771505365956e-08
4761.3311,2.4140195973187932e-08
4762.2313,2.411372868295326e-08
4763.1314,2.403530748751493e-08
4764.032,2.3971083322105338e-08
4764.9322,2.3950077312288485e-08
4765.8323,2.394822583363202e-08
4766.7325,2.3993821712390435e-08
4767.6326,2.4040861052865366e-08
4768.5332,2.4028840310293128e-08
4769.4334,2.4018802959641376e-08
4770.3335,2.4061863739072487e-08
4771.2337,2.40869714986851e-08
4772.1338,2.405946266732739e-08
4773.0344,2.4025286739450178e-08
4773.9346,2.401518005591977e-08
4774.8347,2.4012847432783076e-08
4775.7348,2.4013560052517308e-08
4776.635,2.4032780653842788e-08
4777.5356,2.4047799880045792e-08
4778.4358,2.4030296790591197e-08
4779.3359,2.3982838564554744e-08
4780.236,2.3950758134510526e-08
4781.1362,2.3955514511292728e-08
4782.0368,2.3976018005101334e-08
4782.9369,2.3998132068470808e-08
4783.8371,2.3990458120227594e-08
4784.7372,2.3961748530922977e-08
4785.6374,2.395301153295078e-08
4786.538,2.3938471618874495e-08
4787.4381,2.390745782017674e-08
4788.3383,2.390655296222401e-08
4789.2384,2.392815513929537e-08
4790.1386,2.3921771875036367e-08
4791.0392,2.391486233937931e-08
4791.9393,2.3943708314692297e-08
4792.8395,2.395340020431009e-08
4793.7396,2.3940241172596488e-08
4794.6398,2.3941583071642543e-08
4795.5404,2.3950232675165367e-08
4796.4405,2.396717693131886e-08
4797.3407,2.397073236805144e-08
4798.2408,2.3935381836460574e-08
4799.141,2.3872513493263547e-08
4800.0416,2.3832845200793094e-08
4800.9417,2.383632359511153e-08
4801.8419,2.385741378336764e-08
4802.742,2.3888994275939867e-08
4803.6421,2.3897130866004712e-08
4804.5428,2.3857220713928172e-08
4805.4429,2.3816618644986613e-08
4806.3431,2.3795694650747096e-08
4807.2432,2.381950548130935e-08
4808.1433,2.3858764942279022e-08
4809.044,2.3850014097055063e-08
4809.9441,2.3797460271068985e-08
4810.8442,2.3762791169245162e-08
4811.7444,2.3771586441826715e-08
4812.6445,2.376234989388115e-08
4813.5452,2.3767560829614767e-08
4814.4453,2.3779915983656388e-08
4815.3454,2.3770361317033847e-08
4816.2456,2.37723170443327e-08
4817.1457,2.377947750414044e-08
4818.0464,2.377884344729425e-08
4818.9465,2.3784391212307014e-08
4819.8466,2.3769276926322687e-08
4820.7468,2.3708400237337343e-08
4821.6469,2.3693227285349156e-08
4822.5475,2.3729196984043246e-08
4823.4477,2.3699160212895177e-08
4824.3478,2.3610403077164004e-08
4825.248,2.3573695580258897e-08
4826.1481,2.3620001518091973e-08
4827.0487,2.3657962210215697e-08
4827.9489,2.3669019002874778e-08
4828.849,2.367474892662073e-08
4829.7492,2.3650355403072623e-08
4830.6493,2.363154803130161e-08
4831.5499,2.3627814224993803e-08
4832.4501,2.36122763485201e-08
4833.3502,2.3583175174405304e-08
4834.2504,2.3568399515326392e-08
4835.1505,2.355696218533313e-08
4836.0511,2.3540599249640876e-08
4836.9513,2.3537429478725544e-08
4837.8514,2.3509067283481854e-08
4838.7515,2.3460975835885586e-08
4839.6517,2.3425207594303233e-08
4840.5523,2.336143431405212e-08
4841.4525,2.3307011747682066e-08
4842.3526,2.3311300457824745e-08
4843.2527,2.331505534940549e-08
4844.1529,2.3300037109469488e-08
4845.0535,2.3290473074290164e-08
4845.9537,2.3288269308406595e-08
4846.8538,2.327851374355239e-08
4847.7539,2.321834955693045e-08
4848.6541,2.3139366806254995e-08
4849.5547,2.3080215557905528e-08
4850.4548,2.3044670553689466e-08
4851.355,2.3029024150067343e-08
4852.2551,2.30082145655496e-08
4853.1553,2.2946458528648012e-08
4854.0559,2.2865252205907447e-08
4854.956,2.2783391033046685e-08
4855.8562,2.2645144374049513e-08
4856.7563,2.2506769587353e-08
4857.6565,2.2460121458015295e-08
4858.5571,2.2410425988097798e-08
4859.4572,2.2243740065415577e-08
4860.3574,2.1938039123684056e-08
4861.2575,2.1490919086274055e-08
4862.1577,2.1078201204820574e-08
4863.0583,2.1074516559560926e-08
4863.9584,2.1486503433874905e-08
4864.8586,2.189512394170073e-08
4865.7587,2.2112727618426656e-08
4866.6589,2.225561760014117e-08
4867.5595,2.2380161153904286e-08
4868.4596,2.2464155103281776e-08
4869.3598,2.2529496095229825e-08
4870.2599,2.2576739054809362e-08
4871.16,2.2550615693304184e-08
4872.0607,2.249648258799527e-08
4872.9608,2.2514626758609265e-08
4873.861,2.2621052687403366e-08
4874.7611,2.2747993361340835e-08
4875.6612,2.2833298019167355e-08
4876.5619,2.2874593040064765e-08
4877.462,2.291606289023288e-08
4878.3622,2.293978655353971e-08
4879.2623,2.294575416177007e-08
4880.1624,2.3007733829719942e-08
4881.0631,2.307510228206505e-08
4881.9632,2.309070048255401e-08
4882.8633,2.3097956219525058e-08
4883.7635,2.310492343909183e-08
4884.6636,2.3113947392731376e-08
4885.5643,2.313030766399602e-08
4886.4644,2.3152182510525577e-08
4887.3645,2.3183898930039736e-08
4888.2647,2.3213209006798308e-08
4889.1648,2.3223511709820842e-08
4890.0655,2.3207725588889975e-08
4890.9656,2.3160025659728037e-08
4891.8657,2.3083260427835348e-08
4892.7659,2.308860011685766e-08
4893.666,2.320773956105778e-08
4894.5666,2.3293511338536093e-08
4895.4668,2.332915439862166e-08
4896.3669,2.3372802933374344e-08
4897.2671,2.3387427683846157e-08
4898.1672,2.33618937841824e-08
4899.0678,2.33411960371972e-08
4899.968,2.330974335172548e-08
4900.8681,2.3268312138756173e-08
4901.7683,2.3286127993224255e-08
4902.6684,2.3305582275171136e-08
4903.569,2.3268959027022536e-08
4904.4692,2.3229429166693844e-08
4905.3693,2.3245441132558117e-08
4906.2695,2.3279226833965395e-08
4907.1696,2.329678252828981e-08
4908.0702,2.3315119121908822e-08
4908.9704,2.331181903102525e-08
4909.8705,2.3247224303776404e-08
4910.7707,2.3181047580796376e-08
4911.6708,2.3151602021025227e-08
4912.5714,2.3167407973374187e-08
4913.4716,2.3231383865681282e-08
4914.3717,2.3240303895861408e-08
4915.2719,2.3220566289379136e-08
4916.172,2.3234438312849246e-08
4917.0726,2.322047763397523e-08
4917.9728,2.3206563601938905e-08
4918.8729,2.3148274237681592e-08
4919.773,2.3029402333259458e-08
4920.6732,2.2931990871503825e-08
4921.5738,2.292759802461427e-08
4922.474,2.3001963182610114e-08
4923.3741,2.306176532669353e-08
4924.2742,2.302845147911871e-08
4925.1744,2.2978242679780753e-08
4926.075,2.3028124518592957e-08
4926.9752,2.31252174560382e-08
4927.8753,2.317702564074953e-08
4928.7754,2.3180679135772054e-08
4929.6756,2.3172140856735967e-08
4930.5762,2.3167700364630673e-08
4931.4763,2.317426301742989e-08
4932.3765,2.3180094231876725e-08
4933.2766,2.3136352454924534e-08
4934.1768,2.3029422425722067e-08
4935.0774,2.2948993214741808e-08
4935.9775,2.2980134199179858e-08
4936.8777,2.307370571555372e-08
4937.7778,2.309418576238674e-08
4938.678,2.301922982659782e-08
4939.5786,2.2943994002658497e-08
4940.4787,2.291695456109763e-08
4941.3789,2.2988642078501488e-08
4942.279,2.3094360075053102e-08
4943.1792,2.3136457540481092e-08
4944.0798,2.3147562024592668e-08
4944.9799,2.315385266028181e-08
4945.8801,2.31096625726565e-08
4946.7802,2.3069243429896803e-08
4947.6804,2.3079452574880546e-08
4948.581,2.3098660674483913e-08
4949.4811,2.3121703409744603e-08
4950.3813,2.312008551059399e-08
4951.2814,2.3103838690471498e-08
4952.1816,2.3115616797295156e-08
4953.0822,2.3097544979845304e-08
4953.9823,2.304582611578807e-08
4954.8825,2.305758338607015e-08
4955.7826,2.308349897206047e-08
4956.6827,2.3055119084151633e-08
4957.5834,2.2920309182545442e-08
4958.4835,2.2732228914873174e-08
4959.3837,2.272401875880635e-08
4960.2838,2.294664545581515e-08
4961.1839,2.3099648435228847e-08
4962.0846,2.3073369159070577e-08
4962.9847,2.3030605921131687e-08
4963.8849,2.3036878725514468e-08
4964.785,2.306027485412763e-08
4965.6851,2.3039803799150198e-08
4966.5858,2.2964650060272368e-08
4967.4859,2.2934596814877926e-08
4968.3861,2.294264219200362e-08
4969.2862,2.2927647886758056e-08
4970.1863,2.2931753979834658e-08
4971.087,2.296179146510649e-08
4971.9871,2.298687906955941e-08
4972.8872,2.299155431887569e-08
4973.7874,2.2968954836922326e-08
4974.6875,2.2964286303720956e-08
4975.5882,2.2992812069148e-08
4976.4883,2.298948877280287e-08
4977.3884,2.294906305617775e-08
4978.2886,2.2923237634524503e-08
4979.1887,2.2893439054401753e-08
4980.0894,2.2870954095349392e-08
4980.9895,2.2863219372099686e-08
4981.8896,2.282518002371003e-08
4982.7898,2.2733512330733166e-08
4983.6899,2.2648582717073737e-08
4984.5905,2.263909861322428e-08
4985.4907,2.2667439163150806e-08
4986.3908,2.2698698281945978e-08
4987.291,2.2756197007983546e-08
4988.1911,2.282850730742327e-08
4989.0917,2.2873149406403202e-08
4989.9919,2.2873087753311528e-08
4990.892,2.284273834470064e-08
4991.7922,2.2788776692006712e-08
4992.6923,2.2750278798440296e-08
4993.5929,2.2749129237238145e-08
4994.4931,2.274298363658747e-08
4995.3932,2.2748388940504433e-08
4996.2934,2.2792659207808626e-08
4997.1935,2.2824275399541452e-08
4998.0941,2.2831290752009093e-08
4998.9943,2.2822407299479664e-08
4999.8944,2.276450939250211e-08
5000.7946,2.2702026605125802e-08
5001.6947,2.2689771836294045e-08
5002.5953,2.2694779265135694e-08
5003.4955,2.270261090635313e-08
5004.3956,2.2732896402110127e-08
5005.2958,2.2728645667633533e-08
5006.1959,2.2620729859979056e-08
5007.0965,2.251415890489589e-08
5007.9967,2.2545514233372472e-08
5008.8968,2.264296861491769e-08
5009.797,2.2716280656466293e-08
5010.6971,2.2731744365232586e-08
5011.5977,2.2695102073634244e-08
5012.4979,2.2628029945620616e-08
5013.398,2.2562128033004098e-08
5014.2981,2.2505861855262513e-08
5015.1983,2.2483285285968456e-08
5016.0989,2.2521313465258483e-08
5016.9991,2.2562302484813258e-08
5017.8992,2.2540229526468483e-08
5018.7993,2.244817947100019e-08
5019.6995,2.2385182805391623e-08
5020.6001,2.243461864038209e-08
5021.5003,2.2541609962368155e-08
5022.4004,2.258631848464997e-08
5023.3005,2.2560237841333667e-08
5024.2007,2.256655044875935e-08
5025.1013,2.2609683870776826e-08
5026.0015,2.2619706957157943e-08
5026.9016,2.2617703841153734e-08
5027.8017,2.2591320472469393e-08
5028.7019,2.2537567457369797e-08
5029.6025,2.253228022524782e-08
5030.5027,2.257743406074064e-08
5031.4028,2.2598080731928317e-08
5032.3029,2.258682435010411e-08
5033.2031,2.2605774556387218e-08
5034.1037,2.2632973203493355e-08
5035.0038,2.2613805550007726e-08
5035.904,2.255093639609432e-08
5036.8041,2.248853151860128e-08
5037.7043,2.2474233439397592e-08
5038.6049,2.250037095637451e-08
5039.505,2.2495324173115152e-08
5040.4052,2.2431653710761798e-08
5041.3053,2.2353864441081292e-08
5042.2055,2.2276780547382434e-08
5043.1061,2.2278285614669877e-08
5044.0062,2.2402050239498444e-08
5044.9064,2.251556363410383e-08
5045.8065,2.25565142012404e-08
5046.7067,2.2571940344024055e-08
5047.6073,2.25804088995614e-08
5048.5074,2.2552201247739386e-08
5049.4076,2.248970717389917e-08
5050.3077,2.2429860602001865e-08
5051.2079,2.2409455927907086e-08
5052.1085,2.240516616758549e-08
5053.0086,2.2400072657898595e-08
5053.9088,2.2447094370998908e-08
5054.8089,2.249992186428177e-08
5055.7091,2.2481110262590087e-08
5056.6097,2.2462000715626406e-08
5057.5098,2.2484213101126645e-08
5058.41,2.2505370111803344e-08
5059.3101,2.250065796139604e-08
5060.2103,2.2470218127889123e-08
5061.1109,2.244568435898458e-08
5062.011,2.2455457212384474e-08
5062.9112,2.2481802154833648e-08
5063.8113,2.2483404665557928e-08
5064.7115,2.2422892285974433e-08
5065.6121,2.234351158424243e-08
5066.5122,2.2328180558734237e-08
5067.4124,2.2367299162847607e-08
5068.3125,2.238598308058856e-08
5069.2126,2.236004277436831e-08
5070.1133,2.233628221648475e-08
5071.0134,2.2336171843875487e-08
5071.9136,2.2364356585190323e-08
5072.8137,2.237106738559134e-08
5073.7138,2.2353964615422288e-08
5074.6145,2.2356329116369447e-08
5075.5146,2.2346943197654228e-08
5076.4148,2.232149971875688e-08
5077.3149,2.232578406612099e-08
5078.215,2.2353822751927442e-08
5079.1157,2.2342520973861837e-08
5080.0158,2.2257919364736275e-08
5080.916,2.2163094262403738e-08
5081.8161,2.216733571110349e-08
5082.7162,2.2225330065338254e-08
5083.6169,2.2250734468871226e-08
5084.517,2.225940726665519e-08
5085.4172,2.2290130584396795e-08
5086.3173,2.233507983045882e-08
5087.2174,2.235081042056196e-08
5088.1181,2.233638285690492e-08
5089.0182,2.2318856599870904e-08
5089.9184,2.2317794793584836e-08
5090.8185,2.232233875907643e-08
5091.7186,2.230943890125139e-08
5092.6193,2.2299086778632603e-08
5093.5194,2.2308910655486243e-08
5094.4195,2.2326425499906035e-08
5095.3197,2.2332004048130264e-08
5096.2198,2.2304606807717827e-08
5097.1205,2.225585230746193e-08
5098.0206,2.2213742540735408e-08
5098.9207,2.2160931533851637e-08
5099.8209,2.2112323286230293e-08
5100.721,2.211546045447836e-08
5101.6217,2.215639357467107e-08
5102.5218,2.21923022316298e-08
5103.4219,2.221327235413047e-08
5104.3221,2.2204265757389243e-08
5105.2222,2.218938905048824e-08
5106.1229,2.220976044249882e-08
5107.023,2.2208836073676608e-08
5107.9231,2.2131391061750628e-08
5108.8233,2.2072254614275787e-08
5109.7234,2.2089467392467535e-08
5110.6241,2.2098864120743813e-08
5111.5242,2.2090508633738194e-08
5112.4243,2.2133290309302832e-08
5113.3245,2.219674620241169e-08
5114.2246,2.221433097015714e-08
5115.1253,2.2201654198310965e-08
5116.0254,2.2181349870132105e-08
5116.9255,2.2171720425990622e-08
5117.8257,2.2201088150695036e-08
5118.7258,2.2226586495513498e-08
5119.6264,2.2229145710916106e-08
5120.5266,2.221596882153365e-08
5121.4267,2.2191717440374084e-08
5122.3269,2.2169214693423112e-08
5123.227,2.213361306422381e-08
5124.1276,2.2091220091545577e-08
5125.0278,2.2056767851795822e-08
5125.9279,2.2047082756722468e-08
5126.8281,2.206011240796267e-08
5127.7282,2.2064738194077706e-08
5128.6288,2.205680543640061e-08
5129.529,2.203826275797354e-08
5130.4291,2.201639602081253e-08
5131.3293,2.2015739470674305e-08
5132.2294,2.2034194858807956e-08
5133.13,2.2039586631717084e-08
5134.0302,2.201676396815177e-08
5134.9303,2.199836231001536e-08
5135.8305,2.2033370559375802e-08
5136.7306,2.2066704071672563e-08
5137.6312,2.203537529962962e-08
5138.5314,2.1986561986397117e-08
5139.4315,2.1928447780958428e-08
5140.3317,2.1864743065501112e-08
5141.2318,2.188707282033888e-08
5142.1324,2.195574173580871e-08
5143.0326,2.1941070820251536e-08
5143.9327,2.188210061135673e-08
5144.8329,2.190742065892282e-08
5145.733,2.1967347730572633e-08
5146.6336,2.1971114371811646e-08
5147.5338,2.1965369356224325e-08
5148.4339,2.1945177207146228e-08
5149.3341,2.1907398049880586e-08
5150.2342,2.1923729152017868e-08
5151.1348,2.1951229987261885e-08
5152.035,2.1921168510598338e-08
5152.9351,2.1886753630419716e-08
5153.8353,2.1886692871867888e-08
5154.7354,2.1889627020832014e-08
5155.636,2.1895084512096048e-08
5156.5362,2.1925121203645694e-08
5157.4363,2.196004215192772e-08
5158.3365,2.1987719808301788e-08
5159.2366,2.2003338756900777e-08
5160.1372,2.1995819006747662e-08
5161.0374,2.1973426916588134e-08
5161.9375,2.1952050173906802e-08
5162.8377,2.192237597843907e-08
5163.7378,2.1906992015339058e-08
5164.6384,2.192959279024203e-08
5165.5386,2.1924265094369473e-08
5166.4387,2.181917022629022e-08
5167.3389,2.1598810014733932e-08
5168.239,2.1352653480861022e-08
5169.1396,2.126049813409073e-08
5170.0398,2.1380673813211057e-08
5170.9399,2.1579271824793708e-08
5171.8401,2.1623981726757597e-08
5172.7402,2.142982211817453e-08
5173.6408,2.1233771433266223e-08
5174.541,2.1313123643078888e-08
5175.4411,2.1604840766421837e-08
5176.3412,2.1831144047963487e-08
5177.2414,2.1887091398631898e-08
5178.142,2.1896334598910412e-08
5179.0422,2.193237276382138e-08
5179.9423,2.1934905973041622e-08
5180.8424,2.1891584219605304e-08
5181.7426,2.18564351720902e-08
5182.6432,2.1782024947184055e-08
5183.5434,2.152005640242137e-08
5184.4435,2.118364383785183e-08
5185.3436,2.1122389292435234e-08
5186.2438,2.137729245173232e-08
5187.1444,2.164791744162e-08
5188.0446,2.1765346698597684e-08
5188.9447,2.1743500982151503e-08
5189.8448,2.1693213963572332e-08
5190.745,2.1733218225468335e-08
5191.6456,2.17695063114206e-08
5192.5458,2.168042107156841e-08
5193.4459,2.159941536545093e-08
5194.346,2.163682284133807e-08
5195.2462,2.168898621396746e-08
5196.1468,2.1685006964100114e-08
5197.047,2.168332073071389e-08
5197.9471,2.170492608540551e-08
5198.8472,2.1719544105843608e-08
5199.7474,2.1722618239618996e-08
5200.648,2.174368329782237e-08
5201.5482,2.178390923734779e-08
5202.4483,2.1791546623135757e-08
5203.3484,2.1761412913260707e-08
5204.2486,2.1708290924773887e-08
5205.1492,2.1629806965260218e-08
5206.0494,2.1560128261220448e-08
5206.9495,2.1541270529853427e-08
5207.8496,2.1563414839348865e-08
5208.7498,2.155269001629719e-08
5209.6504,2.1524214518825375e-08
5210.5506,2.1563683346303913e-08
5211.4507,2.1634818066974617e-08
5212.3508,2.168350809840705e-08
5213.251,2.1723790591178614e-08
5214.1516,2.1746908320869603e-08
5215.0518,2.1736509970284967e-08
5215.9519,2.16832911624342e-08
5216.852,2.1606353185388515e-08
5217.7522,2.1576605949530894e-08
5218.6528,2.1622756805893248e-08
5219.5529,2.1694028790892025e-08
5220.4531,2.1734322723780854e-08
5221.3532,2.1752851231229614e-08
5222.2534,2.178284376357308e-08
5223.154,2.1780240236956727e-08
5224.0541,2.1744025340877826e-08
5224.9543,2.170952326475844e-08
5225.8544,2.163211544821506e-08
5226.7546,2.1475880320949752e-08
5227.6552,2.1323057873581276e-08
5228.5553,2.13034738653032e-08
5229.4555,2.141759737569415e-08
5230.3556,2.1525823343737905e-08
5231.2558,2.1577640490096186e-08
5232.1564,2.1622778644657456e-08
5233.0565,2.1602901946410548e-08
5233.9567,2.1505293162713855e-08
5234.8568,2.144514589957339e-08
5235.757,2.145701905154781e-08
5236.6576,2.152268176632197e-08
5237.5577,2.160478906054407e-08
5238.4579,2.1641136685065172e-08
5239.358,2.1648167560350487e-08
5240.2582,2.16435449941286e-08
5241.1588,2.1631202030146943e-08
5242.0589,2.1632555792875027e-08
5242.9591,2.163414362388295e-08
5243.8592,2.1618210108830227e-08
5244.7594,2.1593912988470214e-08
5245.66,2.1601174752095263e-08
5246.5601,2.162714503493473e-08
5247.4603,2.1594276614121922e-08
5248.3604,2.1533204301278307e-08
5249.2606,2.1537371411620275e-08
5250.1612,2.1550449014265122e-08
5251.0613,2.1502698142856087e-08
5251.9615,2.147221987789149e-08
5252.8616,2.1516493223135594e-08
5253.7618,2.154209794667525e-08
5254.6624,2.152089237112863e-08
5255.5625,2.1484700222252942e-08
5256.4627,2.147944358483791e-08
5257.3628,2.1521228308026136e-08
5258.263,2.1555072763565526e-08
5259.1636,2.1580656517443523e-08
5260.0637,2.1592873641021213e-08
5260.9639,2.156146048998715e-08
5261.864,2.1493812085801347e-08
5262.7642,2.139932975923117e-08
5263.6648,2.1308660290248465e-08
5264.5649,2.1254800052066212e-08
5265.4651,2.121771087829152e-08
5266.3652,2.11836095993879e-08
5267.2654,2.1185418652621666e-08
5268.166,2.1264109299606816e-08
5269.0661,2.1327415510980156e-08
5269.9663,2.120069907535293e-08
5270.8664,2.0999861232614946e-08
5271.7666,2.1010646784164694e-08
5272.6672,2.1201952103818504e-08
5273.5673,2.133562587517695e-08
5274.4675,2.1347475356003797e-08
5275.3676,2.1331046685249954e-08
5276.2678,2.1310543863106094e-08
5277.1684,2.130131576261334e-08
5278.0685,2.1365233589994153e-08
5278.9687,2.145299314144963e-08
5279.8688,2.1478465072869164e-08
5280.769,2.145614907402811e-08
5281.6696,2.1419957347964393e-08
5282.5697,2.1373397823071566e-08
5283.4699,2.1336768618479443e-08
5284.37,2.1297704031870483e-08
5285.2702,2.1269493593643615e-08
5286.1708,2.1328586592670094e-08
5287.0709,2.1420371465317426e-08
5287.9711,2.145737458462903e-08
5288.8712,2.144679906988056e-08
5289.7714,2.1436278578196168e-08
5290.672,2.1443285666502182e-08
5291.5721,2.1449167254628612e-08
5292.4723,2.14427909455702e-08
5293.3724,2.1421923662312403e-08
5294.2726,2.1404892335814478e-08
5295.1732,2.141294391266816e-08
5296.0733,2.1418372471139445e-08
5296.9735,2.1383132886219602e-08
5297.8736,2.1314073286487393e-08
5298.7738,2.1239585175888576e-08
5299.6744,2.123486819746087e-08
5300.5745,2.1283233873243456e-08
5301.4747,2.1315632110497048e-08
5302.3748,2.129935348444343e-08
5303.275,2.1275702682202896e-08
5304.1756,2.1308458140055646e-08
5305.0757,2.1360725521540444e-08
5305.9759,2.138930104655849e-08
5306.876,2.1392167370044833e-08
5307.7762,2.1350073275178538e-08
5308.6768,2.129863937955262e-08
5309.5769,2.1285574136920404e-08
5310.4771,2.1311564970521638e-08
5311.3772,2.1347591267917414e-08
5312.2774,2.1342969791627167e-08
5313.178,2.1318012476119344e-08
5314.0781,2.131067319046378e-08
5314.9783,2.1309780329416648e-08
5315.8784,2.1285871130131165e-08
5316.7786,2.1193879874434148e-08
5317.6792,2.110847784891149e-08
5318.5793,2.1139403761506797e-08
5319.4795,2.123094615505335e-08
5320.3796,2.1282032835373974e-08
5321.2798,2.127836103790867e-08
5322.1804,2.1261326632754055e-08
5323.0805,2.1238083874143217e-08
5323.9807,2.1191890620976894e-08
5324.8808,2.1128133243937116e-08
5325.781,2.109953774862139e-08
5326.6816,2.112881716519141e-08
5327.5817,2.112951194054004e-08
5328.4819,2.09969088674878e-08
5329.382,2.0818824126430576e-08
5330.2822,2.0834135062783352e-08
5331.1828,2.1013944496470535e-08
5332.0829,2.118765856520824e-08
5332.9831,2.123217574413429e-08
5333.8832,2.1166902612000044e-08
5334.7834,2.1122399934802756e-08
5335.684,2.1154658335012244e-08
5336.5841,2.1189892590432275e-08
5337.4843,2.1176538802067786e-08
5338.3844,2.114935130835486e-08
5339.2846,2.1150011063748045e-08
5340.1852,2.113648326434306e-08
5341.0853,2.1055424343655102e-08
5341.9855,2.098592551916174e-08
5342.8856,2.102804550038982e-08
5343.7858,2.111552382606656e-08
5344.6864,2.115738447819259e-08
5345.5865,2.1137452020036218e-08
5346.4867,2.1092646810873708e-08
5347.3868,2.109376722297684e-08
5348.287,2.110809059881216e-08
