Age,Mass,margLike,Prob
0.044572864321608,38945.04960159794,8949.927990934655,1.984221985346295e+22
0.044572864321608,39856.80781783776,8931.421159532747,3.5452104949571143e+22
0.044572864321608,40789.91157230091,8912.481057259189,6.410883512235645e+22
0.044572864321608,41744.8605939659,8893.097540635386,1.1735296422826261e+23
0.044572864321608,42722.16631116739,8873.260228709685,2.1749358957116297e+23
0.044572864321608,43722.35212549416,8852.958497497802,4.081788866322723e+23
0.044572864321608,44745.9536921003,8832.18147429308,7.75856122132966e+23
0.044572864321608,45793.51920657803,8810.918031843557,1.4938694250005353e+24
0.044572864321608,46865.609698547,8789.156782392703,2.914192724554389e+24
0.044572864321608,47962.799332116985,8766.886071580637,5.760636985514557e+24
0.044572864321608,49085.67571338431,8744.093972202576,1.1540926050663623e+25
0.044572864321608,50234.84020512821,8720.76827782115,2.343682286411593e+25
0.044572864321608,51410.90824887363,8696.896496229168,4.825177635705701e+25
0.044572864321608,52614.50969449455,8672.465842759366,1.0072824794948523e+26
0.044572864321608,53846.28913753371,8647.46323343748,2.132444488166907e+26
0.044572864321608,55106.90626441898,8621.875277975076,4.578842406255378e+26
0.044572864321608,56397.03620576279,8595.688272598285,9.973461653229563e+26
0.044572864321608,57717.36989793168,8568.888192708679,2.2039749991660182e+27
0.044572864321608,59068.61445308131,8541.460685372322,4.9418939238996574e+27
0.044572864321608,60451.49353785448,8513.391061632958,1.1244979534742094e+28
0.044572864321608,61866.74776094437,8484.664288645286,2.596878310375524e+28
0.044572864321608,63315.13506973245,8455.26498162401,6.0872032254503595e+28
0.044572864321608,64797.431156211016,8425.177395604434,1.4484348453647211e+29
0.044572864321608,66314.42987240946,8394.385417010173,3.4989081437170204e+29
0.044572864321608,67866.94365554642,8362.87255502342,8.581266706447701e+29
0.044572864321608,69455.80396313453,8330.621932753198,2.1368963340046007e+30
0.044572864321608,71081.86171827296,8297.61627819686,5.403202823329299e+30
0.044572864321608,72745.98776536364,8263.837914989948,1.3873040608389304e+31
0.044572864321608,74449.07333649692,8229.268752939537,3.6170559794219178e+31
0.044572864321608,76192.03052875614,8193.890278335912,9.576480921190494e+31
0.044572864321608,77975.79279269578,8157.683544037467,2.574664408617737e+32
0.044572864321608,79801.31543225705,8120.6291593234355,7.02891743239395e+32
0.044572864321608,81669.57611638568,8082.7072795090935,1.9484548997305723e+33
0.044572864321608,83581.57540262827,8043.897595317823,5.48401441681353e+33
0.044572864321608,85538.3372729866,8004.179322004362,1.5670251934905834e+34
0.044572864321608,87540.90968231631,7963.531188223429,4.545434264182621e+34
0.044572864321608,89590.36511956614,7921.931424637714,1.3382553363909892e+35
0.044572864321608,91687.80118215464,7879.357752259201,3.998504692913524e+35
0.044572864321608,93834.34116379486,7835.78737051753,1.2121880024179109e+36
0.044572864321608,96031.13465608087,7791.196945049013,3.727880126713889e+36
0.044572864321608,98279.35816415728,7745.562595199803,1.162694522894385e+37
0.044572864321608,100580.21573680418,7698.859881236453,3.6767037014725967e+37
0.044572864321608,102934.93961127168,7651.063791257089,1.1784280827502388e+38
0.044572864321608,105344.79087321166,7602.148727796151,3.82687872257923e+38
0.044572864321608,107811.06013205949,7552.088494115511,1.2586697467529888e+39
0.044572864321608,110335.06821222624,7500.856280174685,4.190966894291812e+39
0.044572864321608,112918.16686047523,7448.4246482725375,1.412024800589598e+40
0.044572864321608,115561.73946985645,7394.765518352883,4.811336088185689e+40
0.044572864321608,118267.20182059106,7339.850152966046,1.6570364276529418e+41
0.044572864321608,121036.00283829964,7283.649141878375,5.764557262636489e+41
0.044572864321608,123869.6253699838,7226.132386321399,2.02426546053639e+42
0.044572864321608,126769.58697817229,7167.269082872277,7.169861672447342e+42
0.044572864321608,129737.44075366044,7107.027706956851,2.5594272267251874e+43
0.044572864321608,132774.77614727672,7045.375995966485,9.199867478221975e+43
0.044572864321608,135883.21982112236,6982.280931979627,3.3267091823484568e+44
0.044572864321608,139064.4365197383,6917.70872407891,1.2089219849516598e+45
0.044572864321608,142320.12996167009,6851.624790254193,4.4101552623602834e+45
0.044572864321608,145652.04375190305,6783.9937388819935,1.6131256035505532e+46
0.044572864321608,149061.96231566014,6714.7793497713,5.908679828062098e+46
0.044572864321608,152551.7118540599,6643.94455476566,2.164366629757479e+47
0.044572864321608,156123.16132215047,6571.451417891083,7.91695865566859e+47
0.044572864321608,159778.2234298378,6497.261115039252,2.8873482572604853e+48
0.044572864321608,163518.8556662486,6421.333913175031,1.0481761779238184e+49
0.044572864321608,167347.06134807464,6343.629149057224,3.7809228961357964e+49
0.044572864321608,171264.8906924606,6264.105207461139,1.3526172334671522e+50
0.044572864321608,175274.4419150082,6182.719498891346,4.789606440264704e+50
0.044572864321608,179377.8623534893,6099.428436772587,1.6751515627708153e+51
0.044572864321608,183577.3496178634,6014.187414106775,5.7738423785063075e+51
0.044572864321608,187875.1527672209,5926.950779583446,1.9566073183498856e+52
0.044572864321608,192273.5735142776,5837.6718131309735,6.502568714582198e+52
0.044572864321608,196774.9674580727,5746.302700895321,2.1138107620646814e+53
0.044572864321608,201381.74534552105,5652.794509633104,6.7026670775673065e+53
0.044572864321608,206096.3743625029,5557.097160505093,2.0671638386158285e+54
0.044572864321608,210921.37945517935,5459.15940225622,6.182177291077153e+54
0.044572864321608,215859.3446822418,5358.928783767667,1.7872914580208728e+55
0.044572864321608,220912.91459881727,5256.351625966408,4.979083647313769e+55
0.044572864321608,226084.7956727777,5151.3729930770305,1.3322856084969305e+56
0.044572864321608,231377.75773420223,5043.936663200599,3.4130248766379957e+56
0.044572864321608,236794.63545877617,4933.985098204686,8.344925189704874e+56
0.044572864321608,242338.32988591568,4821.459412908541,1.941784020525529e+57
0.044572864321608,248011.8099724387,4706.299343546736,4.2897545095369814e+57
0.044572864321608,253818.1141826046,4588.443215494609,8.983030580144545e+57
0.044572864321608,259760.35211538128,4467.827910238062,1.782560732448499e+58
0.044572864321608,265841.70616980846,4344.388831570082,3.357744702418334e+58
0.044572864321608,272065.43324935,4218.059870995869,6.032139718183987e+58
0.044572864321608,278434.86650614475,4088.7733723280994,1.042501959352162e+59
0.044572864321608,284953.4171260982,3956.460095453213,1.7562378048945067e+59
0.044572864321608,291624.57615576003,3821.0491792495186,2.9327844969782364e+59
0.044572864321608,298451.9163719754,3682.4681036370994,4.939050226189209e+59
0.044572864321608,305439.09419530263,3540.6426507393244,8.497049289442746e+59
0.044572864321608,312589.8516482341,3395.496865134971,1.500977384804791e+60
0.044572864321608,319908.01835925475,3246.953013179922,2.7160369364478636e+60
0.044572864321608,327397.5136138218,3094.9315413764616,4.999920701737568e+60
0.044572864321608,335062.34845336044,2939.351033767947,9.282680125140256e+60
0.044572864321608,342906.6278234001,2780.1281683360253,1.7219713809797176e+61
0.044572864321608,350934.5527719985,2617.177672377108,3.161855159866013e+61
0.044572864321608,359150.422699641,2450.4122768340135,5.695959144396526e+61
0.044572864321608,367558.6376618056,2279.7426695585855,9.991131139485708e+61
0.044572864321608,376163.7007254393,2105.077447480037,1.6969549557496502e+62
0.044572864321608,384970.22038059775,1926.3230676535848,2.782023763400351e+62
0.044572864321608,393982.9130085527,1743.383797162904,4.3993122056836765e+62
0.044572864321608,403206.6054076735,1556.1616618498888,6.720897615997116e+62
0.044572864321608,412646.2373784472,1364.556393844018,9.953806008629107e+62
0.044572864321608,422306.8643690161,1168.46537786334,1.4359712349775901e+63
0.044572864321608,432193.66018265294,967.7835962582521,2.0287741004978673e+63
0.044572864321608,442311.9197486164,762.4035727687882,2.821397841918159e+63
0.044572864321608,452667.061957886,552.215314964985,3.877089148384135e+63
0.044572864321608,463264.632565276,337.1062553398915,5.274237140130716e+63
0.044572864321608,474110.3071594974,116.96119102337047,7.100429913723746e+63
0.044572864321608,485209.89420274814,-108.33777791537727,9.440736745308361e+63
0.044572864321608,496569.3381414728,-338.9113116098929,1.236140195965576e+64
0.044572864321608,508194.7225899414,-574.8828950166062,1.589002043058177e+64
0.044572864321608,520092.2735883635,-816.3789040479132,1.999284283511344e+64
0.044572864321608,532268.3629372799,-1063.5286732535162,2.4552859583133228e+64
0.044572864321608,544729.5116100167,-1316.4645650862835,2.935953725954613e+64
0.044572864321608,557482.3932450257,-1575.3220407896256,3.412573669392808e+64
0.044572864321608,570533.8377199951,-1840.2397329446608,3.853912452453541e+64
0.044572864321608,583890.8348096249,-2111.3595197155855,4.233324155189906e+64
0.044572864321608,597560.5379290428,-2388.8266008333762,4.534366214242879e+64
0.044572864321608,611550.2679648503,-2672.789575358216,4.7519172448496476e+64
0.044572864321608,625867.5171958727,-2963.400521262716,4.8888021112554614e+64
0.044572864321608,640519.9533056867,-3260.8150768780342,4.9508715735414173e+64
0.044572864321608,655515.4234890919,-3565.192524246875,4.9437455091958706e+64
0.044572864321608,670861.9586547212,-3876.6958744279,4.872397842560123e+64
0.044572864321608,686567.7777260399,-4195.491954797238,4.742890612424456e+64
0.044572864321608,702641.2920430313,-4521.751498393715,4.565129074989524e+64
0.044572864321608,719091.1098669455,-4855.649235356071,4.3556711323626416e+64
0.044572864321608,735926.0409904969,-5197.363986500554,4.139283887944135e+64
0.044572864321608,753155.1014560008,-5547.078759089475,3.9472167546202945e+64
0.044572864321608,770787.5183839604,-5904.980844841663,3.810157674594218e+64
0.044572864321608,788832.7349147112,-6271.261920237774,3.745744436665669e+64
0.044572864321608,807300.4152657436,-6646.118149173602,3.744504053355678e+64
0.044572864321608,826200.4499074288,-7029.750288016779,3.762172368304985e+64
0.044572864321608,845542.9608599177,-7422.363793122991,3.726576866421581e+64
0.044572864321608,865338.3071140461,-7824.168930869311,3.5611170529604475e+64
0.044572864321608,885597.0901791448,-8235.38089026341,3.216912627765905e+64
0.044572864321608,906330.1597607476,-8656.219898189456,2.6985228104817323e+64
0.044572864321608,927548.6195712056,-9086.911337351716,2.068894763259421e+64
0.044572864321608,949263.8332763468,-9527.685866979622,1.4281706035256242e+64
0.044572864321608,971487.4305813428,-9978.779546358448,8.747167454321204e+63
0.044572864321608,994231.3134590756,-10440.433961252442,4.683784691539838e+63
0.044572864321608,1017507.6625242984,-10912.896353287273,2.1603089788169395e+63
0.044572864321608,1041328.943557034,-11396.41975236174,8.455199340885506e+62
0.044572864321608,1065707.914178694,-11891.263112159331,2.7660802398127677e+62
0.044572864321608,1090657.630684497,-12397.691448832404,7.449037048958858e+61
0.044572864321608,1116191.4550358322,-12915.975982932881,1.6258062217374984e+61
0.044572864321608,1142323.0620163465,-13446.39428466622,2.8303585009404033e+60
0.044572864321608,1169066.4465555456,-13989.230422545575,3.866124225810683e+59
0.044572864321608,1196435.9312238502,-14544.775115526152,4.073565361954045e+58
0.044572864321608,1224446.1739031435,-15113.325888701644,3.252730410962418e+57
0.044572864321608,1253112.175636873,-15695.187232645314,1.9323166457030261e+56
0.044572864321608,1282449.2886639466,-16290.670766481668,8.376987365375474e+54
0.044572864321608,1312473.22464071,-16900.09540477584,2.5972212063550803e+53
0.044572864321608,1343200.063055414,-17523.787528330093,5.6383758564881996e+51
0.044572864321608,1374646.2598396766,-18162.08115897893,8.382761829974886e+49
0.044572864321608,1406828.65618154,-18815.31813847618,8.338639215539855e+47
0.044572864321608,1439764.4875448796,-19483.84831157059,5.415757946758272e+45
0.044572864321608,1473471.392899947,-20168.029713367006,2.23833594141681e+43
0.044572864321608,1507967.424170009,-20868.228761073886,5.730258875480622e+40
0.044572864321608,1543271.055899177,-21584.820450240484,8.832659783282827e+37
0.044572864321608,1579401.1951465392,-22318.188555587596,7.95673807934501e+34
0.044572864321608,1616377.1916119475,-23068.725836540296,4.059783248337376e+31
0.044572864321608,1654218.8479988573,-23836.834247572515,1.135268828142341e+28
0.044572864321608,1692946.4306197772,-24622.92515347599,1.6807268631144334e+24
0.044572864321608,1732580.6802500114,-25427.41954966908,1.2703006372675397e+20
0.044572864321608,1773142.8232354831,-26250.748287662966,4717706156632658.0
0.044572864321608,1814654.5828606468,-27093.352305807,82704687632.40472
0.044572864321608,1857138.190982504,-27955.68286543554,656112.5830339155
0.044572864321608,1900616.3999369885,-28838.201792543296,2.2533084479668553
0.044572864321608,1945112.4947241312,-29741.381725119245,3.1976255365121805e-06
0.044572864321608,1990650.305478458,-30665.7063662703,1.785451929518104e-12
0.044572864321608,2037254.2202313568,-31611.670743271323,3.72614719382212e-19
0.044572864321608,2084949.1979722236,-32579.78147267975,2.7537072419610117e-26
0.044572864321608,2133760.782015392,-33570.55703165696,6.809241186748242e-34
0.044572864321608,2183715.113680004,-34584.52803564173,5.3081826068941474e-42
0.044572864321608,2234838.9462901214,-35622.237522523974,1.2254854712342606e-50
0.044572864321608,2287159.659502645,-36684.24124347225,7.846535295420656e-60
0.044572864321608,2340705.273970637,-37771.10796056925,1.300543458270283e-69
0.044572864321608,2395504.466349918,-38883.41975141513,5.190712264941489e-80
0.044572864321608,2451586.584657044,-40021.772320863136,4.6237864289579103e-91
0.044572864321608,2508981.6639867835,-41186.77532005227,8.48809323279244e-103
0.044572864321608,2567720.4425975857,-42379.05267290948,2.9533576508958546e-115
0.044572864321608,2627834.378373629,-43599.24291029565,1.7838668484498007e-128
0.044572864321608,2689355.6656722664,-44847.99951197441,1.70570148849803e-142
0.044572864321608,2752317.252565903,-46125.99125658705,2.343720115278096e-157
0.044572864321608,2816752.858487498,-47433.90257982012,4.180764747322359e-173
0.044572864321608,2882696.992289233,-48772.4339409597,8.702693896733479e-190
0.044572864321608,2950184.970723901,-50142.302198025776,1.890207836988456e-207
0.044572864321608,3019252.937358981,-51544.24099168942,3.8091742415082406e-226
0.044572864321608,3089937.881933562,-52979.00113817875,6.296599235405653e-246
0.044572864321608,3162277.6601683795,-54447.35103138241,7.5020928411377705e-267
0.0460753768844221,31622.776601683792,9108.651734771525,1.2605979565296245e+20
0.0460753768844221,32363.110140396715,9093.860848760263,2.0222303361755732e+20
0.0460753768844221,33120.7759252766,9078.723687369096,3.2777749645162453e+20
0.0460753768844221,33896.17972850792,9063.232143805864,5.369051530992037e+20
0.0460753768844221,34689.73682197071,9047.37792148704,8.88918203107885e+20
0.0460753768844221,35501.872199642195,9031.152529594441,1.4878119765118283e+21
0.0460753768844221,36333.02080520441,9014.547278527923,2.517867475984811e+21
0.0460753768844221,37183.62776498083,8997.55327525163,4.309164164333925e+21
0.0460753768844221,38054.14862632636,8980.16141853125,7.459427955294749e+21
0.0460753768844221,38945.04960159794,8962.36239405983,1.3063133776898622e+22
0.0460753768844221,39856.80781783776,8944.146669469425,2.314705039246369e+22
0.0460753768844221,40789.91157230091,8925.504489225994,4.150757500278068e+22
0.0460753768844221,41744.8605939659,8906.425869404757,7.533890516704416e+22
0.0460753768844221,42722.16631116739,8886.90059234327,1.384356778102912e+23
0.0460753768844221,43722.35212549416,8866.918201169276,2.575666938109178e+23
0.0460753768844221,44745.9536921003,8846.46799420048,4.8531083002207204e+23
0.0460753768844221,45793.51920657803,8825.539019213198,9.262194781044197e+23
0.0460753768844221,46865.609698547,8804.120067576834,1.7907945622134353e+24
0.0460753768844221,47962.799332116985,8782.199668251033,3.5082371227935584e+24
0.0460753768844221,49085.67571338431,8759.766081642303,6.964914108575269e+24
0.0460753768844221,50234.84020512821,8736.80729331681,1.4015137744495138e+25
0.0460753768844221,51410.90824887363,8713.311007565975,2.8589298797619057e+25
0.0460753768844221,52614.50969449455,8689.264640821442,5.912924730238036e+25
0.0460753768844221,53846.28913753371,8664.655314915875,1.24011037980654e+26
0.0460753768844221,55106.90626441898,8639.469850185991,2.6378005304720927e+26
0.0460753768844221,56397.03620576279,8613.694758414102,5.6912736887741376e+26
0.0460753768844221,57717.36989793168,8587.316235604438,1.2457267435156419e+27
0.0460753768844221,59068.61445308131,8560.32015459033,2.766553901211254e+27
0.0460753768844221,60451.49353785448,8532.692057468324,6.234660885297242e+27
0.0460753768844221,61866.74776094437,8504.41714785519,1.425919550694586e+28
0.0460753768844221,63315.13506973245,8475.48028296361,3.3100408597090783e+28
0.0460753768844221,64797.431156211016,8445.86596549238,7.79958870071899e+28
0.0460753768844221,66314.42987240946,8415.55833532675,1.865734421649704e+29
0.0460753768844221,67866.94365554642,8384.54116104445,4.531093541316503e+29
0.0460753768844221,69455.80396313453,8352.797831222853,1.11727942027982e+30
0.0460753768844221,71081.86171827296,8320.31134554264,2.7973797120992093e+30
0.0460753768844221,72745.98776536364,8287.06430568317,7.111997014211136e+30
0.0460753768844221,74449.07333649692,8253.038906004735,1.8360980476130112e+31
0.0460753768844221,76192.03052875614,8218.216924012628,4.813616366513924e+31
0.0460753768844221,77975.79279269578,8182.579710597996,1.2814998563778998e+32
0.0460753768844221,79801.31543225705,8146.108180050197,3.4644144055452544e+32
0.0460753768844221,81669.57611638568,8108.782799835342,9.510207721070411e+32
0.0460753768844221,83581.57540262827,8070.583580135539,2.650789302750062e+33
0.0460753768844221,85538.3372729866,8031.490063143226,7.501574958433174e+33
0.0460753768844221,87540.90968231631,7991.481312104894,2.155157254940745e+34
0.0460753768844221,89590.36511956614,7950.535900108264,6.284946044427434e+34
0.0460753768844221,91687.80118215464,7908.631898607009,1.8601840810713594e+35
0.0460753768844221,93834.34116379486,7865.74686567678,5.586836341041933e+35
0.0460753768844221,96031.13465608087,7821.857833996312,1.7023267361038206e+36
0.0460753768844221,98279.35816415728,7776.941298547157,5.261199131496694e+36
0.0460753768844221,100580.21573680418,7730.97320402542,1.6488270046520008e+37
0.0460753768844221,102934.93961127168,7683.9289319588115,5.2382058247440305e+37
0.0460753768844221,105344.79087321166,7635.783287522094,1.6863965412086872e+38
0.0460753768844221,107811.06013205949,7586.510486043837,5.4997391846310036e+38
0.0460753768844221,110335.06821222624,7536.084139197315,1.816131549541171e+39
0.0460753768844221,112918.16686047523,7484.477240868062,6.069792356622852e+39
0.0460753768844221,115561.73946985645,7431.662152690606,2.0521070885995386e+40
0.0460753768844221,118267.20182059106,7377.610589246588,7.014276131804288e+40
0.0460753768844221,121036.00283829964,7322.2936029163575,2.4224610324868193e+41
0.0460753768844221,123869.6253699838,7265.681568375889,8.447583292786835e+41
0.0460753768844221,126769.58697817229,7207.744166730787,2.9723189993465747e+42
0.0460753768844221,129737.44075366044,7148.450369278825,1.0543981018088327e+43
0.0460753768844221,132774.77614727672,7087.7684208923565,3.76782882780555e+43
0.0460753768844221,135883.21982112236,7025.665823011664,1.355054481964877e+44
0.0460753768844221,139064.4365197383,6962.109316240199,4.899730179601887e+44
0.0460753768844221,142320.12996167009,6897.064862532288,1.7794085437187548e+45
0.0460753768844221,145652.04375190305,6830.497626963894,6.482931947430132e+45
0.0460753768844221,149061.96231566014,6762.371959076553,2.366617020029653e+46
0.0460753768844221,152551.7118540599,6692.651373784604,8.64522441845677e+46
0.0460753768844221,156123.16132215047,6621.2985318353585,3.155791342612818e+47
0.0460753768844221,159778.2234298378,6548.275219811873,1.1494106352931964e+48
0.0460753768844221,163518.8556662486,6473.5423296675335,4.170478382471236e+48
0.0460753768844221,167347.06134807464,6397.059837781521,1.5048912447076256e+49
0.0460753768844221,171264.8906924606,6318.786783523932,5.390789168792154e+49
0.0460753768844221,175274.4419150082,6238.681247319104,1.9133756428387277e+50
0.0460753768844221,179377.8623534893,6156.700328195311,6.715427393354848e+50
0.0460753768844221,183577.3496178634,6072.800120808937,2.3256743889567292e+51
0.0460753768844221,187875.1527672209,5986.935691930702,7.929640453787542e+51
0.0460753768844221,192273.5735142776,5899.061056381452,2.655623338411168e+52
0.0460753768844221,196774.9674580727,5809.129152404486,8.714043982450222e+52
0.0460753768844221,201381.74534552105,5717.091816461409,2.7944769134834625e+53
0.0460753768844221,206096.3743625029,5622.899757437853,8.734851281136854e+53
0.0460753768844221,210921.37945517935,5526.502530245355,2.6539783267857078e+54
0.0460753768844221,215859.3446822418,5427.848508805195,7.816536531622474e+54
0.0460753768844221,220912.91459881727,5326.884858399788,2.2252788618177458e+55
0.0460753768844221,226084.7956727777,5223.557507376706,6.106544736611799e+55
0.0460753768844221,231377.75773420223,5117.81111819033,1.610922182209066e+56
0.0460753768844221,236794.63545877617,5009.589057765504,4.075009895184617e+56
0.0460753768844221,242338.32988591568,4898.8333671674,9.86288461668069e+56
0.0460753768844221,248011.8099724387,4785.4847305612375,2.2801755023088518e+57
0.0460753768844221,253818.1141826046,4669.482443445383,5.0306821665857245e+57
0.0460753768844221,259760.35211538128,4550.7643801407075,1.0594478559381154e+58
0.0460753768844221,265841.70616980846,4429.266960518826,2.1336508501866625e+58
0.0460753768844221,272065.43324935,4304.92511595139,4.125588423658447e+58
0.0460753768844221,278434.86650614475,4177.672254462263,7.709619436496446e+58
0.0460753768844221,284953.4171260982,4047.440225063744,1.4054561568880971e+59
0.0460753768844221,291624.57615576003,3914.1592812579693,2.527935722437959e+59
0.0460753768844221,298451.9163719754,3777.7580436837493,4.537810791028671e+59
0.0460753768844221,305439.09419530263,3638.1634618890107,8.20065867783274e+59
0.0460753768844221,312589.8516482341,3495.3007752081326,1.49745185170154e+60
0.0460753768844221,319908.01835925475,3349.0934727235035,2.757414396605556e+60
0.0460753768844221,327397.5136138218,3199.4632522896527,5.089152748156531e+60
0.0460753768844221,335062.34845336044,3046.329978598098,9.33927684060734e+60
0.0460753768844221,342906.6278234001,2889.611640260412,1.6904002552766763e+61
0.0460753768844221,350934.5527719985,2729.224305886618,2.996028446988649e+61
0.0460753768844221,359150.422699641,2565.0820791351766,5.169660078232196e+61
0.0460753768844221,367558.6376618056,2397.097052710774,8.649041441850576e+61
0.0460753768844221,376163.7007254393,2225.179261285039,1.4000643406562811e+62
0.0460753768844221,384970.22038059775,2049.2366333151695,2.1926763564698626e+62
0.0460753768844221,393982.9130085527,1869.1749417344074,3.328381160864315e+62
0.0460753768844221,403206.6054076735,1684.8977534882606,4.912739357412365e+62
0.0460753768844221,412646.2373784472,1496.3063778892201,7.079115338376609e+62
0.0460753768844221,422306.8643690161,1303.2998137624115,9.999541780469577e+62
0.0460753768844221,432193.66018265294,1105.774695353819,1.3897979110246052e+63
0.0460753768844221,442311.9197486164,903.6252369722545,1.9065600054788724e+63
0.0460753768844221,452667.061957886,696.7431763351202,2.5876157334234652e+63
0.0460753768844221,463264.632565276,485.01771658800453,3.479552823308621e+63
0.0460753768844221,474110.3071594974,268.3354669667674,4.637664352909894e+63
0.0460753768844221,485209.89420274814,46.58038207055279,6.1232950741156195e+63
0.0460753768844221,496569.3381414728,-180.36630028709465,7.998735409089203e+63
0.0460753768844221,508194.7225899414,-412.62612268191697,1.031906888739584e+64
0.0460753768844221,520092.2735883635,-650.3234731717639,1.3119380996839504e+64
0.0460753768844221,532268.3629372799,-893.5856519133313,1.639594574034348e+64
0.0460753768844221,544729.5116100167,-1142.542939338487,2.0084065112809646e+64
0.0460753768844221,557482.3932450257,-1397.3286659266137,2.4042829075087087e+64
0.0460753768844221,570533.8377199951,-1658.0792836106243,2.806213004355914e+64
0.0460753768844221,583890.8348096249,-1924.9344388544805,3.190108574907898e+64
0.0460753768844221,597560.5379290428,-2198.0370474416895,3.534800660022306e+64
0.0460753768844221,611550.2679648503,-2477.5333710145565,3.8273051247741525e+64
0.0460753768844221,625867.5171958727,-2763.573095405583,4.064452013167113e+64
0.0460753768844221,640519.9533056867,-3056.309410802462,4.2501977868880655e+64
0.0460753768844221,655515.4234890919,-3355.899093789965,4.3905302151655155e+64
0.0460753768844221,670861.9586547212,-3662.502591312533,4.4888024506271707e+64
0.0460753768844221,686567.7777260399,-3976.28410660257,4.543601873408859e+64
0.0460753768844221,702641.2920430313,-4297.411687120291,4.55010105479606e+64
0.0460753768844221,719091.1098669455,-4626.057314552664,4.504603131567919e+64
0.0460753768844221,735926.0409904969,-4962.396996919054,4.410355300415266e+64
0.0460753768844221,753155.1014560008,-5306.610862833374,4.281339763585432e+64
0.0460753768844221,770787.5183839604,-5658.883257972859,4.141053572871283e+64
0.0460753768844221,788832.7349147112,-6019.402843805602,4.01544657037447e+64
0.0460753768844221,807300.4152657436,-6388.36269862917,3.9219621569201464e+64
0.0460753768844221,826200.4499074288,-6765.960420974779,3.8589083702320144e+64
0.0460753768844221,845542.9608599177,-7152.398235432326,3.8004858329042046e+64
0.0460753768844221,865338.3071140461,-7547.883100952926,3.701543516302772e+64
0.0460753768844221,885597.0901791448,-7952.626821686814,3.5119470871963796e+64
0.0460753768844221,906330.1597607476,-8366.846160416459,3.195523913252491e+64
0.0460753768844221,927548.6195712056,-8790.762954644957,2.74637451030463e+64
0.0460753768844221,949263.8332763468,-9224.604235402438,2.1964099693887932e+64
0.0460753768844221,971487.4305813428,-9668.602348833632,1.6100413347693148e+64
0.0460753768844221,994231.3134590756,-10122.99508063243,1.0651260688553637e+64
0.0460753768844221,1017507.6625242984,-10588.025783389163,6.259784121902728e+63
0.0460753768844221,1041328.943557034,-11063.943506919517,3.216944437386919e+63
0.0460753768844221,1065707.914178694,-11551.003131644551,1.4230727459660581e+63
0.0460753768844221,1090657.630684497,-12049.465505093394,5.335012417991837e+62
0.0460753768844221,1116191.4550358322,-12559.597581601447,1.668832958540339e+62
0.0460753768844221,1142323.0620163465,-13081.672565279518,4.288125500256862e+61
0.0460753768844221,1169066.4465555456,-13615.97005632972,8.90862067421495e+60
0.0460753768844221,1196435.9312238502,-14162.776200786786,1.47230696124475e+60
0.0460753768844221,1224446.1739031435,-14722.38384376547,1.9036250278968454e+59
0.0460753768844221,1253112.175636873,-15295.092686295213,1.8925959519843655e+58
0.0460753768844221,1282449.2886639466,-15881.209445826766,1.4211303192941664e+57
0.0460753768844221,1312473.22464071,-16481.048020496455,7.910187794123645e+55
0.0460753768844221,1343200.063055414,-17094.929657236105,3.200603521892861e+54
0.0460753768844221,1374646.2598396766,-17723.18312381867,9.223397743045608e+52
0.0460753768844221,1406828.65618154,-18366.14488493149,1.8529430139819194e+51
0.0460753768844221,1439764.4875448796,-19024.15928237215,2.537407487853484e+49
0.0460753768844221,1473471.392899947,-19697.578719462537,2.313332411745644e+47
0.0460753768844221,1507967.424170009,-20386.76384978021,1.3697982139320021e+45
0.0460753768844221,1543271.055899177,-21092.08377030885,5.132816185624559e+42
0.0460753768844221,1579401.1951465392,-21813.916219109968,1.1843328945310096e+40
0.0460753768844221,1616377.1916119475,-22552.64777762274,1.6351094229916475e+37
0.0460753768844221,1654218.8479988573,-23308.674077699838,1.310619045562876e+34
0.0460753768844221,1692946.4306197772,-24082.400013490336,5.908771199604853e+30
0.0460753768844221,1732580.6802500114,-24874.23995828312,1.4492455679398086e+27
0.0460753768844221,1773142.8232354831,-25684.617986426532,1.867270450300668e+23
0.0460753768844221,1814654.5828606468,-26513.96810044424,1.2181919934678114e+19
0.0460753768844221,1857138.190982504,-27362.734463467485,387149438838882.44
0.0460753768844221,1900616.3999369885,-28231.37163710898,5755133979.721318
0.0460753768844221,1945112.4947241312,-29120.344824906344,38345.33723758604
0.0460753768844221,1990650.305478458,-30030.13012146419,0.10949136803679345
0.0460753768844221,2037254.2202313568,-30961.21476742938,1.2782192648148872e-07
0.0460753768844221,2084949.1979722236,-31914.097410435483,5.806407380425149e-14
0.0460753768844221,2133760.782015392,-32889.2883721563,9.743736980921256e-21
0.0460753768844221,2183715.113680004,-33887.30992161166,5.719620092542964e-28
0.0460753768844221,2234838.9462901214,-34908.69655487114,1.1090562942970924e-35
0.0460753768844221,2287159.659502645,-35953.99528130698,6.689008892672184e-44
0.0460753768844221,2340705.273970637,-37023.76591654784,1.1780503517032304e-52
0.0460753768844221,2395504.466349918,-38118.581382290824,5.669741887764829e-62
0.0460753768844221,2451586.584657044,-39239.02801313358,6.955491436930221e-72
0.0460753768844221,2508981.6639867835,-40385.70587058871,2.0217107939383794e-82
0.0460753768844221,2567720.4425975857,-41559.22906445013,1.2894911493137953e-93
0.0460753768844221,2627834.378373629,-42760.22608168312,1.6651352824959006e-105
