logZ/Zsol,Mass,margLike,Prob
-2.0,31622.776601683792,7513.0683852114635,2.1739487199513988e+38
-1.9899497487437183,31622.776601683792,7511.958746090338,2.3942287855266516e+38
-1.979899497487437,31622.776601683792,7510.84910696921,7.147958786939426e+38
-1.969849246231156,31622.776601683792,7509.739467848083,2.5418400285474255e+39
-1.9597989949748744,31622.776601683792,7508.6298287269565,9.052914383079602e+39
-1.949748743718593,31622.776601683792,7507.520189605829,3.179035140142031e+40
-1.9396984924623115,31622.776601683792,7506.410550484702,1.0993192547504412e+41
-1.92964824120603,31622.776601683792,7505.300911363574,3.743093157965109e+41
-1.9195979899497488,31622.776601683792,7504.191272242448,1.2549091549305346e+42
-1.9095477386934676,31622.776601683792,7503.081633121321,4.142557211839715e+42
-1.899497487437186,31622.776601683792,7501.971994000194,1.3464781067745205e+43
-1.8894472361809045,31622.776601683792,7500.8623548790665,4.309279165835272e+43
-1.879396984924623,31622.776601683792,7499.752715757939,1.3579522997934712e+44
-1.8693467336683416,31622.776601683792,7498.643076636812,4.213460744663959e+44
-1.8592964824120604,31622.776601683792,7497.533437515685,1.2872649406966533e+45
-1.849246231155779,31622.776601683792,7496.423798394559,3.8723221659281006e+45
-1.8391959798994972,31622.776601683792,7495.31415927343,1.1469634407766392e+46
-1.829145728643216,31622.776601683792,7494.204520152303,3.3450469663258735e+46
-1.8190954773869348,31622.776601683792,7493.094881031177,9.605708797112902e+46
-1.809045226130653,31622.776601683792,7491.98524191005,2.716008752997258e+47
-1.798994974874372,31622.776601683792,7490.875602788922,7.56149145597725e+47
-1.7889447236180904,31622.776601683792,7489.765963667795,2.072804382567965e+48
-1.778894472361809,31622.776601683792,7488.656324546668,5.594789131868156e+48
-1.7688442211055275,31622.776601683792,7487.546685425541,1.4869065645906583e+49
-1.7587939698492463,31622.776601683792,7486.437046304414,3.890972729712148e+49
-1.7487437185929648,31622.776601683792,7485.3141167933545,8.297637723268905e+49
-1.7386934673366834,31622.776601683792,7484.098154552766,4.6611479546061845e+49
-1.728643216080402,31622.776601683792,7482.882192312178,2.6039842516083954e+49
-1.7185929648241207,31622.776601683792,7481.666230071589,1.4467412484493317e+49
-1.7085427135678393,31622.776601683792,7480.450267831,7.99374739397901e+48
-1.6984924623115578,31622.776601683792,7479.234305590413,4.3925531209121305e+48
-1.6884422110552764,31622.776601683792,7478.018343349824,2.4004389776624935e+48
-1.678391959798995,31622.776601683792,7476.802381109235,1.304581944796683e+48
-1.6683417085427137,31622.776601683792,7475.586418868648,7.0511361896884365e+47
-1.6582914572864322,31622.776601683792,7474.370456628059,3.790128094631469e+47
-1.6482412060301508,31622.776601683792,7473.154494387471,2.026075938031875e+47
-1.6381909547738691,31622.776601683792,7471.938532146882,1.077121253565347e+47
-1.628140703517588,31622.776601683792,7470.722569906295,5.694826767668077e+46
-1.6180904522613069,31622.776601683792,7469.506607665706,2.9943563672852566e+46
-1.608040201005025,31622.776601683792,7468.290645425117,1.565789944050227e+46
-1.5979899497487438,31622.776601683792,7467.074683184529,8.142739836247805e+45
-1.5879396984924623,31622.776601683792,7465.858720943941,4.211285300773713e+45
-1.5778894472361809,31622.776601683792,7464.642758703352,2.1660367236062203e+45
-1.5678391959798996,31622.776601683792,7463.426796462764,1.1079598232212575e+45
-1.557788944723618,31622.776601683792,7462.210834222175,5.6362371072201205e+44
-1.5477386934673367,31622.776601683792,7460.9948719815875,2.851422309437934e+44
-1.5376884422110553,31622.776601683792,7459.778909740999,1.4346332009069648e+44
-1.5276381909547738,31622.776601683792,7458.562947500411,7.178393426741303e+43
-1.5175879396984926,31622.776601683792,7457.346985259823,3.5720759358031097e+43
-1.507537688442211,31622.776601683792,7456.131023019234,1.7677512537540988e+43
-1.4974874371859297,31622.776601683792,7454.650262163492,9.613766029299823e+42
-1.4874371859296482,31622.776601683792,7452.375105462292,7.035111893890807e+42
-1.4773869346733668,31622.776601683792,7450.099948761092,5.142578583631665e+42
-1.4673366834170856,31622.776601683792,7447.8247920598915,3.755115772818939e+42
-1.457286432160804,31622.776601683792,7445.5496353586905,2.7390388495004254e+42
-1.4472361809045229,31622.776601683792,7443.274478657489,1.9957471600717724e+42
-1.4371859296482412,31622.776601683792,7440.999321956289,1.4525975740680844e+42
-1.4271356783919598,31622.776601683792,7438.724165255089,1.0561304786051972e+42
-1.4170854271356783,31622.776601683792,7436.449008553889,7.670475808353118e+41
-1.4070351758793969,31622.776601683792,7434.173851852687,5.564927371292125e+41
-1.3969849246231156,31622.776601683792,7431.898695151487,4.03300875917163e+41
-1.3869346733668342,31622.776601683792,7429.623538450285,2.9196534141683963e+41
-1.3768844221105527,31622.776601683792,7427.348381749087,2.1113776031345694e+41
-1.3668341708542715,31622.776601683792,7425.073225047885,1.525221803179566e+41
-1.3567839195979898,31622.776601683792,7422.798068346685,1.1006078464147047e+41
-1.3467336683417086,31622.776601683792,7420.522911645485,7.933498686571701e+40
-1.3366834170854272,31622.776601683792,7418.247754944285,5.712543891221165e+40
-1.3266331658291457,31622.776601683792,7415.972598243083,4.1089154035084614e+40
-1.3165829145728645,31622.776601683792,7413.697441541883,2.952284135958724e+40
-1.3065326633165828,31622.776601683792,7411.422284840683,2.11896301575087e+40
-1.2964824120603016,31622.776601683792,7409.1471281394815,1.5192350000245808e+40
-1.28643216080402,31622.776601683792,7406.8719714382805,1.088096436856269e+40
-1.276381909547739,31622.776601683792,7404.59681473708,7.785031005852487e+39
-1.2663316582914574,31622.776601683792,7402.32165803588,5.564480923115432e+39
-1.2562814070351758,31622.776601683792,7400.04650133468,3.973791778591421e+39
-1.2462311557788943,31622.776601683792,7397.196158199328,6.953764108477981e+39
-1.236180904522613,31622.776601683792,7393.387171007058,5.270568893206992e+40
-1.2261306532663316,31622.776601683792,7389.578183814789,3.830768755359813e+41
-1.2160804020100502,31622.776601683792,7385.769196622519,2.6699447568999142e+42
-1.2060301507537687,31622.776601683792,7381.960209430248,1.7844495240949006e+43
-1.1959798994974875,31622.776601683792,7378.151222237979,1.1436423461647886e+44
-1.185929648241206,31622.776601683792,7374.3422350457095,7.028439078440094e+44
-1.1758793969849246,31622.776601683792,7370.53324785344,4.1419922193073934e+45
-1.1658291457286432,31622.776601683792,7366.724260661169,2.3406726790342697e+46
-1.1557788944723617,31622.776601683792,7362.9152734689,1.2683892863397031e+47
-1.1457286432160805,31622.776601683792,7359.10628627663,6.590896899108228e+47
-1.135678391959799,31622.776601683792,7355.297299084361,3.28409917080447e+48
-1.1256281407035176,31622.776601683792,7351.48831189209,1.569161396866204e+49
-1.115577889447236,31622.776601683792,7347.67932469982,7.189496473596502e+49
-1.105527638190955,31622.776601683792,7343.870337507551,3.158703199743668e+50
-1.0954773869346734,31622.776601683792,7340.061350315282,1.3307568394656495e+51
-1.085427135678392,31622.776601683792,7336.2523631230115,5.376111543784974e+51
-1.0753768844221103,31622.776601683792,7332.443375930742,2.0826569402048618e+52
-1.065326633165829,31622.776601683792,7328.634388738472,7.736551805519289e+52
-1.0552763819095476,31622.776601683792,7324.825401546203,2.755864295363256e+53
-1.0452261306532664,31622.776601683792,7321.016414353931,9.413465263530715e+53
-1.035175879396985,31622.776601683792,7317.207427161662,3.083353697703136e+54
-1.0251256281407035,31622.776601683792,7313.398439969393,9.684570837147048e+54
-1.015075376884422,31622.776601683792,7309.589452777123,2.91690351451077e+55
-1.0050251256281406,31622.776601683792,7305.780465584853,8.4246197374632e+55
-0.9949748743718594,31622.776601683792,7302.249954565736,1.416785218352826e+56
-0.984924623115578,31622.776601683792,7298.997925523272,1.431584584473283e+56
-0.9748743718592964,31622.776601683792,7295.7458906469055,1.4465347360086273e+56
-0.964824120603015,31622.776601683792,7292.49385577054,1.4616806982755432e+56
-0.9547738693467336,31622.776601683792,7289.241820894173,1.4771192894623549e+56
-0.9447236180904524,31622.776601683792,7285.989786017806,1.492981825171421e+56
-0.9346733668341708,31622.776601683792,7282.737751141442,1.5094451203801728e+56
-0.9246231155778896,31622.776601683792,7279.485716265074,1.526745774472889e+56
-0.914572864321608,31622.776601683792,7276.233681388707,1.5451986458050418e+56
-0.9045226130653266,31622.776601683792,7272.981646512341,1.5652206494781183e+56
-0.8944723618090451,31622.776601683792,7269.729611635974,1.58736128929544e+56
-0.8844221105527639,31622.776601683792,7266.4775767596075,1.6123416713329894e+56
-0.8743718592964824,31622.776601683792,7263.225541883241,1.6411041523941671e+56
-0.864321608040201,31622.776601683792,7259.973507006875,1.6748752631398644e+56
-0.8542713567839195,31622.776601683792,7256.721472130508,1.7152451252405676e+56
-0.8442211055276381,31622.776601683792,7253.469437254142,1.7642672677450179e+56
-0.8341708542713568,31622.776601683792,7250.217402377775,1.8245835539514585e+56
-0.8241206030150754,31622.776601683792,7246.965367501409,1.8995798706978127e+56
-0.8140703517587939,31622.776601683792,7243.713332625042,1.9935793213988176e+56
-0.8040201005025125,31622.776601683792,7240.461297748677,2.112080915894422e+56
-0.793969849246231,31622.776601683792,7237.209262872309,2.2620531764208336e+56
-0.7839195979899498,31622.776601683792,7233.957227995943,2.452293689721052e+56
-0.7738693467336684,31622.776601683792,7230.7051931195765,2.693867437354389e+56
-0.7638190954773869,31622.776601683792,7227.45315824321,3.0006387327687226e+56
-0.7537688442211055,31622.776601683792,7224.201123366844,3.389913784035966e+56
-0.743718592964824,31622.776601683792,7221.444762148112,4.267957975531547e+56
-0.7336683417085428,31622.776601683792,7218.985805123963,5.8639400295751025e+56
-0.7236180904522613,31622.776601683792,7216.526848099814,8.279821840564407e+56
-0.7135678391959799,31622.776601683792,7214.067891075665,1.1905196522002855e+57
-0.7035175879396984,31622.776601683792,7211.6089340515155,1.7286058533234863e+57
-0.693467336683417,31622.776601683792,7209.149977027368,2.518803496235559e+57
-0.6834170854271358,31622.776601683792,7206.691020003218,3.674407921165417e+57
-0.6733668341708543,31622.776601683792,7204.232062979067,5.394966032446303e+57
-0.6633165829145728,31622.776601683792,7201.773105954919,8.15201966140989e+57
-0.6532663316582914,31622.776601683792,7199.31414893077,1.3365566937711287e+58
-0.64321608040201,31622.776601683792,7196.855191906619,2.5690996289579194e+58
-0.6331658291457287,31622.776601683792,7194.396234882471,6.009984886397908e+58
-0.6231155778894473,31622.776601683792,7191.937277858322,1.6183544235055585e+59
-0.6130653266331658,31622.776601683792,7189.478320834172,4.5733110563832455e+59
-0.6030150753768844,31622.776601683792,7187.019363810023,1.271028406580762e+60
-0.5929648241206029,31622.776601683792,7184.560406785874,3.3639188218498766e+60
-0.5829145728643217,31622.776601683792,7182.101449761724,8.360000498448424e+60
-0.5728643216080402,31622.776601683792,7179.642492737576,1.9393849256599387e+61
-0.5628140703517588,31622.776601683792,7177.183535713426,4.189069141178505e+61
-0.5527638190954773,31622.776601683792,7174.724578689276,8.415520649996193e+61
-0.5427135678391959,31622.776601683792,7172.265621665128,1.5715631898220778e+62
-0.5326633165829147,31622.776601683792,7169.806664640978,2.727495663792152e+62
-0.5226130653266332,31622.776601683792,7167.347707616829,4.398707918854036e+62
-0.5125628140703518,31622.776601683792,7164.88875059268,6.591556998311549e+62
-0.5025125628140703,31622.776601683792,7162.42979356853,9.177795513592576e+62
-0.4924623115577888,31622.776601683792,7161.752506357708,9.079848121195914e+62
-0.4824120603015074,31622.776601683792,7161.669109084662,8.056849218725852e+62
-0.4723618090452262,31622.776601683792,7161.585711811615,7.066206653684803e+62
-0.4623115577889447,31622.776601683792,7161.5023145385685,6.1255261465081285e+62
-0.4522613065326633,31622.776601683792,7161.418917265522,5.248539415663706e+62
-0.4422110552763818,31622.776601683792,7161.335519992476,4.445025758500054e+62
-0.4321608040201004,31622.776601683792,7161.25212271943,3.7209566319929063e+62
-0.4221105527638191,31622.776601683792,7161.168725446384,3.078822190894579e+62
-0.4120603015075377,31622.776601683792,7161.085328173338,2.518091238164148e+62
-0.4020100502512562,31622.776601683792,7161.001930900291,2.0357537931355242e+62
-0.3919597989949748,31622.776601683792,7160.918533627244,1.6268978759628168e+62
-0.3819095477386933,31622.776601683792,7160.835136354199,1.285278143495497e+62
-0.3718592964824121,31622.776601683792,7160.751739081153,1.0038424838639673e+62
-0.3618090452261306,31622.776601683792,7160.668341808106,7.751923423989836e+61
-0.3517587939698492,31622.776601683792,7160.58494453506,5.919622809513789e+61
-0.3417085427135677,31622.776601683792,7160.5015472620125,4.4711315573366904e+61
-0.3316582914572863,31622.776601683792,7160.418149988967,3.3414070135079977e+61
-0.3216080402010051,31622.776601683792,7160.33475271592,2.4720688488459982e+61
-0.3115577889447236,31622.776601683792,7160.251355442873,1.812050605757221e+61
-0.3015075376884422,31622.776601683792,7160.167958169827,1.3177184082872325e+61
-0.2914572864321607,31622.776601683792,7160.084560896781,9.525897741536667e+60
-0.2814070351758793,31622.776601683792,7160.001163623735,6.86777723999652e+60
-0.271356783919598,31622.776601683792,7159.917766350689,4.962698692988496e+60
-0.2613065326633166,31622.776601683792,7159.834369077642,3.621323789559666e+60
-0.2512562814070351,31622.776601683792,7159.750971804597,2.6970761904850358e+60
-0.2412060301507537,31622.776601683792,7160.051039430155,2.8267886779824842e+60
-0.2311557788944722,31622.776601683792,7160.405887755514,3.126728323105554e+60
-0.221105527638191,31622.776601683792,7160.760736080874,3.4914413709059844e+60
-0.2110552763819095,31622.776601683792,7161.115584406234,3.940440796886326e+60
-0.2010050251256281,31622.776601683792,7161.470432731594,4.497590024208598e+60
-0.1909547738693466,31622.776601683792,7161.825286852973,5.191764691998712e+60
-0.1809045226130652,31622.776601683792,7162.1801351444965,6.0577304934834894e+60
-0.170854271356784,31622.776601683792,7162.534983436019,7.136758329276074e+60
-0.1608040201005025,31622.776601683792,7162.889831727541,8.477489662254187e+60
-0.1507537688442211,31622.776601683792,7163.244680019065,1.0136578508485509e+61
-0.1407035175879396,31622.776601683792,7163.599528310586,1.2179179867926e+61
-0.1306532663316582,31622.776601683792,7163.954376602109,1.467916223977189e+61
-0.1206030150753769,31622.776601683792,7164.309224893632,1.7718938589434807e+61
-0.1105527638190955,31622.776601683792,7164.664073185154,2.1388808174373023e+61
-0.100502512562814,31622.776601683792,7165.018921476677,2.57857071366226e+61
-0.0904522613065326,31622.776601683792,7165.373769768199,3.1011280004619926e+61
-0.0804020100502511,31622.776601683792,7165.728618059723,3.716920821903103e+61
-0.0703517587939699,31622.776601683792,7166.083466351245,4.4361766042401386e+61
-0.0603015075376884,31622.776601683792,7166.438314642767,5.268561856851943e+61
-0.050251256281407,31622.776601683792,7166.79316293429,6.222692993132992e+61
-0.0402010050251255,31622.776601683792,7167.148011225812,7.305591004730304e+61
-0.0301507537688441,31622.776601683792,7167.502859517336,8.522099195844508e+61
-0.0201005025125626,31622.776601683792,7167.857707808858,9.874289460710088e+61
-0.0100502512562814,31622.776601683792,7168.21255610038,1.1360888229027588e+62
0.0,31622.776601683792,7168.567404391904,1.2976757619444461e+62
-2.0,32363.110140396715,7506.530094693393,7.615675132387369e+38
-1.9899497487437183,32363.110140396715,7505.394477364609,8.322395842821922e+38
-1.979899497487437,32363.110140396715,7504.258860035825,2.5243786675212205e+39
-1.969849246231156,32363.110140396715,7503.123242707041,9.125079971503906e+39
-1.9597989949748744,32363.110140396715,7501.987625378258,3.2997889498177984e+40
-1.949748743718593,32363.110140396715,7500.8520080494745,1.1755749746814522e+41
-1.9396984924623115,32363.110140396715,7499.7163907206905,4.121102805139448e+41
-1.92964824120603,32363.110140396715,7498.580773391906,1.421463916430278e+42
-1.9195979899497488,32363.110140396715,7497.445156063122,4.8240794108629754e+42
-1.9095477386934676,32363.110140396715,7496.309538734338,1.6108275104378838e+43
-1.899497487437186,32363.110140396715,7495.173921405555,5.292240729426996e+43
-1.8894472361809045,32363.110140396715,7494.038304076772,1.710748252655468e+44
-1.879396984924623,32363.110140396715,7492.902686747988,5.441123466475662e+44
-1.8693467336683416,32363.110140396715,7491.767069419204,1.7027348223645292e+45
-1.8592964824120604,32363.110140396715,7490.63145209042,5.242777371183311e+45
-1.849246231155779,32363.110140396715,7489.495834761637,1.5882972213181503e+46
-1.8391959798994972,32363.110140396715,7488.360217432852,4.734325321278288e+46
-1.829145728643216,32363.110140396715,7487.224600104069,1.3884824027679646e+47
-1.8190954773869348,32363.110140396715,7486.088982775285,4.006624330950485e+47
-1.809045226130653,32363.110140396715,7484.953365446501,1.1375561152555268e+48
-1.798994974874372,32363.110140396715,7483.817748117717,3.177773918655759e+48
-1.7889447236180904,32363.110140396715,7482.682130788933,8.734320509528251e+48
-1.778894472361809,32363.110140396715,7481.546513460151,2.362061571457258e+49
-1.7688442211055275,32363.110140396715,7480.410896131366,6.285057642518515e+49
-1.7587939698492463,32363.110140396715,7479.275278802583,1.6454446483817507e+50
-1.7487437185929648,32363.110140396715,7478.126059937203,3.5085972143872418e+50
-1.7386934673366834,32363.110140396715,7476.881630315655,1.972123121503106e+50
-1.728643216080402,32363.110140396715,7475.637200694108,1.102118328440056e+50
-1.7185929648241207,32363.110140396715,7474.392771072559,6.123731129839646e+49
-1.7085427135678393,32363.110140396715,7473.148341451011,3.3829664666153927e+49
-1.6984924623115578,32363.110140396715,7471.903911829464,1.8581165902740477e+49
-1.6884422110552764,32363.110140396715,7470.659482207917,1.0147099486011477e+49
-1.678391959798995,32363.110140396715,7469.415052586368,5.5094033044297387e+48
-1.6683417085427137,32363.110140396715,7468.170622964821,2.9741365302665e+48
-1.6582914572864322,32363.110140396715,7466.926193343274,1.5962868161821388e+48
-1.6482412060301508,32363.110140396715,7465.681763721725,8.518333550695128e+47
-1.6381909547738691,32363.110140396715,7464.4373341001765,4.519517224287553e+47
-1.628140703517588,32363.110140396715,7463.192904478629,2.3840927082059055e+47
-1.6180904522613069,32363.110140396715,7461.948474857082,1.25039699808637e+47
-1.608040201005025,32363.110140396715,7460.704045235534,6.520282231715904e+46
-1.5979899497487438,32363.110140396715,7459.459615613986,3.3804814435603895e+46
-1.5879396984924623,32363.110140396715,7458.215185992438,1.74254662522045e+46
-1.5778894472361809,32363.110140396715,7456.970756370891,8.93066806236128e+45
-1.5678391959798996,32363.110140396715,7455.726326749344,4.550689221487046e+45
-1.557788944723618,32363.110140396715,7454.481897127795,2.3054945318025467e+45
-1.5477386934673367,32363.110140396715,7453.237467506247,1.161300745764718e+45
-1.5376884422110553,32363.110140396715,7451.993037884699,5.815927749943513e+44
-1.5276381909547738,32363.110140396715,7450.748608263151,2.8959228647503322e+44
-1.5175879396984926,32363.110140396715,7449.504178641603,1.4336682465193357e+44
-1.507537688442211,32363.110140396715,7448.259749020056,7.056738631801704e+43
