logZ/Zsol,Mass,margLike,Prob
-1.4974874371859297,32363.110140396715,7446.744321476499,3.819135032850129e+43
-1.4874371859296482,32363.110140396715,7444.415900166914,2.787506302408223e+43
-1.4773869346733668,32363.110140396715,7442.087478857327,2.0322494806616608e+43
-1.4673366834170856,32363.110140396715,7439.7590575477425,1.4799549777461902e+43
-1.457286432160804,32363.110140396715,7437.430636238158,1.0765403331819366e+43
-1.4472361809045229,32363.110140396715,7435.102214928573,7.822083120275765e+42
-1.4371859296482412,32363.110140396715,7432.773793618988,5.677078075087032e+42
-1.4271356783919598,32363.110140396715,7430.445372309401,4.1156423431055075e+42
-1.4170854271356783,32363.110140396715,7428.116950999817,2.980304963198622e+42
-1.4070351758793969,32363.110140396715,7425.788529690231,2.155728707725203e+42
-1.3969849246231156,32363.110140396715,7423.4601083806465,1.5575350374711106e+42
-1.3869346733668342,32363.110140396715,7421.131687071061,1.1240661437195105e+42
-1.3768844221105527,32363.110140396715,7418.803265761476,8.10319397986223e+41
-1.3668341708542715,32363.110140396715,7416.47484445189,5.8348666835449825e+41
-1.3567839195979898,32363.110140396715,7414.146423142305,4.196777947219584e+41
-1.3467336683417086,32363.110140396715,7411.818001832719,3.015167436055553e+41
-1.3366834170854272,32363.110140396715,7409.4895805231345,2.163801159147504e+41
-1.3266331658291457,32363.110140396715,7407.16115921355,1.5510789953097651e+41
-1.3165829145728645,32363.110140396715,7404.832737903964,1.1106098722735066e+41
-1.3065326633165828,32363.110140396715,7402.504316594379,7.943301427033996e+40
-1.2964824120603016,32363.110140396715,7400.175895284793,5.674849107173888e+40
-1.28643216080402,32363.110140396715,7397.847473975207,4.0497237778672316e+40
-1.276381909547739,32363.110140396715,7395.519052665622,2.886842512174027e+40
-1.2663316582914574,32363.110140396715,7393.190631356038,2.0557320247123477e+40
-1.2562814070351758,32363.110140396715,7390.862210046453,1.462504199864007e+40
-1.2462311557788943,32363.110140396715,7387.945136381821,2.5756674944635533e+40
-1.236180904522613,32363.110140396715,7384.046975458778,1.9958881384762913e+41
-1.2261306532663316,32363.110140396715,7380.148814535736,1.480161451604721e+42
-1.2160804020100502,32363.110140396715,7376.250653612693,1.0505233879979112e+43
-1.2060301507537687,32363.110140396715,7372.35249268965,7.135494263928535e+43
-1.1959798994974875,32363.110140396715,7368.454331766608,4.638339874209248e+44
-1.185929648241206,32363.110140396715,7364.556170843565,2.885493500763105e+45
-1.1758793969849246,32363.110140396715,7360.658009920523,1.7178917649562256e+46
-1.1658291457286432,32363.110140396715,7356.759848997481,9.787888622299952e+46
-1.1557788944723617,32363.110140396715,7352.861688074438,5.337025659542021e+47
-1.1457286432160805,32363.110140396715,7348.963527151395,2.7850069004234867e+48
-1.135678391959799,32363.110140396715,7345.065366228353,1.3908162139179592e+49
-1.1256281407035176,32363.110140396715,7341.16720530531,6.647059486592354e+49
-1.115577889447236,32363.110140396715,7337.269044382268,3.0402247385812567e+50
-1.105527638190955,32363.110140396715,7333.370883459225,1.330755127314836e+51
-1.0954773869346734,32363.110140396715,7329.472722536183,5.574514663491656e+51
-1.085427135678392,32363.110140396715,7325.574561613141,2.2347690139833915e+52
-1.0753768844221103,32363.110140396715,7321.676400690097,8.573836590925253e+52
-1.065326633165829,32363.110140396715,7317.778239767055,3.1480033924535483e+53
-1.0552763819095476,32363.110140396715,7313.880078844013,1.1061479498078101e+54
-1.0452261306532664,32363.110140396715,7309.98191792097,3.7197187154314e+54
-1.035175879396985,32363.110140396715,7306.083756997928,1.1970903350728508e+55
-1.0251256281407035,32363.110140396715,7302.185596074885,3.686932144083621e+55
-1.015075376884422,32363.110140396715,7298.287435151842,1.086742624439407e+56
-1.0050251256281406,32363.110140396715,7294.3892742288,3.0655909155390205e+56
-0.9949748743718594,32363.110140396715,7290.776108996577,5.0943601920432215e+56
-0.984924623115578,32363.110140396715,7287.447945394541,5.153862341861306e+56
-0.9748743718592964,32363.110140396715,7284.119775822022,5.214077259848799e+56
-0.964824120603015,32363.110140396715,7280.791606249505,5.275189378212387e+56
-0.9547738693467336,32363.110140396715,7277.463436676987,5.337576655938962e+56
-0.9447236180904524,32363.110140396715,7274.13526710447,5.401749350076476e+56
-0.9346733668341708,32363.110140396715,7270.8070975319515,5.468391239074817e+56
-0.9246231155778896,32363.110140396715,7267.478927959432,5.538412775004102e+56
-0.914572864321608,32363.110140396715,7264.150758386915,5.6130193268415546e+56
-0.9045226130653266,32363.110140396715,7260.822588814397,5.693798425974456e+56
-0.8944723618090451,32363.110140396715,7257.494419241879,5.782830825393558e+56
-0.8844221105527639,32363.110140396715,7254.166249669361,5.882831259071298e+56
-0.8743718592964824,32363.110140396715,7250.8380800968425,5.997326062761072e+56
-0.864321608040201,32363.110140396715,7247.509910524324,6.130876318012685e+56
-0.8542713567839195,32363.110140396715,7244.181740951806,6.289356934168471e+56
-0.8442211055276381,32363.110140396715,7240.853571379289,6.480304114515364e+56
-0.8341708542713568,32363.110140396715,7237.52540180677,6.713345986872745e+56
-0.8241206030150754,32363.110140396715,7234.197232234252,7.0007338364579315e+56
-0.8140703517587939,32363.110140396715,7230.8690626617345,7.3579943752928845e+56
-0.8040201005025125,32363.110140396715,7227.540893089216,7.804726825228274e+56
-0.793969849246231,32363.110140396715,7224.212723516698,8.36557227796825e+56
-0.7839195979899498,32363.110140396715,7220.884553944181,9.071386809112032e+56
-0.7738693467336684,32363.110140396715,7217.556384371663,9.960654132178646e+56
-0.7638190954773869,32363.110140396715,7214.228214799145,1.1081178133849333e+57
-0.7537688442211055,32363.110140396715,7210.900045226626,1.2492100368912043e+57
-0.743718592964824,32363.110140396715,7208.079153727055,1.565844576991112e+57
-0.7336683417085428,32363.110140396715,7205.562629071254,2.136035897016228e+57
-0.7236180904522613,32363.110140396715,7203.046104415453,2.988438216645579e+57
-0.7135678391959799,32363.110140396715,7200.529579759651,4.2501486540585314e+57
-0.7035175879396984,32363.110140396715,7198.013055103849,6.095361194897378e+57
-0.693467336683417,32363.110140396715,7195.496530448047,8.763583706096509e+57
-0.6834170854271358,32363.110140396715,7192.980005792246,1.2606646948542413e+58
-0.6733668341708543,32363.110140396715,7190.463481136445,1.8254757142686057e+58
-0.6633165829145728,32363.110140396715,7187.946956480642,2.723491487694492e+58
-0.6532663316582914,32363.110140396715,7185.4304318248405,4.414600919962118e+58
-0.64321608040201,32363.110140396715,7182.913907169039,8.36667781205668e+58
-0.6331658291457287,32363.110140396715,7180.397382513238,1.9104019662513235e+59
-0.6231155778894473,32363.110140396715,7177.880857857435,4.960659789771909e+59
-0.6130653266331658,32363.110140396715,7175.3643332016345,1.3405183530841501e+60
-0.6030150753768844,32363.110140396715,7172.847808545832,3.544568297449211e+60
-0.5929648241206029,32363.110140396715,7170.331283890031,8.891997023862852e+60
-0.5829145728643217,32363.110140396715,7167.814759234229,2.0875872099668066e+61
-0.5728643216080402,32363.110140396715,7165.298234578428,4.55978042222478e+61
-0.5628140703517588,32363.110140396715,7162.781709922626,9.242326132694799e+61
-0.5527638190954773,32363.110140396715,7160.265185266824,1.7364161324712408e+62
-0.5427135678391959,32363.110140396715,7157.748660611022,3.0222203985269706e+62
-0.5326633165829147,32363.110140396715,7155.232135955221,4.871735181121546e+62
-0.5226130653266332,32363.110140396715,7152.71561129942,7.272244659488871e+62
-0.5125628140703518,32363.110140396715,7150.199086643617,1.0051947658267264e+63
-0.5025125628140703,32363.110140396715,7147.6825619878155,1.2865082691410265e+63
-0.4924623115577888,32363.110140396715,7146.98941853376,1.27894072995695e+63
-0.4824120603015074,32363.110140396715,7146.90406881362,1.174990488302041e+63
-0.4723618090452262,32363.110140396715,7146.81871909348,1.0663826853397482e+63
-0.4623115577889447,32363.110140396715,7146.73336937334,9.560664686187652e+62
-0.4522613065326633,32363.110140396715,7146.648019653199,8.467618879311728e+62
-0.4422110552763818,32363.110140396715,7146.5626699330605,7.408586086563647e+62
-0.4321608040201004,32363.110140396715,7146.47732021292,6.403444868789009e+62
-0.4221105527638191,32363.110140396715,7146.391970492779,5.4676548147419685e+62
-0.4120603015075377,32363.110140396715,7146.306620772639,4.612157213446505e+62
-0.4020100502512562,32363.110140396715,7146.2212710525,3.8435432551048073e+62
-0.3919597989949748,32363.110140396715,7146.1359213323585,3.1644395718653894e+62
-0.3819095477386933,32363.110140396715,7146.050571612219,2.57405157838832e+62
-0.3718592964824121,32363.110140396715,7145.965221892078,2.0688024429508196e+62
-0.3618090452261306,32363.110140396715,7145.879872171939,1.643008794393251e+62
-0.3517587939698492,32363.110140396715,7145.794522451799,1.2895421188518304e+62
-0.3417085427135677,32363.110140396715,7145.709172731658,1.0004356285953868e+62
-0.3316582914572863,32363.110140396715,7145.623823011518,7.674085719699512e+61
-0.3216080402010051,32363.110140396715,7145.538473291378,5.822920473560468e+61
-0.3115577889447236,32363.110140396715,7145.453123571238,4.373512412225592e+61
-0.3015075376884422,32363.110140396715,7145.367773851098,3.255078637167794e+61
-0.2914572864321607,32363.110140396715,7145.282424130957,2.404730212955769e+61
-0.2814070351758793,32363.110140396715,7145.197074410818,1.7680480164832264e+61
-0.271356783919598,32363.110140396715,7145.111724690677,1.299066730341133e+61
-0.2613065326633166,32363.110140396715,7145.026374970537,9.5982813482382e+60
