MJD,PHASE,COLOR_OBS,DCOLOR_OBS,INST,COLOR_TEMP,DCOLOR_TEMP
58855.50669299769,0.6211508290143684,1.1029999999999989,0.01207837381438412,lcogt,0.010092163752061395,0.044939953554407615
58856.66913274884,1.7835905801621266,1.1358000000000006,0.026135003424526244,lcogt,0.07841513152900366,0.042799781833437286
58857.67291244792,2.787370279242168,1.195100000000001,0.03515055902827157,lcogt,0.14697871632882986,0.04604741460495877
58859.02126585069,4.135723682018579,1.3274000000000017,0.016618877489168783,lcogt,0.2527482969213588,0.06339873430144465
58861.015988802086,6.1304466334113386,1.3892999999999995,0.029016345824379782,lcogt,0.4287096684035389,0.05819467892521658
58862.013633449074,7.128091280399531,1.4025999999999987,0.02438786878757549,lcogt,0.5156746374984795,0.058372422413013866
58866.3409303993,11.45538823062816,1.618900000000001,0.015857388593334024,lcogt,0.8569801161519034,0.06462687038718931
58867.42330469907,12.537762530395412,1.6877000000000004,0.014499909654890987,lcogt,0.9263132280767643,0.055881366511092066
58869.3275,14.441957831324544,1.892999999999998,0.013038404810405297,Swope,1.0242951867469554,0.04913390771084244
58869.63760689815,14.752064729473204,1.7376000000000014,0.016278501466658393,lcogt,1.0371625891789282,0.04972784887778837
58871.303499999995,16.417957831319654,1.9449999999999994,0.0147648230602334,Swope,1.0905189879516717,0.054068697289149564
58872.3245,17.43895783132757,1.9980000000000002,0.012529964086141668,Swope,1.1114912831325687,0.05371371843373072
58872.330596151616,17.445053982941317,1.753899999999999,0.01673264462062113,lcogt,1.1115949177100024,0.05370237959172915
58874.325,19.439457831322215,2.0039999999999987,0.05474486277268398,Swope,1.131882289156611,0.04556865469881126
