MJD,PHASE,COLOR_OBS,DCOLOR_OBS,INST,COLOR_TEMP,DCOLOR_TEMP
58869.33,14.444457831326872,0.7009999999999987,0.015556349186104044,Swope,0.5147931204819418,0.017725814578313268
58871.3065,16.420957831323904,0.6739999999999977,0.016401219466856725,Swope,0.526099669277104,0.01602196114458034
58872.327,17.441457831322623,0.7120000000000015,0.015556349186104044,Swope,0.5282141493975872,0.014470744096389614
58874.332500000004,19.4469578313292,0.6760000000000002,0.025632011235952594,Swope,0.5277324590361392,0.012000796265056887
