3292.7842   1.6158122e-15
3295.0717   1.3804552e-15
3297.3593   1.7539226e-15
3299.6468   1.8610530e-15
3301.9343   1.7577158e-15
3304.2219   1.7386975e-15
3306.5094   1.7835839e-15
3308.7969   2.0090925e-15
3311.0845   1.9435236e-15
3313.3720   1.7221958e-15
3315.6595   2.0497117e-15
3317.9471   1.8000105e-15
3320.2346   1.8816968e-15
3322.5221   1.8976073e-15
3324.8097   2.1541742e-15
3327.0972   2.0959189e-15
3329.3848   2.3323263e-15
3331.6723   2.0168266e-15
3333.9598   2.0053083e-15
3336.2474   2.4663842e-15
3338.5349   2.4117266e-15
3340.8224   2.1198819e-15
3343.1100   2.1817008e-15
3345.3975   2.2913808e-15
3347.6850   2.1972430e-15
3349.9726   2.2862588e-15
3352.2601   2.1066131e-15
3354.5477   2.1886802e-15
3356.8352   2.2464296e-15
3359.1227   2.4672538e-15
3361.4103   2.3410539e-15
3363.6978   2.6677388e-15
3365.9853   2.3264677e-15
3368.2729   2.3346770e-15
3370.5604   2.5195391e-15
3372.8479   2.3274180e-15
3375.1355   2.5259967e-15
3377.4230   2.4649133e-15
3379.7106   2.3771320e-15
3381.9981   2.5704205e-15
3384.2856   2.8846721e-15
3386.5732   2.9085214e-15
3388.8607   2.9070903e-15
3391.1482   2.8874661e-15
3393.4358   2.7543152e-15
3395.7233   2.8532886e-15
3398.0108   2.8903556e-15
3400.2984   2.7476155e-15
3402.5859   2.8566521e-15
3404.8735   2.6966670e-15
3407.1610   2.7393129e-15
3409.4485   2.7447942e-15
3411.7361   2.7450306e-15
3414.0236   2.8670815e-15
3416.3111   2.9424169e-15
3418.5987   2.7740826e-15
3420.8862   2.9901224e-15
3423.1737   2.9047702e-15
3425.4613   2.8189065e-15
3427.7488   3.0685816e-15
3430.0363   2.9688727e-15
3432.3239   2.7804039e-15
3434.6114   2.6825843e-15
3436.8990   2.5428701e-15
3439.1865   2.6461618e-15
3441.4740   2.7813269e-15
3443.7616   2.8622709e-15
3446.0491   2.8983581e-15
3448.3366   2.5539041e-15
3450.6242   2.6330146e-15
3452.9117   2.8213050e-15
3455.1992   2.7148907e-15
3457.4868   2.6982470e-15
3459.7743   2.7905934e-15
3462.0619   2.6668681e-15
3464.3494   2.6411500e-15
3466.6369   2.6402248e-15
3468.9245   2.7084785e-15
3471.2120   2.7061903e-15
3473.4995   2.7866081e-15
3475.7871   2.5127666e-15
3478.0746   2.6082832e-15
3480.3621   2.6292214e-15
3482.6497   2.6152603e-15
3484.9372   2.5520217e-15
3487.2248   2.7055617e-15
3489.5123   2.6773997e-15
3491.7998   2.5255432e-15
3494.0874   2.5586101e-15
3496.3749   2.6358791e-15
3498.6624   2.6939036e-15
3500.9500   2.7249142e-15
3503.2375   2.6924396e-15
3505.5250   2.6581279e-15
3507.8126   2.5013597e-15
3510.1001   2.5882384e-15
3512.3876   2.8987502e-15
3514.6752   2.8255324e-15
3516.9627   2.9122407e-15
3519.2503   3.0455757e-15
3521.5378   2.9330584e-15
3523.8253   3.0761077e-15
3526.1129   3.1720461e-15
3528.4004   2.7929111e-15
3530.6879   2.9724898e-15
3532.9755   2.8643249e-15
3535.2630   3.0140456e-15
3537.5505   3.1347631e-15
3539.8381   3.2534016e-15
3542.1256   2.9991774e-15
3544.4132   2.8392673e-15
3546.7007   2.9172354e-15
3548.9882   2.9198430e-15
3551.2758   2.8074997e-15
3553.5633   2.9935291e-15
3555.8508   3.0525585e-15
3558.1384   3.0178877e-15
3560.4259   2.9779585e-15
3562.7134   2.8523349e-15
3565.0010   2.9702800e-15
3567.2885   2.9519676e-15
3569.5761   3.0120200e-15
3571.8636   2.8996528e-15
3574.1511   2.9363571e-15
3576.4387   2.8404699e-15
3578.7262   2.9535874e-15
3581.0137   2.9204887e-15
3583.3013   2.9801216e-15
3585.5888   2.9166545e-15
3587.8763   2.8668928e-15
3590.1639   3.0482856e-15
3592.4514   2.9813618e-15
3594.7390   2.9971382e-15
3597.0265   2.9482767e-15
3599.3140   3.0771205e-15
3601.6016   3.0246705e-15
3603.8891   3.1291341e-15
3606.1766   3.0245943e-15
3608.4642   3.1008426e-15
3610.7517   3.1871803e-15
3613.0392   3.3703645e-15
3615.3268   3.0629253e-15
3617.6143   3.4020037e-15
3619.9018   3.3478986e-15
3622.1894   3.1669070e-15
3624.4769   3.1969594e-15
3626.7645   3.2688211e-15
3629.0520   3.5971121e-15
3631.3395   3.5895882e-15
3633.6271   3.3786932e-15
3635.9146   3.2611858e-15
3638.2021   3.4393129e-15
3640.4897   3.4361937e-15
3642.7772   3.3350663e-15
3645.0647   3.4507493e-15
3647.3523   3.2320815e-15
3649.6398   3.2885305e-15
3651.9274   3.2728587e-15
3654.2149   3.1129974e-15
3656.5024   3.1638993e-15
3658.7900   3.0435330e-15
3661.0775   3.0743527e-15
3663.3650   3.1846488e-15
3665.6526   3.0236167e-15
3667.9401   3.0549183e-15
3670.2276   3.0582659e-15
3672.5152   3.0974438e-15
3674.8027   3.0611225e-15
3677.0903   2.8888188e-15
3679.3778   2.6151648e-15
3681.6653   2.5707047e-15
3683.9529   2.3380155e-15
3686.2404   2.2599735e-15
3688.5279   2.3693671e-15
3690.8155   2.1986105e-15
3693.1030   2.1401267e-15
3695.3905   2.2182767e-15
3697.6781   2.0068418e-15
3699.9656   1.9924215e-15
3702.2531   2.1012035e-15
3704.5407   2.2323947e-15
3706.8282   2.1517928e-15
3709.1158   2.1593906e-15
3711.4033   2.2399401e-15
3713.6908   2.2817518e-15
3715.9784   2.2127773e-15
3718.2659   1.9853693e-15
3720.5534   2.0691233e-15
3722.8410   2.3276874e-15
3725.1285   2.1991357e-15
3727.4160   2.0869094e-15
3729.7036   2.1095151e-15
3731.9911   2.1544982e-15
3734.2787   2.1137153e-15
3736.5662   2.1313604e-15
3738.8537   2.4107809e-15
3741.1413   2.4252478e-15
3743.4288   2.3455326e-15
3745.7163   2.3715746e-15
3748.0039   2.3777663e-15
3750.2914   2.3983555e-15
3752.5789   2.7282584e-15
3754.8665   2.8331450e-15
3757.1540   2.7500742e-15
3759.4416   2.6181635e-15
3761.7291   2.6786956e-15
3764.0166   2.7545221e-15
3766.3042   3.4404098e-15
3768.5917   3.0374164e-15
3770.8792   2.9521722e-15
